PS Name,Firm Capacity (MVA),Demand (MVA),PF,"Geo(Long,Lat)",GSP,DNO,RegID,RegName,Household no,NearestZone0,NearestZone1,No central heating,Gas central heating,Electric (including storage heaters) central heating,Oil central heating,"Solid fuel (for example wood, coal) central heating",Other central heating,Two or more types of central heating,District or communal heat networks only,Renewable energy only,Tank or bottled gas only,Two or more types of central heating (including renewable energy),Two or more types of central heating (not including renewable energy),Wood only
ashton (golborne),21.2,14.58296485830187,0.998102766020718,"-2.648872541920482,53.500898599821234",BOLD,ENW,E12000002,North West,8019.906818655665,E02001318,E02001322,73.08092077526643,7088.935545539758,255.30915967808252,1.3301233242737693,15.812081359096124,43.691374243574835,,3.551805789888957,12.412089949276568,24.049161534919275,24.791783460866906,586.8568453012028,1.321854999516461
ashton (ribble),10.5,5.715767664977294,0.997507309236966,"-2.75587472715823,53.76869124353434",PENWORTHAM ,ENW,E12000002,North West,3143.388502654655,E02005265,E02005262,48.0211818025734,2510.6152194646,248.28198067857466,17.08608054618231,1.6926155816655308,18.092506501145014,,5.132775551020438,15.545334453645447,9.755468460509217,40.20589156840319,236.16832501959493,2.1224837370289826
ashton on mersey,22.86,11.76233538356515,0.9956946079646292,"-2.3447671555936123,53.42656081371278",CARRINGTON,ENW,E12000002,North West,6468.700614900448,E02001271,E02001274,65.43443799625965,5741.39255609073,269.15343883092396,5.95476023470049,0.0,23.677852483116517,,11.925671567272218,2.222681711106216,11.3330995762893,9.98901464588716,401.2356456832277,0.0
ashton under lyne t11 & t12,22.863,17.325068113846385,0.9985749530376952,"-2.102826144160406,53.490536176066726",STALYBRIDGE,ENW,E12000002,North West,9527.927499654561,E02001241,E02001233,173.98055100373125,7259.724207641469,825.3902059922507,6.432088018123269,1.274376808969474,172.35896276458163,,54.102811519679804,22.80807227612203,29.379719533180406,45.55661386117945,908.3553503935884,7.670525776603438
ashton under lyne t13,13.25,6.531329013869251,0.9985749530376952,"-2.1026756444318146,53.49062619000926",STALYBRIDGE,ENW,E12000002,North West,3591.906762594579,E02001241,E02001233,65.58844173960078,2736.8231419628632,311.1615472294877,2.42481488768026,0.48042375200662585,64.97712372080221,,20.39606772616221,8.598351430919143,11.075778366091551,17.174260552970523,342.43834517380515,2.8916900774734935
ashwood dale,19.719,13.568384002393328,0.9967593892431488,"-1.9034782096614904,53.254420279232505",STALYBRIDGE,ENW,E12000004,East Midlands,6671.708986378792,E02004103,E02004102,64.64050686065482,5253.980082858083,506.84369128343235,31.235298274826647,19.20596132019878,39.10363669559358,,61.836289436654916,8.04064062340952,27.67361235806923,17.064063015507877,646.209569844796,2.1407678019583853
askam & dalton,20.02,15.92876603117427,0.9083,"-3.203653283768867,54.189997227934484",HARKER,ENW,E12000002,North West,8760.030662314914,E02003977,E02003978,206.93682245999474,7271.440694350575,211.28989900027614,144.4235724389522,38.385110666781564,35.01646221977897,,14.10921292557746,6.5741139504979555,63.68868135446704,31.18628886536623,842.1052207397039,22.754091085546932
askerton castle,2.3,1.3389092804906275,0.9922778767136676,"-2.7086677727650046,55.01270318838637",HARKER,ENW,E12000002,North West,736.3336449415626,E02003988,E02003993,7.691286739367455,435.4893200797863,28.25889885467873,123.58702797600813,7.530659081035324,2.5886105315815504,,0.9226813087903115,7.416094622401393,21.372838656186087,8.37247066234553,98.658273635883,11.789687671837163
aspatria,13.0,7.105490926578638,0.9960856935229726,"-3.3319203010532523,54.77315409538852",HARKER,ENW,E12000002,North West,3907.6673149577696,E02003967,E02003971,56.40502092752838,2349.270946214006,139.72252711106458,614.2705047848282,105.65010021026492,14.935480334906917,,0.397739119183244,44.477870835862795,151.37936807781765,25.541399738677676,458.09797036500976,43.22308552178125
atherton town centre,33.24,24.62938846045089,0.9960461578056516,"-2.4910156372264014,53.52569576292335",KEARSLEY,ENW,E12000002,North West,13544.94112634722,E02001303,E02001308,132.74046349961114,11750.30722772833,430.6069469823433,4.4867982370685215,57.78242683289381,96.96092467601439,,11.98102135768841,12.56061200185848,55.505283129646244,58.539693130119964,1116.111747100088,0.0
athletic st,17.5,9.58027871731955,0.9985673099048962,"-2.223359883958349,53.78598490826382",ROCHDALE,ENW,E12000002,North West,5268.6777590301135,E02005183,E02005182,81.20636802232583,4411.915232255512,224.6324220733547,6.0676285649385235,3.0054179555733627,62.93908610944863,,22.953238236598892,4.718356445628593,13.472562343867132,9.424397645299663,473.2472131789343,0.0
avenham,22.863,10.682736275016405,0.9727239940725756,"-2.6987424092525836,53.75704769167684",PENWORTHAM ,ENW,E12000002,North West,5874.9746931695445,E02005269,E02005267,148.4034179591525,3694.895448102785,1065.035879580252,9.4901577222413,1.8802660785440606,119.76956862313183,,86.79432058228709,28.338470968915665,22.577085017231838,13.266322620182924,473.89602338629027,58.47322248619345
baguley,22.863,15.887275781638396,0.997424245507688,"-2.2937926154807182,53.39778094173534",CARRINGTON,ENW,E12000002,North West,8737.21308451824,E02001092,E02001091,126.17551633536502,6675.308551918675,991.0855296483284,3.700941583756169,3.666300983755621,75.7128376517119,,63.41310387735601,3.4535459228699987,25.826650514744554,18.394874253913606,688.9040201914685,0.0
bamber bridge,22.863,13.216518451702065,0.9973070700871678,"-2.6619460289776478,53.73484000494224",PENWORTHAM ,ENW,E12000002,North West,7268.429121212086,E02005293,E02005294,115.20746103720796,6191.981535329067,343.11487096040963,10.042834261960317,1.4212619874098662,33.48437669019198,,19.155150196318036,14.726649339666674,30.03553456306131,37.437095916175316,534.9977920375259,2.851544543969373
barbara st,15.6,11.736199980098997,0.9959265043936736,"-2.443918560016768,53.56426951653719",KEARSLEY,ENW,E12000002,North West,6454.327440274907,E02001006,E02001004,119.80242517766571,5050.032799449481,455.6591320642483,2.422763368832458,4.800172886567095,138.22135100061107,,21.834440997463965,4.521619358292132,33.42977321379156,4.5157184842096685,630.6268767451149,0.0
barrow,23.0,10.86436164064962,0.9739262431427368,"-3.2300311484317845,54.12396503444327",HARKER,ENW,E12000002,North West,5974.859628944687,E02003980,E02003981,159.74827954019017,5098.977755057366,161.71146901124135,7.349587752299551,10.401137191959906,48.1017645867819,,9.111829872192294,1.9595120587022137,18.98335502801379,10.763251541745328,519.4480237790368,1.0434144539692454
barton dock rd,12.5,8.776689631072923,0.9986576168819002,"-2.3197668244151686,53.456130783387934",CARRINGTON,ENW,E12000002,North West,4826.743649278919,E02001264,E02001266,56.50923752376282,4073.9628751555147,279.1514750044751,3.301381209033655,1.6352402355602618,41.37937021838032,,26.44686702102269,0.7701737082490098,12.566377320530572,11.537529062506037,347.3864666715646,0.0
bedford,23.0,17.588660917206763,0.9977937054975756,"-2.5100694309057303,53.4944977930941",KEARSLEY,ENW,E12000002,North West,9672.890457568774,E02001317,E02001316,142.37213034061028,7878.801416964539,701.5211402008713,12.846556781138386,19.796488055243344,77.73291964660766,,7.62309845388829,2.66395713333219,51.61575180603679,35.9164877560814,781.2882515507159,2.8370444216752837
belgrave,17.5,8.93618899294379,0.9971116936884228,"-2.1069420494219675,53.52690859726353",WHITEGATE,ENW,E12000002,North West,4914.460381251374,E02001126,E02001121,81.70971457767205,3727.5510236508217,262.9267795356083,5.523786698538157,1.8240281244277827,135.2865962314875,,57.77112350769526,9.44998980205308,28.034321999135408,32.602815882880044,577.8391077743707,0.9149082808683416
benchill,12.0,3.6940930715526616,0.999800026416779,"-2.265282412870722,53.388724322208674",SOUTH MANCHESTER,ENW,E12000002,North West,2031.5678259642812,E02001094,E02001093,24.589187979439306,1566.5940163183757,154.10621035489854,0.28242830362890575,0.5595695819571243,37.108380811428354,,13.009320665392039,6.8522716327988755,11.556627166118265,6.053714269842136,204.1184907913484,7.858834766391566
bentham,5.5,3.9670476655574256,0.9500008182180972,"-2.508172603049662,54.12595189793622",HUTTON,ENW,E12000003,Yorkshire and The Humber,1955.5166124643597,E02005742,E02005222,33.32595843384126,1070.1231684116042,70.01995227289649,371.7318721845898,21.969608377359034,6.390066456153725,,0.0,24.308077127756768,85.755162757545,22.30800117747157,277.157912071664,21.689496937288247
bispham,22.863,16.337660877015015,0.9992486515658036,"-3.0403533765480666,53.84872229576658",PENWORTHAM ,ENW,E12000002,North West,8984.902531247966,E02002635,E02002636,111.585271063375,7545.066237146084,607.8704535739614,9.334068276381151,3.962872257891676,50.71609528078777,,5.340986671083474,1.2443023990424484,10.15119919034766,7.456071240934466,680.6289752702868,3.9754481811029385
blackbull,22.863,13.35008852981968,0.9970678050664608,"-2.714292893782173,53.7912280170486",PENWORTHAM ,ENW,E12000002,North West,7341.8860341699465,E02005255,E02005258,52.94368870511053,6419.903344829517,288.2666918894343,14.540213273527248,2.216018109999464,31.90520677527114,,12.693274038917705,10.437114059516139,11.7077796220663,45.863370319592725,538.9026217821893,1.111525251305407
blackburn,22.863,13.420609918306877,0.9927502766081484,"-2.447656109719655,53.75916561673995",PENWORTHAM ,ENW,E12000002,North West,7380.669297373628,E02002622,E02002617,112.061493961143,6134.880605401656,244.0402254549929,2.3887168882996055,4.7327172716939065,145.57070869600514,,20.730288341065073,5.572597732078471,27.277235644425563,21.14823611658515,737.5189287915022,1.1869340622803577
blackburn rd clayton,19.32,7.720472700989594,0.9770114425570824,"-2.3863603964133855,53.77047923167505",PADIHAM,ENW,E12000002,North West,4245.876765084752,E02005213,E02005216,62.72279982749149,3672.720575322538,73.55251073591093,17.57460627048256,7.093007357464388,30.946014792117047,,26.07176307446701,1.2148001610438248,13.626959032208854,10.312325830829597,385.1165998003814,3.8811908538805926
blackfriars,17.8,12.843508560943512,0.99768126580278,"-2.257223461511103,53.48837078159745",KEARSLEY,ENW,E12000002,North West,7063.292196355718,E02006959,E02006960,213.45890451777097,1753.7402257143087,3709.323831186482,21.95925950596272,0.0,85.41819778643944,,120.93971757368415,71.71974562938789,34.82738526179723,31.549613166527102,320.9241613793976,0.0
blackley,22.863,11.07332163967936,0.9991230444786788,"-2.24459818448894,53.52573520341418",WHITEGATE,ENW,E12000002,North West,6089.777256281002,E02001048,E02001052,123.14236566188184,4506.133229888117,631.5521643743517,7.5788821499681465,0.0,139.76037990095654,,44.972801493743205,19.64516398251437,22.43753303166631,18.049964237216006,533.2110356270712,0.8368633592804687
blackpool,23.75,11.129208758111616,0.9969842247911892,"-3.051833289731732,53.809441895717605",PENWORTHAM ,ENW,E12000002,North West,6120.512397354506,E02002645,E02002642,247.55390908933538,3915.439607700311,1143.3130042395742,9.654969499224542,1.062733282329592,91.80446215675498,,20.768431817545927,2.0021259632252018,15.312781487421686,11.997078705802918,508.960273028618,4.264423195394574
bollington,13.0,8.666014660804631,0.9979487959259064,"-2.105857276286031,53.29776464686115",MACCLESFIELD,ENW,E12000002,North West,4765.877909195627,E02003865,E02003866,44.70924551786405,4031.432426815017,237.94926542061964,42.975601692996435,2.456154954064366,8.572748196598956,,7.724030293057207,3.084832720182852,14.156163069774443,13.863631066943126,406.59141110373855,0.8213164685620354
bolton by bowland,3.0,2.9627491567840862,0.95,"-2.3317586811974453,53.94168285602162",PADIHAM,ENW,E12000002,North West,1629.3649744984634,E02005270,E02005271,22.15957407839219,1004.2021755353834,73.9873508439628,228.52739282470154,10.230761522791411,3.2046138418792576,,1.5909894109908143,15.073368253793666,86.43228981598297,18.01507998301663,188.4491645092427,10.263228194167745
bolton le sands,17.5,10.601841975324328,0.9826226212043528,"-2.8011273362796767,54.098356497678",HEYSHAM,ENW,E12000002,North West,5830.486843682509,E02005223,E02005231,92.72134152071916,4785.301411601024,314.8346565810266,73.12901142926094,8.15000941074215,26.865741515661234,,1.220469755807791,13.648115948304946,31.31530499130954,17.889774881437607,510.4667504145835,9.084303275059419
botany bay,10.0,7.532381592871258,0.9885455239113706,"-2.615274921554621,53.66454895107644",PENWORTHAM ,ENW,E12000002,North West,4142.435991882313,E02005194,E02005197,67.8538939983302,3470.570902621796,159.4660760966213,11.372179511452327,10.603046180154141,27.177708882186387,,6.698589349592554,3.1211726638543937,9.548616992933981,18.70259653510615,400.1125373309296,2.659173568306605
bow lane,22.863,16.240538876596375,0.9938756233106648,"-2.684599707694841,53.69600919218887",PENWORTHAM ,ENW,E12000002,North West,8931.490251854348,E02005302,E02005299,116.18176031957944,7509.371151985307,527.3756539279957,7.31107700589693,10.13970404487168,29.070961048869115,,15.61811610456297,2.7289423098516488,48.70054571167929,23.165738016157295,704.521459229686,2.906251928894253
bowaters,34.5,17.788667647037688,0.9209512749666952,"-3.232550916874712,54.14183456196155",HARKER,ENW,E12000002,North West,9782.884231258415,E02003980,E02003981,261.56245032327524,8348.766694674416,264.7768614579368,12.033783317671123,17.030211141605047,78.75900414330711,,14.919175061912506,3.2083899556690434,31.082230561580204,17.623115909654615,850.5136850694253,1.7084255434141076
