PS Name,Firm Capacity (MVA),Demand (MVA),PF,"Geo(Long,Lat)",GSP,DNO,RegID,RegName,Household no,NearestZone0,NearestZone1,No central heating,Gas central heating,Electric (including storage heaters) central heating,Oil central heating,"Solid fuel (for example wood, coal) central heating",Other central heating,Two or more types of central heating,District or communal heat networks only,Renewable energy only,Tank or bottled gas only,Two or more types of central heating (including renewable energy),Two or more types of central heating (not including renewable energy),Wood only
garwood street,32.0,17.57616015625,,"-1.4431651920017532,54.98625791544762",SOUTH SHIELDS,NPG,E12000001,North East,10655.10977948035,E02001769,E02001778,99.51756830194972,8516.660218558425,452.9693809354819,5.118859090656838,3.3806312429883922,160.76763283335342,,138.96616131572992,12.73781426858184,60.0769772887994,23.852233064844444,1222.1542159429239,13.565437845395556
jarrow,24.0,6.80136962890625,,"-1.499997366813107,54.98025918039087",SOUTH SHIELDS,NPG,E12000001,North East,4123.161111561098,E02001776,E02001774,33.178184126077646,3326.5198827275253,149.80100050815156,4.060477655558826,3.3520598488668836,56.743720560895255,,48.791811274877624,4.420556235232138,21.251727761657953,9.460258397399501,490.97659496508265,4.035236877269124
simonside,24.0,13.1803486328125,,"-1.4641033604717963,54.973510460833985",SOUTH SHIELDS,NPG,E12000001,North East,7990.258416284503,E02001781,E02001779,60.92510260284816,6504.700385876544,245.72127984633065,0.0,5.100178473528033,154.27720866605068,,58.42728696102215,4.804215652561962,22.862867483050895,36.784252515360464,972.5881507600462,0.0
westoe,24.0,10.815978515625,,"-1.4192655810428803,54.99639961904097",SOUTH SHIELDS,NPG,E12000001,North East,6556.917861009849,E02001768,E02001770,56.34159143283462,5617.852991606767,217.17107906537004,4.300299136613681,5.325060730561683,55.758377173022126,,17.942212449570082,2.0064192063389252,15.345617330360819,13.024704926431786,630.1221844943245,1.0683918944607471
annfield 66/20kv,28.0,21.00037109375,,"-1.7320913207130229,54.85020446050544",STELLA SOUTH,NPG,E12000001,North East,12730.952462000843,E02004300,E02004302,110.99428980118337,10640.72413617542,223.58742738998487,101.29723980332632,87.34088635772602,168.63875621209127,,16.279629418550748,14.003830450876656,46.4121438087847,52.44583107774641,1449.2445600451838,26.098995734529275
consett,40.0,22.96470703125,,"-1.8193661600354387,54.854481209224375",STELLA SOUTH,NPG,E12000001,North East,13921.782249154227,E02004304,E02004303,63.58288613220008,11857.081536097481,321.46980275113646,88.30339895276691,40.498557512045416,97.53330723625517,,19.649589248836104,12.20749775187913,52.90747157897871,53.33810358244517,1521.4460673581161,11.375581590807684
tanfield,32.0,13.41,,"-1.7017692413861367,54.88597157837628",STELLA SOUTH,NPG,E12000001,North East,8129.478843649604,E02004299,E02004301,53.27201527804744,6922.296094047856,187.40986466350964,38.69844998329156,29.573666784765916,70.72573100733966,,7.381129693660376,2.0635192598827996,36.825444671388475,32.97322070169139,870.5363819428426,3.29639077071815
blucher 33/11kv,24.0,14.88048828125,,"-1.724091758984844,54.98861167647527",STELLA NORTH,NPG,E12000001,North East,9020.925776703783,E02001728,E02006893,64.09441592090738,7789.878516476936,328.1530262750213,3.2039398592418618,0.0,56.31357968154861,,43.49008396597314,14.948835570075845,21.342083997559705,32.84451897754161,763.9715258996504,2.122682332683328
kenton,24.0,15.85,,"-1.6533807912012681,55.002530286468236",STELLA NORTH,NPG,E12000001,North East,9608.66813362015,E02001715,E02001710,100.3092859069728,7465.150599554711,691.8571990039206,3.3272073818467245,14.282947953923971,120.7951119355607,,106.61502638748237,10.349315372925165,37.99404619151422,53.746207571007346,987.866591976647,16.532623824649747
newcastle airport,24.0,12.0023994140625,,"-1.7100834276465495,55.03497475683813",STELLA NORTH,NPG,E12000001,North East,7276.156011159842,E02006893,E02001711,41.4005535414723,6148.4463265588665,326.54034385315265,33.51175361482263,1.7024659247030858,69.82012149682076,,31.549504822783536,8.82019603279642,17.17142239709417,28.8284248252367,634.5047875549767,3.4157371841964723
westerhope,24.0,11.689263671875,,"-1.6951824371298587,55.00070107600871",STELLA NORTH,NPG,E12000001,North East,7086.325258639053,E02001711,E02006893,40.320436757073914,5988.036875302707,318.0210928768174,32.63745111261735,1.6580495615668762,67.99855442424754,,30.726396270275657,8.590082158421188,16.72342979901172,28.07630769495937,617.9509202224365,3.3266225529138618
corporation street,24.0,15.2,,"-1.6224509136423988,54.97330492772406",STELLA NORTH,NPG,E12000001,North East,9214.621806373896,E02007099,E02007102,259.3377487110947,4107.196658461889,2995.2295005803994,8.716142624762911,5.1807360191764555,158.2208896489294,,273.4761747149605,9.760196904600448,48.10683123136422,22.74407216783379,744.9852664995635,3.464784503747264
educational precinct,22.8,16.26929296875,,"-1.6081920547162292,54.97931660285581",STELLA NORTH,NPG,E12000001,North East,9862.854063429559,E02007100,E02007099,302.2405023250864,3608.5503346690844,4028.49826939322,6.0948427408001296,2.0125984546300546,112.39355884355496,,343.13030898877713,5.687422733287558,40.598966098212905,20.82666829590137,581.3200638428068,4.037970615790837
gateshead central,22.1,13.9115625,,"-1.601036889817701,54.96031435216516",STELLA NORTH,NPG,E12000001,North East,8433.538629817986,E02006841,E02006842,148.08321698289996,5411.5875326287405,1601.8901251505536,9.302076409145767,1.535834918313227,125.97277753373048,,166.6294798714502,13.020395214300853,36.8827326290336,26.00680627090272,645.3830618356508,3.0814175856029293
pilgrim,32.0,19.160783203125,,"-1.609110061594092,54.97166325928246",STELLA NORTH,NPG,E12000001,North East,11615.748074389363,E02007100,E02007099,355.95675555036263,4249.8866283229045,4744.470587767547,7.178059958593518,2.370291243644237,132.36891231632237,,404.11377885835645,6.698230475434132,47.81449256418715,24.528126503571293,684.636249178971,4.755626424477738
university,32.0,21.830201171875,,"-1.6174813235503058,54.981718519163344",STELLA NORTH,NPG,E12000001,North East,13234.0162997295,E02007099,E02007102,372.4602122252872,5898.745349123408,4301.740957474001,12.518101772455852,7.440559836644796,227.23643754139238,,392.7657835356858,14.017569862140752,69.09090812645528,32.66497834812202,1069.9459366952883,4.976114653552492
bensham,32.0,21.47855078125,,"-1.6219776205487626,54.95215875114153",STELLA NORTH,NPG,E12000001,North East,13020.83699988259,E02001689,E02001688,158.09352203215573,9717.631521480715,1406.2062018010215,6.1658817623219795,4.072112976175576,202.5344888725481,,71.34681520774521,5.75371303200999,58.67453032014133,21.06941551682586,1293.8105297773852,0.0
benwell,29.0,18.11,,"-1.6614665068489893,54.97240424478348",STELLA NORTH,NPG,E12000001,North East,10978.736902199427,E02001734,E02007101,225.53414750888103,7935.305097099067,828.8598982847561,9.137569858179278,3.6208170923008627,322.26346519597394,,175.6792660768615,6.821402913715145,45.21561927211008,34.06250370148365,1327.540585810056,3.6323075251867887
blaydon burn,24.0,11.0,,"-1.7266266069936003,54.96282692742166",STELLA NORTH,NPG,E12000001,North East,6668.476307244268,E02001686,E02001685,39.7282470559757,5630.903460091884,212.4730789104173,10.681887054011812,10.581905206604887,63.71141807666548,,14.261831062203878,6.977486851481077,30.494650886278812,11.94579597080993,717.7806228051696,4.246194484056573
close,32.0,25.2368125,,"-1.614715119905651,54.965444659992805",STELLA NORTH,NPG,E12000001,North East,15299.189656965089,E02007099,E02001689,382.67557268386327,8653.938071731136,3868.495235971175,5.2337851242411,2.5923985985068843,219.4208162868229,,214.87619982982108,14.651771881242981,62.25587349037642,29.265301595640306,1217.3873882884213,5.201250821347928
dunston 66/20kv,28.0,14.9050595703125,,"-1.660884776514741,54.95985780929655",STELLA NORTH,NPG,E12000001,North East,9035.821509335758,E02007101,E02001734,185.62119844061394,6530.988138093097,682.17593370389,7.520487192935067,2.980038346435674,265.23225544347434,,144.58917317197128,5.614214068582412,37.21377685032416,28.034436597714176,1092.6047218943365,2.9894953087025655
hexham,36.0,21.90256640625,,"-2.0929758040602926,54.97735894857976",STELLA SOUTH,NPG,E12000001,North East,13277.885922538397,E02005730,E02007107,71.3940329850286,10372.258992437877,445.19992147427064,774.7236420652561,49.04897987958012,25.17592128824129,,12.637926926501372,74.7396176523171,134.41921067569862,115.35594149831266,1357.5909054212455,81.0429260931948
west wylam,30.0,18.9615234375,,"-1.83853576705034,54.96486892422676",STELLA SOUTH,NPG,E12000001,North East,11494.95179929324,E02005731,E02005729,51.04575354832267,9085.725261082935,351.2136487118833,662.5582323655954,92.3001645210203,37.286621835879075,,5.759173270887597,61.18281176878245,114.93314733226745,85.22255787466187,1137.1124405615535,24.005611577133628
birtley grove 66/20kv,28.0,9.5897421875,,"-1.5845163871857075,54.90101214573791",STELLA SOUTH,NPG,E12000001,North East,5813.54259726587,E02001706,E02001707,37.24327281962894,4911.896869473764,144.06091380605093,36.866921162184,9.798544827937446,60.62724246722127,,26.412104108483398,5.034510709669727,35.08256186096917,41.06151403540946,581.8129727222463,2.6808108783017524
team valley,41.0,31.36469140625,,"-1.6185143472583523,54.927094106349344",STELLA SOUTH,NPG,E12000001,North East,19014.063775146005,E02001701,E02001691,206.72731597020572,15918.984609019413,1022.644137289937,9.528612168111966,9.439424907193109,153.75053027854216,,25.444091724941924,14.819426785977523,42.3146605338457,56.240330246376,1706.2542639529042,3.1564601073736642
aycliffe industrial,19.0,0.45,,"-1.5652050529391355,54.61139626069424",NORTON,NPG,E12000001,North East,272.8013034781746,E02004343,E02004344,1.1721533973893976,234.3171560951388,5.326593395993462,1.3867101864900537,0.40703130638146345,1.9534163455178128,,0.4114343033202524,0.09585283060927288,0.7819812749876315,1.4359160888421254,29.77103644726941,0.1531211228847765
darlington west,24.0,13.6910869140625,,"-1.5886021163929773,54.52972440835475",NORTON,NPG,E12000001,North East,8299.880791531621,E02002569,E02002564,31.864806326833882,7414.243181347232,222.5761170443716,22.618499398986398,4.267960294807235,43.75851257918983,,26.603791071921783,6.030436510972378,17.42399929387624,38.14292165333108,589.5376642005564,3.211128296633093
heighington,29.0,14.0991708984375,,"-1.5799983079363362,54.59266597866877",NORTON,NPG,E12000001,North East,8547.271553456214,E02004344,E02004342,48.98324874696241,7283.868046605443,198.6256360731704,36.425328518887376,16.401995246606138,78.71612112263075,,14.368831743427878,3.090037837145856,36.23790331928676,33.94605750651915,920.0038755205687,4.936213780779541
newton aycliffe south,23.0,14.86,,"-1.5848190072755093,54.61017994746141",NORTON,NPG,E12000001,North East,9008.505265968166,E02004344,E02004342,51.62651631242571,7676.925115118086,209.34400847459844,38.3909370054272,17.28709093040203,82.96385427968137,,15.144212467911931,3.256784571997503,38.19339783903735,35.7778778752712,969.6497537845099,5.20258512438579
rise carr,23.0,10.3231416015625,,"-1.5591729615896706,54.54627358258237",NORTON,NPG,E12000001,North East,6258.14774421338,E02002562,E02002560,74.0408689009503,5282.978208306141,288.3660724766917,9.869710184108758,3.6664988495294804,43.72385739456499,,3.2943649976575706,3.4537323065137895,29.35005039482059,28.74354219179423,554.5691969510539,0.0
boldon downhill,25.3,10.6799638671875,,"-1.4516982150428,54.938021982509696",WEST BOLDON,NPG,E12000001,North East,6474.462364596791,E02001793,E02001790,44.465962790148545,5359.341184370165,263.7976444922799,8.767538971508625,9.7711597258448,77.68224528188635,,22.680191766043507,7.158775830551123,22.94377252724775,51.06738123912097,667.6425736003679,4.356519057836897
breamish street,18.0,10.5385009765625,,"-1.5959006323531386,54.97259962206495",WEST BOLDON,NPG,E12000001,North East,6388.704006916146,E02007100,E02007097,90.16528556649716,3753.517048684757,1484.92763574575,7.306136163829549,1.4475502300533247,70.73363610507441,,159.00203122292305,8.181294253745444,31.981587909152573,24.511852121283592,505.7796997585248,0.0
carley hill,24.0,16.99141796875,,"-1.3965053824561933,54.927686874930366",WEST BOLDON,NPG,E12000001,North East,10300.624377372173,E02001795,E02001791,75.34204029689406,8485.125634748429,437.40107341987203,3.7928945602257573,7.5147865713263355,81.96547834929937,,37.98038294720768,51.32060614699337,19.85125136995681,88.36832919078918,1109.7940729122524,1.8846585672086458
carr hill,22.0,17.88888671875,,"-1.5810912083818895,54.944062986667255",WEST BOLDON,NPG,E12000001,North East,10844.692476996459,E02001692,E02001693,104.76149443078916,8650.981625304066,613.9114316605802,4.506820346913266,11.161591920297232,177.2563663609323,,45.12932271965001,8.411108731088424,30.020831423625427,10.500164918796827,1245.8892601118596,2.239402504554402
gateshead east,34.13,9.32,,"-1.5845677131022038,54.96572290743384",WEST BOLDON,NPG,E12000001,North East,5650.0181075924165,E02007103,E02006841,99.09925117693462,2659.1107110790526,1254.7515215515214,7.327429444530029,0.9073556408858156,100.55081118693012,,637.1279944706113,9.401720772146763,42.70828850305321,20.486075328325615,402.4213189032791,1.8204701526725855
harlow green,18.0,16.080005859375,,"-1.5924682714480156,54.93046937343673",WEST BOLDON,NPG,E12000001,North East,9748.103463053745,E02001697,E02001701,84.65861204036632,8403.234338368335,499.09867171527856,3.5142086157506442,6.962631651144657,51.64123975294965,,12.902906170962815,1.639647716990263,15.048543998406311,21.287602939231682,739.5622843141599,0.0
hebburn,12.0,3.8130615234375,,"-1.5192019194716935,54.97749689336657",WEST BOLDON,NPG,E12000001,North East,2311.5736751916093,E02001777,E02001776,15.485006451513225,1903.652785633436,86.43534517235179,1.7614864487875324,1.3959992296895243,23.448778627055834,,25.634987531788386,1.6437369263274837,7.375414153895706,5.581412089998511,256.2405681903178,0.7002146722542706
hebburn west,24.0,2.8063623046875,,"-1.5251894537531263,54.97188599189634",WEST BOLDON,NPG,E12000001,North East,1701.287321668365,E02001777,E02001782,7.100940160706637,1425.3813115307105,56.031031496817164,0.9883213615956434,2.2029091438309885,18.794945141278205,,14.18515065708534,2.305638397404677,5.642919595183643,3.6842071316667204,181.76442269352387,0.24554443733016348
hedworth,32.0,10.8988046875,,"-1.4872083706555477,54.958800548470506",WEST BOLDON,NPG,E12000001,North East,6607.129166897865,E02001784,E02001787,41.22016368558459,5537.916371517512,220.16615982015097,16.25510250304962,0.0,58.546194343283304,,6.3300015576821425,11.376377140408444,30.936710804295995,23.98545341208239,738.9385368675943,6.730857244333669
high barmston,24.0,23.333291015625,,"-1.4927940362348782,54.895910304780635",WEST BOLDON,NPG,E12000001,North East,14145.227118884624,E02001807,E02001820,61.1789727366265,12172.738026946165,342.33115227635045,14.073398161707768,49.79168559188897,128.6035194140702,,45.63280469419123,26.26527641269257,44.00309258610587,164.8805669833148,1295.2951114136947,3.9959757072893294
sunderland t1 t2,24.0,17.79,,"-1.393532938256299,54.91158635303464",WEST BOLDON,NPG,E12000001,North East,10784.744864170501,E02001803,E02001795,150.74724720830218,7366.0878341869875,1570.0911187596694,1.5923283328257798,7.887121156849,139.01901139719882,,58.46455153439456,46.06248053764416,27.27467330088408,77.16526138182837,1187.5621642809247,3.164860173798813
temple park,24.0,15.6883466796875,,"-1.419581647748977,54.96256755039337",WEST BOLDON,NPG,E12000001,North East,9510.66983030276,E02001786,E02001780,56.07721173159553,8165.160923972414,195.67162942982216,1.7930233389329442,33.7485741318675,131.74224733481307,,27.53030919941555,16.73165680042409,32.41857888434672,36.76160706505477,951.6256869967025,0.0
usworth,24.0,15.81542578125,,"-1.49690612038587,54.91627262511623",WEST BOLDON,NPG,E12000001,North East,9587.708373749618,E02001807,E02001799,45.20424698791603,8009.662865932041,295.94386571606356,8.021798585880525,9.271167515492014,158.32929188796706,,67.83149761520352,13.723541289303665,34.3509455941025,66.03622488457562,979.8359609309617,0.0
walker,24.0,15.2130517578125,,"-1.538245015248196,54.976321539072316",WEST BOLDON,NPG,E12000001,North East,9222.534109804856,E02001727,E02001777,80.72880998106181,7707.872289795243,382.83116424952823,4.276379685252014,4.236353017774345,66.53788041724839,,85.643581963356,3.990517897247413,20.347014358597185,9.299056968742882,924.9594570836854,2.8331978765288977
wardley,19.0,8.1603154296875,,"-1.5302007599088032,54.95876745783816",WEST BOLDON,NPG,E12000001,North East,4946.988191137357,E02001695,E02001777,26.509495048238918,4171.999423434425,192.71382360808448,2.851084081965107,0.9414660330727463,38.610624659482134,,54.56127775200249,1.7736657161782534,10.852366351542653,15.05648366434653,469.30471955545715,0.9444537156846088
west southwick,32.0,10.9,,"-1.415807724293905,54.921247998539044",WEST BOLDON,NPG,E12000001,North East,6607.853795360229,E02001794,E02001801,71.4206730307697,5326.15592511279,182.7491253967944,0.0,3.439849750157134,131.06714168012198,,20.0896787411306,7.560549804651716,27.53574122372328,34.51740808343535,877.117668841616,1.1502552982286396
billingham marsh house,24.0,14.622373046875,,"-1.2838710600999532,54.61604506748566",NORTON,NPG,E12000001,North East,8864.449838070283,E02002535,E02002537,65.31228423679889,7709.608855013407,259.7975034969759,8.866747338012356,7.528932937518017,89.78428839150634,,16.066349294737158,3.5460148750924447,38.57187058569268,37.774796795304155,743.5938306020432,3.7764127638100815
faraday street,22.0,18.8670234375,,"-1.2486505720627603,54.5693418897628",NORTON,NPG,E12000001,North East,11437.663525562823,E02002498,E02002500,259.55570431036176,8602.513579875182,827.7653929882101,10.444424206397938,0.0,297.93302202012137,,27.889569103372303,19.492498229664985,57.645701113068675,23.360471791425518,1316.8841514446372,2.075899896249962
malleable,32.0,17.162119140625,,"-1.289351523088079,54.57165467184289",NORTON,NPG,E12000001,North East,10404.107715578288,E02002544,E02002551,117.73452975545861,8057.406144861482,849.6521194066045,5.498101728513964,1.815546604366262,161.58903502525766,,28.139518564197807,13.681525005329478,59.29592698594854,22.2034639589561,1092.7892230860818,3.642616252220747
north tees t1 t2,34.0,16.53,,"-1.2604066573449566,54.58980584542838",NORTON,NPG,E12000001,North East,10020.901214431615,E02002498,E02002537,167.08501806515787,7701.188491755251,682.0294421097482,15.089243586894382,5.979203654504789,245.2141447028179,,26.19015856898433,14.080577736604624,64.6151583040119,28.124404163712285,1093.325544823591,2.9990891386177574
tees industrial t1 t2,20.0,13.6574541015625,,"-1.1725409527089479,54.60876615607954",SALTHOLME,NPG,E12000001,North East,8279.491735776872,E02006910,E02002523,95.83082264735305,6935.070996157946,317.23696283674394,7.47508834055127,2.468373981449374,134.61556906116724,,21.623985305470747,13.950806991880759,41.49421500350676,23.221001154282803,765.8640382038465,4.952414418755643
carlin how t3 t4,24.0,13.75,,"-0.909976010306654,54.562182312194636",LACKENBY,NPG,E12000001,North East,8335.595384055336,E02002527,E02002524,95.20732864746097,7030.802920742512,206.46828673579478,49.4011191761535,41.10853113933347,59.784007384928906,,5.27659888116486,11.063716398973144,33.847275299975415,44.197111422282454,873.6644446976088,9.818806297583063
grangetown,24.0,17.424578125,,"-1.149666615738698,54.58159254195286",LACKENBY,NPG,E12000001,North East,10563.21694457175,E02002523,E02006910,122.26375747517869,8847.965768462713,404.74016621107734,9.536935640611873,3.149223490823319,171.74646771679704,,27.588510898668876,17.79884629515334,52.93952926273664,29.62603027948124,977.1116686589611,6.318434702783412
guisborough t1 t2,24.0,16.266037109375,,"-1.0568376321118573,54.54252058847911",LACKENBY,NPG,E12000001,North East,9860.88027969302,E02002532,E02002534,73.01586026756851,8104.608242646489,386.60286914565967,287.3108722908467,57.66844072845081,51.94345192451959,,11.282372900823283,24.53249227119957,58.96971097293741,61.251191240603625,859.7153388409578,24.260284586208396
prissick,22.8,20.64410546875,,"-1.2106027029300017,54.54200366841759",LACKENBY,NPG,E12000001,North East,12514.975291146473,E02002509,E02002505,127.3743809751566,10600.677566780136,408.2011201994781,2.79054854319291,5.528858339202597,205.035332443529,,7.451554522653243,18.22806744734812,90.28652297015695,33.80794703188286,1164.234287919892,5.546403819701318
redcar,38.1,27.45092578125,,"-1.0621974428844216,54.59998138456128",LACKENBY,NPG,E12000001,North East,16641.440744016953,E02002519,E02002518,86.58233123280965,14602.389325849386,425.68902949930464,31.174588830749418,2.2059140339545813,152.0617516910265,,28.24383137249229,10.389525371648201,57.21249560782397,93.38370004363682,1385.3036039433516,11.064571809614332
spencerbeck,38.11,20.711234375,,"-1.1891407790192248,54.57200452683187",LACKENBY,NPG,E12000001,North East,12555.670520315503,E02002502,E02002499,156.19049091260416,9778.688335855126,1006.818786328034,1.8478037538753749,1.8305084171971495,239.5892364163342,,37.00619306395768,12.069989442493265,72.09317148835025,41.32881489249926,1217.7732384948022,0.0
cramlington t2 t4,24.0,13.79266796875,,"-1.6055570809719029,55.09191384049404",BLYTH 66KV,NPG,E12000001,North East,8361.461778481482,E02005715,E02007106,50.20589752017135,7155.501264877194,293.6620072856036,74.46641970807202,12.294903051643281,49.809793775718525,,7.693462663477528,17.37214667898969,37.96191661819967,34.69895081940111,733.1647333995245,8.809942960681928
dunston 66/11kv,24.0,15.457515625,,"-1.660884776514741,54.95985780929655",STELLA NORTH,NPG,E12000001,North East,9370.734246742779,E02007101,E02001734,192.5012484312304,6773.059222945939,707.4607856804266,7.799234061697141,3.0904934720876667,275.06308937788015,,149.94837108622963,5.822304921213272,38.5931055434949,29.073533031049358,1133.1021175030696,3.1003009566747575
birtley grove 66/11kv,30.0,14.170619140625,,"-1.5845163871857075,54.90101214573791",STELLA SOUTH,NPG,E12000001,North East,8590.585272567267,E02001706,E02001707,55.03382931037244,7258.236815382679,212.87666578324823,54.47770007391112,14.479163691181599,89.58797283092429,,39.02877269335922,7.439421460059702,51.84097892195919,60.675987462068086,859.7363606154604,3.961394290033777
north tees t3 t4,36.0,18.59,,"-1.2604066573449566,54.58980584542838",NORTON,NPG,E12000001,North East,11269.724959242812,E02002498,E02002537,187.9074704072162,8660.925230594683,767.0252467525842,16.969693785866095,6.724343371884091,275.77319721871646,,29.454025880061618,15.835326081275253,72.66762207329589,31.629320835052102,1229.5778510750483,3.3728413240716337
bowesfield 66/11kv,32.0,14.21030859375,,"-1.2604066573449566,54.58980584542838",NORTON,NPG,E12000001,North East,8614.64601600468,E02002498,E02002537,143.63760847538938,6620.4637027512545,586.3187442469856,12.971736709983807,5.1401288006891,210.80270222501562,,22.51483577643758,12.104619166088181,55.54757043762958,24.177644415105803,939.8967565258966,2.57822033635343
whitby t2,19.1,5.75,,"-0.6126470850579795,54.4780066857615",OSBALDWICK,NPG,E12000003,Yorkshire and The Humber,2834.4051974203085,E02005797,E02005795,52.58461213092935,2222.0669495533944,220.32752305408252,21.400226630068914,8.381364409528622,17.638188232245863,,1.3289456465391654,8.823817620898893,10.89261572035429,10.667523746134899,268.731237544232,0.9891720160850076
whitby west t2,24.0,5.77,,"-0.6352342462916933,54.4801062849319",OSBALDWICK,NPG,E12000003,Yorkshire and The Humber,2844.2639981069874,E02005795,E02005797,52.76751512964562,2229.7958780735794,221.09387965600973,21.474662200956107,8.410516981387852,17.699538452184107,,1.3335680661793015,8.854509160449844,10.930503079381605,10.704628176556238,269.6659548922119,0.9926126144018249
richmond t1,24.0,10.5627275390625,,"-1.7210922452554067,54.41110558529134",NORTON,NPG,E12000003,Yorkshire and The Humber,5206.791275765804,E02005783,E02005785,38.09879264791255,3983.608411061261,248.87906609427122,215.9447738135981,19.99285450205524,37.7982089481409,,17.514574177815856,21.343694089974743,55.69437665633932,35.108442040096726,580.5794310349089,13.370867036650562
harrogate west,30.0,12.97,,"-1.5634068800993373,53.98816663771153",KNARESBOROUGH,NPG,E12000003,Yorkshire and The Humber,6393.432245311548,E02005780,E02005771,55.357813897295294,5514.473630696136,236.09819263424325,82.72520027085419,0.8536551787748928,20.85666304389698,,2.8762981966290724,22.515294436328038,22.140365587456213,30.516593739250528,487.5727639633482,5.138185195333919
potter house t4 t5,30.0,6.31605029296875,,"-1.5917782736931525,54.79962461280724",SPENNYMOOR,NPG,E12000001,North East,3828.948339456848,E02004309,E02004308,17.10449820930787,3326.5896414318354,135.01325575779592,16.04875810426076,6.221168864227795,9.65058804133283,,1.8632490005607794,4.557898402296418,59.095992547351166,18.207800731084788,286.6064601111654,2.773738376964937
sunderland t5 t6,30.0,0.0,,"-1.393532938256299,54.91158635303464",WEST BOLDON,NPG,E12000001,North East,0.0,E02001803,E02001795,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
aycliffe forrest,30.0,0.0,,"-1.5661172110860075,54.58675762553991",NORTON,NPG,E12000001,North East,0.0,E02004344,E02004343,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
kielder,4.0,0.0,,"-2.4620803786119456,55.175603988919235",SPADEADAM,NPG,E12000001,North East,0.0,E02005728,E02005727,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
darnall,23.0,15.67116015625,,"-1.4106315958689553,53.38538204351104",WEST MELTON / THORPE MARSH,NPG,E12000003,Yorkshire and The Humber,7724.942225474966,E02001637,E02001642,106.08464231340596,6084.10836436087,448.89658950590507,3.6554243590362363,10.863629392910013,120.07195932522411,,196.84719167071583,7.959166538269341,44.06102265599517,22.710798693869087,654.5636750791093,0.0
orgreave,23.0,9.36421484375,,"-1.3722702620919696,53.37770796555781",WEST MELTON / THORPE MARSH,NPG,E12000003,Yorkshire and The Humber,4615.996386588766,E02001604,E02001654,31.612051358729996,4029.0713581272444,98.41372205079928,4.079834018556726,13.47215669065228,37.617628898526334,,43.12331713040944,12.055850410684872,14.882418398431048,57.03213361788923,329.5056888003694,3.378727430888802
revill lane,23.0,7.2158701171875,,"-1.3686222162045398,53.35908199992934",WEST MELTON / THORPE MARSH,NPG,E12000003,Yorkshire and The Humber,3556.9912633158506,E02001654,E02001659,29.153828541831494,3051.7384215737693,98.06094672678284,1.4077669531811137,5.57836134242168,36.50667000296184,,80.35153750244038,7.881974429721342,6.698155102719019,5.24779211516888,252.08375827864188,2.0985239690829256
shirland lane,24.0,9.5818193359375,,"-1.4236853958715259,53.3906861553713",WEST MELTON / THORPE MARSH,NPG,E12000003,Yorkshire and The Humber,4723.262352438897,E02001637,E02001649,79.30021432115241,3627.0131819169806,280.68770131170726,0.0,2.080692768346117,90.77834822676368,,117.31184085721036,3.266583976013335,35.97650801070286,13.70174806451824,453.00313218064883,0.6957652381958858
stoke street,24.0,13.0090888671875,,"-1.4396521737957877,53.39085200783548",WEST MELTON / THORPE MARSH,NPG,E12000003,Yorkshire and The Humber,6412.7007128450305,E02006868,E02001632,160.01569128653648,4279.301803434242,683.5515418085229,2.235894796861019,5.168256217552512,168.14765586385062,,285.0900387520861,10.432163254828549,45.390452682020964,22.226237676248537,599.8725159586278,1.4813306714685077
barnsley,21.5,14.2451328125,,"-1.476152938613563,53.554330718138615",WEST MELTON SECTION 3,NPG,E12000003,Yorkshire and The Humber,7021.996257685666,E02001525,E02001518,51.244490444209156,5672.060795777889,326.17961901888685,8.80033600260155,46.49581527804525,84.52339717908544,,134.46872143560503,17.336576917682372,42.802487173673214,26.426558419879402,620.0487706417964,13.604315314430526
barugh 66/11kv,30.0,18.9,,"-1.518584074359586,53.572935155001176",WEST MELTON SECTION 3,NPG,E12000003,Yorkshire and The Humber,9316.566648911969,E02001520,E02001513,44.857532801991596,8312.393545290197,142.38739001353346,28.303188674053146,59.58132897474546,37.717773493208995,,14.17078602369092,19.808410840335043,43.7666354106978,51.654462639125384,719.5118538520838,9.375750044701482
elmhirst lane 1,24.0,12.583873046875,,"-1.5384212769097723,53.54709973549783",WEST MELTON SECTION 3,NPG,E12000003,Yorkshire and The Humber,6203.09481178084,E02001527,E02001520,26.08201253421727,5475.373237891142,107.46763076142099,14.570980434636398,36.5110392106919,22.227023449102727,,38.90864232484377,11.997316549306651,16.312641007441524,35.1462015652079,510.28398369775954,4.258942403815157
scissett,23.0,16.5566640625,,"-1.622397729003331,53.58897431027023",WEST MELTON SECTION 3,NPG,E12000003,Yorkshire and The Humber,8161.442551424703,E02002327,E02002324,87.21736778178152,6906.118348681696,210.71383892508672,104.42522612440735,55.4184707272304,21.491975324139833,,9.128851321473446,41.76203415479848,44.9535676514647,53.2929591079038,737.8183976799348,18.531445907139872
