PS Name,Firm Capacity (MVA),Demand (MVA),PF,"Geo(Long,Lat)",GSP,DNO
carrutherstown,10.0,2.4751867006095294,0.999000937682332,"-3.415,55.0185",DUMFRIES,SPEN
dunscore,10.0,1.3567977004697496,0.9433978253035359,"-3.7565,55.1433",DUMFRIES,SPEN
heathhall,24.0,12.030780656461019,0.9991060942620478,"-3.5838,55.0934",DUMFRIES,SPEN
lochside,10.0,2.9090695047630772,1.0,"-3.6371,55.086",DUMFRIES,SPEN
maxwellton,24.0,11.686751172248204,0.9988223455141476,"-3.6175,55.0667",DUMFRIES,SPEN
penpont,10.0,5.614594190187314,0.9999488557292818,"-3.8077,55.2289",DUMFRIES,SPEN
dumfries 11kv,20.0,13.681264214563287,0.9996033240529357,"-3.5913,55.0676",DUMFRIES,SPEN
belhaven forth,10.0,4.128744233718679,0.9984969090603112,"-2.5361,55.9949",DUNBAR A,SPEN
east linton,5.0,2.5500523560238966,0.9946801378969422,"-2.6666,55.9835",DUNBAR A,SPEN
north berwick,18.0,10.205725186063477,0.9985812918212907,"-2.7463,56.0487",DUNBAR A,SPEN
spott road,10.0,3.907595383225686,0.9964006539191852,"-2.5089,55.994",DUNBAR B,SPEN
torness,10.0,3.5267735848646655,0.9987088824922591,"-2.4113,55.9666",DUNBAR B,SPEN
calais b,23.0,8.937641004965986,0.9970629031511272,"-3.4165,56.0685",DUNFERMLINE,SPEN
longannet,10.0,3.006090912998542,0.9957550212792903,"-3.6941,56.0575",DUNFERMLINE,SPEN
nethertown,24.0,10.580432186005375,0.99961148450136,"-3.4578,56.0664",DUNFERMLINE,SPEN
townhill,21.0,11.144754226211667,1.0,"-3.4492,56.0896",DUNFERMLINE,SPEN
common farm,23.0,9.005554052405543,1.0,"-4.1679,55.7594",EAST KILBRIDE SOUTH,SPEN
jackton,24.0,3.886036458074027,1.0,"-4.2428,55.7509",EAST KILBRIDE SOUTH,SPEN
kelvin,24.0,9.468328977146694,0.9997932620648002,"-4.1725,55.7491",EAST KILBRIDE SOUTH,SPEN
college milton,21.0,11.736839047678624,0.9909573767444273,"-4.208,55.7652",EAST KILBRIDE,SPEN
high blantyre,21.0,13.219994568132325,0.9991807401176631,"-4.0851,55.7842",EAST KILBRIDE,SPEN
hunter,20.8600006103515,4.611625242337853,0.9975451688368941,"-4.1487,55.7705",EAST KILBRIDE,SPEN
markethill,24.0,10.895172689234299,0.9996120478208423,"-4.1818,55.7752",EAST KILBRIDE,SPEN
westwood,24.0,6.793612005326594,0.9982040452530816,"-4.2012,55.7486",EAST KILBRIDE,SPEN
avenue end road,24.0,5.9817341390410625,0.9983161670668113,"-4.1626,55.8821",EASTERHOUSE,SPEN
bishop,21.0,9.595431258559382,0.9986534632110885,"-4.0996,55.8659",EASTERHOUSE,SPEN
consett street,21.0,13.974522124951203,0.9999999963270461,"-4.1537,55.8656",EASTERHOUSE,SPEN
gartsherrie,21.0,8.550183258576258,0.9999692973755555,"-4.0338,55.8735",EASTERHOUSE,SPEN
kirkintilloch,21.0,13.510879918434501,0.9997015509123462,"-4.153,55.9375",EASTERHOUSE,SPEN
stepford,21.0,6.873082185218718,0.9990878184524935,"-4.1295,55.8593",EASTERHOUSE,SPEN
woodisle,24.0,10.338603653688255,1.0,"-4.1435,55.9313",EASTERHOUSE,SPEN
chirnside,19.0,11.511208272369746,0.919354994014927,"-2.2093,55.8032",ECCLES,SPEN
coldstream,5.0,3.3290111078664752,0.9999426260553311,"-2.2411,55.6534",ECCLES,SPEN
duns,10.0,5.438552330645295,0.985610873547223,"-2.3317,55.7769",ECCLES,SPEN
gordon,5.0,1.8422276149993206,0.9986714464898468,"-2.5565,55.6845",ECCLES,SPEN
greenlaw,5.0,0.8295269614688022,0.9998831650133789,"-2.4629,55.7084",ECCLES,SPEN
oakfield,24.0,8.461050513974357,1.0,"-2.4294,55.6079",ECCLES,SPEN
whitchester,5.0,0.9794169001911243,0.9795624843598595,"-2.4598,55.8159",ECCLES,SPEN
yetholm,5.0,0.5453109511310266,0.8252172763962483,"-2.283,55.5461",ECCLES,SPEN
foxbar,24.0,7.388926700154139,1.0,"-4.4608,55.8264",ELDERSLIE,SPEN
glenburn,10.0,5.674030002063247,0.9968856237553145,"-4.4362,55.8234",ELDERSLIE,SPEN
underwood,21.0,16.87161660299178,0.9989313411866327,"-4.4326,55.8477",ELDERSLIE,SPEN
erskine,41.7200012207031,19.46853975,1.0,"-4.4602,55.9038",ERSKINE,SPEN
byres road,23.0,15.05581364661581,0.9983350089358676,"-4.291,55.877",FINNIESTON,SPEN
newton street,40.0,10.791710619050619,0.9997237594220505,"-4.2697,55.8571",FINNIESTON,SPEN
st vincent crescent,24.0,11.355013479210426,1.0,"-4.2862,55.8634",FINNIESTON,SPEN
earlston (borders),5.0,3.445118000691771,1.0,"-2.6685,55.6384",GALASHIELS,SPEN
glendinning,5.0,2.7254841272841084,0.9897713203727823,"-2.8214,55.625",GALASHIELS,SPEN
lauder,7.5,2.6338440658407523,0.9914123262475872,"-2.7634,55.7185",GALASHIELS,SPEN
netherdale,24.0,14.045894768040318,0.9988373676065494,"-2.7858,55.6076",GALASHIELS,SPEN
selkirk,10.0,5.465623379578678,0.9999478794591148,"-2.8376,55.556",GALASHIELS,SPEN
st boswells,7.5,4.056266410960012,0.9961145677855889,"-2.658,55.5672",GALASHIELS,SPEN
yair bridge,7.5,2.33,1.0,"-2.8449,55.5812",GALASHIELS,SPEN
carsfad hydro,30.0,5.572,1.0,"-4.1895,55.1433",GALLOWAY HYDROS,SPEN
earlstoun hydro,15.0,1.9550069790888702,0.999521490291126,"-4.1746,55.1123",GALLOWAY HYDROS,SPEN
glenlee hydro,30.0,5.1968,1.0,"-4.186,55.0997",GALLOWAY HYDROS,SPEN
kendoon hydro,30.0,4.5565999999999995,1.0,"-4.1909,55.1646",GALLOWAY HYDROS,SPEN
berryhill road,21.0,9.685639696703618,0.9981528705678949,"-4.3002,55.7982",GIFFNOCK,SPEN
burnfield,21.0,7.612118030267225,0.9999800457974083,"-4.3109,55.8112",GIFFNOCK,SPEN
castle,21.0,19.94846940204422,1.0,"-4.3063,55.7767",GIFFNOCK,SPEN
castlemilk,21.0,5.936133924730026,0.9945849836354311,"-4.2366,55.8063",GIFFNOCK,SPEN
clarkston,21.0,10.120577656515598,0.9967756350141805,"-4.2774,55.7888",GIFFNOCK,SPEN
newlands,21.0,7.72348560887397,0.9999335764830904,"-4.2685,55.8179",GIFFNOCK,SPEN
auchneel,8.0,4.268090624981398,0.9983991154229706,"-5.0688,54.9106",GLENLUCE,SPEN
barrhill,10.0,1.4109044052395425,0.9996171985525085,"-4.9433,54.7587",GLENLUCE,SPEN
glenluce,7.5,2.0337790964213314,1.0,"-4.808,54.8819",GLENLUCE,SPEN
stranraer,15.2,12.675523830724805,1.0,"-5.0131,54.8984",GLENLUCE,SPEN
burntisland,24.0,6.151650754548353,0.9993690094398656,"-3.2482,56.0662",GLENNISTON,SPEN
cluny road,10.0,3.3589930724648296,1.0,"-3.2051,56.1328",GLENNISTON,SPEN
linton lane,7.5,2.7754128283427653,0.9929468327361374,"-3.1892,56.1231",GLENNISTON,SPEN
raith,24.0,7.847902530441499,1.0,"-3.1609,56.1034",GLENNISTON,SPEN
collydene,24.0,5.80783089940451,0.9965420756170854,"-3.1866,56.2137",GLENROTHES,SPEN
glenwood,21.0,9.03695966298083,0.9867513907169881,"-3.2093,56.1967",GLENROTHES,SPEN
queensway,18.0,6.414184867429966,0.9990650762577012,"-3.166,56.1993",GLENROTHES,SPEN
warout road,10.0,9.229499258756043,0.9971201424991761,"-3.1742,56.1905",GLENROTHES,SPEN
gorgie,24.0,13.56188646949926,1.0,"-3.2368,55.9364",GORGIE,SPEN
s&n breweries viewforth,24.0,9.85210015875266,0.9999895686706195,"-3.2141,55.9413",GORGIE,SPEN
cardonald,24.0,11.806339551174093,1.0,"-4.3299,55.8505",GOVAN,SPEN
elizabeth street,10.0,6.259459655925749,1.0,"-4.2981,55.852",GOVAN,SPEN
helen street,21.0,6.622621090842232,0.9828289286022538,"-4.3162,55.8551",GOVAN,SPEN
linthouse,21.0,11.694654125929407,0.9744934817340206,"-4.3322,55.8638",GOVAN,SPEN
boness kinneil,10.0,4.3221886914439285,0.9970108575533737,"-3.6223,56.0137",GRANGEMOUTH A,SPEN
gauze road,24.0,7.178334619166376,0.9911678612378385,"-3.6007,56.0096",GRANGEMOUTH A,SPEN
linlithgow,24.0,10.076955595122593,0.9994050639456139,"-3.6049,55.9741",GRANGEMOUTH A,SPEN
manuel,23.0,9.41913109046638,0.9985209984373032,"-3.6619,55.9774",GRANGEMOUTH A,SPEN
polmont,24.0,11.125686361288658,0.9947614321835846,"-3.7315,55.9924",GRANGEMOUTH C,SPEN
wholeflats,21.0,10.872165376234403,0.9372187231708563,"-3.6936,56.0054",GRANGEMOUTH C,SPEN
zetland park,24.0,4.950323854890036,1.0,"-3.7198,56.0113",GRANGEMOUTH C,SPEN
haggs road,21.0,9.924524357612878,0.992049299017085,"-4.2952,55.8286",HAGGS ROAD,SPEN
langside,21.0,16.272586869058504,0.9998456284352103,"-4.2697,55.8274",HAGGS ROAD,SPEN
westfield ave,21.0,10.195193488231666,0.9999809074309608,"-4.2285,55.8245",HAGGS ROAD,SPEN
commercial road,13.52,11.67609165750828,1.0,"-2.7893,55.4247",HAWICK,SPEN
deans close,10.0,6.306180093275522,1.0,"-2.5534,55.4774",HAWICK,SPEN
denholm,8.0,1.9043909993688908,1.0,"-2.6853,55.452",HAWICK,SPEN
morebattle,5.0,1.182438640740945,0.9907406147632226,"-2.3642,55.519",HAWICK,SPEN
craigendoran,24.0,10.16682466796278,0.9976403052070237,"-4.7105,56.0011",HELENSBURGH,SPEN
garelochhead,10.0,1.6559142479653033,1.0,"-4.8303,56.0832",HELENSBURGH,SPEN
woodend,10.0,5.705891944257164,0.9980845697276984,"-4.7432,56.0158",HELENSBURGH,SPEN
hunterston (primary),20.8600006103515,4.413028482901571,1.0,"-4.8891,55.7243",HUNTERSTON FARM,SPEN
burnside,24.0,4.78495858289361,0.997061924029761,"-3.395,56.0386",INVERKEITHING,SPEN
calais a,23.0,8.937641004965986,0.9970629031511272,"-3.4165,56.0685",INVERKEITHING,SPEN
castlandhill,10.0,9.37968341784373,1.0,"-3.406,56.0298",INVERKEITHING,SPEN
dalgety,24.0,8.12509324455012,1.0,"-3.3624,56.0371",INVERKEITHING,SPEN
pitreavie,23.0,10.456996477925596,1.0,"-3.4404,56.0559",INVERKEITHING,SPEN
ardgour drive,20.0,12.480659491254846,0.9982763615997476,"-4.506,55.845",JOHNSTONE,SPEN
girthill,10.0,7.418151381247057,0.9999382033951655,"-4.578,55.8668",JOHNSTONE,SPEN
johnstone (primary),21.0,9.166284933151056,0.999968164752891,"-4.5048,55.8371",JOHNSTONE,SPEN
kilmacolm,10.0,4.214050734972676,0.9984312582042086,"-4.6204,55.8984",JOHNSTONE,SPEN
lochwinnoch,7.5,2.308526046,1.0,"-4.6208,55.8033",JOHNSTONE,SPEN
milliken,21.0,6.749631168708972,1.0,"-4.5341,55.8258",JOHNSTONE,SPEN
burghlee,20.0,13.471485738258403,0.9996300817436434,"-3.1705,55.8745",KAIMES,SPEN
bush estate,24.0,9.231259831369034,0.9949323693921351,"-3.1943,55.8589",KAIMES,SPEN
frogston road east,24.0,8.023358973726864,0.9948646588347644,"-3.1669,55.8997",KAIMES,SPEN
kings buildings,21.0,9.644921856183533,1.0,"-3.1694,55.921",KAIMES,SPEN
little france,24.0,10.401727592504322,0.9973697518555911,"-3.1334,55.918",KAIMES,SPEN
loanstone,10.0,3.9191587998618753,0.9998915903001769,"-3.2024,55.8281",KAIMES,SPEN
lugton,23.0,15.742419597565632,0.9996557927260276,"-3.072,55.8962",KAIMES,SPEN
penicuik,10.0,5.831010430265692,0.9961224269396651,"-3.2188,55.8363",KAIMES,SPEN
poltonhall,10.0,6.79842425803673,0.999690780866051,"-3.1193,55.876",KAIMES,SPEN
west linton,10.0,4.69035742009027,1.0,"-3.3377,55.7597",KAIMES,SPEN
kilbowie,20.0,7.6434217027038835,0.9999257764233945,"-4.4109,55.9188",KILBOWIE 11kV,SPEN
abbeylands road,10.0,2.4719916867520455,0.9999993133183441,"-4.3922,55.9266",KILBOWIE 33kV,SPEN
clydebank business park,24.0,13.173269693259968,0.9924588024930362,"-4.4121,55.9048",KILBOWIE 33kV,SPEN
radnor park,21.0,7.160999519066804,1.0,"-4.4077,55.9135",KILBOWIE 33kV,SPEN
balmore,24.0,10.956147936042834,1.0,"-4.2441,55.9344",KILLERMONT,SPEN
bishopbriggs,21.0,14.014967377789528,0.9985634765160801,"-4.2253,55.9057",KILLERMONT,SPEN
firhill road,21.0,8.342224525032554,1.0,"-4.269,55.8805",KILLERMONT,SPEN
kilmardinny,21.0,11.64892205855903,0.9965898956656661,"-4.3157,55.9272",KILLERMONT,SPEN
milton,21.0,7.292473818333294,1.0,"-4.2552,55.903",KILLERMONT,SPEN
shawpark street,21.0,12.407806712058418,0.9980249521842179,"-4.2865,55.8895",KILLERMONT,SPEN
kilmarnock main,24.0,13.135494422492604,0.9953361431011578,"-4.4975,55.598",KILMARNOCK TOWN,SPEN
monkton,21.0,13.32896102615657,0.9983066424512423,"-4.5949,55.5166",KILMARNOCK SOUTH,SPEN
newmilns,24.0,7.582721100426997,0.9999812614850172,"-4.337,55.6049",KILMARNOCK SOUTH,SPEN
riverside,40.0,1.7147450015403276,1.0,"-4.6291,55.6014",KILMARNOCK SOUTH,SPEN
grassyards,23.0,12.39813983987536,0.9978290939742746,"-4.4833,55.6144",KILMARNOCK TOWN,SPEN
langlands street,21.0,9.440540901332128,0.9999994042740457,"-4.5026,55.6117",KILMARNOCK TOWN,SPEN
queens drive,24.0,9.031622086908701,0.9998128754771364,"-4.4902,55.603",KILMARNOCK TOWN,SPEN
stewarton,18.86,9.427856759208517,0.9996545209554492,"-4.5472,55.6753",KILMARNOCK TOWN,SPEN
troon,17.43,14.451416489879866,1.0,"-4.6473,55.5478",KILMARNOCK TOWN,SPEN
dalrymple drive,24.0,15.67130834950151,0.9973941840931486,"-4.6532,55.6172",KILWINNING,SPEN
irvine,21.0,18.800976428817368,0.9936650572500049,"-4.667,55.606",KILWINNING,SPEN
anstruther,10.0,6.688002401260954,0.9999986630219152,"-2.705,56.2236",LEVEN,SPEN
colinsburgh,5.0,2.743815352232197,0.998712127285189,"-2.8665,56.2135",LEVEN,SPEN
durie house,24.0,7.650919987110034,0.9994160902111313,"-3.0024,56.2108",LEVEN,SPEN
leven,24.0,12.579389879594,1.0,"-3.0387,56.1977",LEVEN,SPEN
levenbank,10.0,8.35716599985993,0.9898729512143707,"-3.0084,56.196",LEVEN,SPEN
methilhill,10.0,4.81624872842631,1.0,"-3.0441,56.1862",LEVEN,SPEN
biggar,10.0,5.778808185644932,1.0,"-3.5242,55.622",LINNMILL,SPEN
braidwood,23.0,11.252810026352268,0.9973153613421772,"-3.8362,55.7119",LINNMILL,SPEN
corra linn,20.0,8.215433640298027,1.0,"-3.7748,55.6562",LINNMILL,SPEN
douglas west,24.0,7.618753805314705,0.9999785202320922,"-3.8719,55.558",LINNMILL,SPEN
lanark,24.0,7.108935584462974,0.9999817586651187,"-3.7589,55.67",LINNMILL,SPEN
lesmahagow,24.0,9.058935554867576,0.9982797719753913,"-3.8796,55.642",LINNMILL,SPEN
symington,10.0,5.980572469729952,0.5657186313401765,"-3.6076,55.6062",LINNMILL,SPEN
almondvale,24.0,11.988742818605976,0.9994040113555298,"-3.5114,55.8829",LIVINGSTON EAST,SPEN
cousland,24.0,12.597593028829143,0.9985720745443606,"-3.5098,55.8983",LIVINGSTON EAST,SPEN
dedridge,24.0,8.198961672610988,1.0,"-3.5041,55.882",LIVINGSTON EAST,SPEN
kirknewton,10.0,6.364583366207881,0.9886068936969259,"-3.4044,55.8893",LIVINGSTON EAST,SPEN
kirkton,24.0,9.478418300599067,0.99983897821962,"-3.5345,55.8902",LIVINGSTON EAST,SPEN
west calder,10.0,7.400558447256134,0.998783016581488,"-3.5814,55.8488",LIVINGSTON EAST,SPEN
girvan,24.0,10.665688709693846,1.0,"-4.8242,55.2639",MAYBOLE,SPEN
maybole (primary),10.0,6.966681626202342,0.9996285751212789,"-4.6931,55.3531",MAYBOLE,SPEN
pinwherry,7.5,1.9688732792433445,0.9954459336926087,"-4.8311,55.1521",MAYBOLE,SPEN
allanbank,24.0,6.903668563726553,0.9955995096596656,"-3.8384,55.7963",NEWARTHILL,SPEN
bellshill (primary),21.0,9.553862084826703,0.9997181267740904,"-4.0216,55.8215",NEWARTHILL,SPEN
carfin,21.0,10.372189108643859,0.9977068371984434,"-3.9595,55.8037",NEWARTHILL,SPEN
chapelhall,24.0,3.602587609701887,0.9999756552000696,"-3.9537,55.8334",NEWARTHILL,SPEN
coddington cres,24.0,9.582840117507823,0.9977682590401603,"-3.9744,55.83",NEWARTHILL,SPEN
forth,20.2999992370605,4.937202376319488,1.0,"-3.7049,55.7631",NEWARTHILL,SPEN
newhouse,21.0,15.119694408710814,1.0,"-3.9317,55.8306",NEWARTHILL,SPEN
shotts,24.0,9.983815041403941,1.0,"-3.79,55.8216",NEWARTHILL,SPEN
towers road,23.0,13.078721842834804,0.9974522529918955,"-3.9459,55.869",NEWARTHILL,SPEN
creetown,10.0,1.293053554,1.0,"-4.3711,54.9069",NEWTON STEWART,SPEN
newton stewart,10.0,6.405474202919364,0.9999735536706336,"-4.4809,54.9493",NEWTON STEWART,SPEN
sorbie,10.0,4.998312193598506,0.9941556239982315,"-4.4597,54.7819",NEWTON STEWART,SPEN
barterholm,21.0,9.830759570500339,1.0,"-4.4182,55.8342",PAISLEY,SPEN
blackhall street,24.0,6.0343897917090805,0.9996511748254774,"-4.4138,55.8403",PAISLEY,SPEN
glasgow airport,21.0,9.558738771985114,0.9608713365914308,"-4.4412,55.8611",PAISLEY,SPEN
sherwood,24.0,8.176656164467797,0.9999850038860384,"-4.4092,55.8505",PAISLEY,SPEN
kelvinside,21.0,19.0190198,1.0,"-4.3096,55.8814",PARTICK,SPEN
meadow road,21.0,4.872794100550244,0.9986931121906356,"-4.3163,55.87",PARTICK,SPEN
old dumbarton road,20.0,2.733271047891823,1.0,"-4.2942,55.8674",PARTICK,SPEN
randolph road,21.0,14.522112012093555,0.9997871072759467,"-4.321,55.8777",PARTICK,SPEN
charles street,23.0,5.069401870585027,0.9999997085375623,"-4.2286,55.8719",PORT DUNDAS,SPEN
denmark street,23.0,10.535254506129304,0.9995357083600565,"-4.2522,55.884",PORT DUNDAS,SPEN
flemington street,23.0,10.410215132504044,1.0,"-4.2297,55.8796",PORT DUNDAS,SPEN
grant street,21.0,12.627699610582857,0.999947880350346,"-4.2708,55.8694",PORT DUNDAS,SPEN
petershill road,21.0,10.128832948839912,0.9910790164655102,"-4.2137,55.8792",PORT DUNDAS,SPEN
lady victoria,20.0,14.463778577720957,0.9999598432466438,"-3.0663,55.8635",PORTOBELLO,SPEN
lochend quadrant,10.0,3.898063963827093,1.0,"-3.1539,55.9599",PORTOBELLO,SPEN
lower london road,10.0,5.647141124680907,1.0,"-3.1612,55.9559",PORTOBELLO,SPEN
monktonhall,24.0,15.577102071040805,0.9999991126445587,"-3.059,55.9317",PORTOBELLO,SPEN
niddrie,24.0,14.947298094166788,1.0,"-3.1139,55.9311",PORTOBELLO,SPEN
portobello,48.0,32.32674528034505,1.0,"-3.1219,55.9568",PORTOBELLO,SPEN
birrell street wynd,21.0,12.62424297265966,0.9978110661431439,"-3.1466,56.1216",REDHOUSE,SPEN
chapel,10.0,6.571446348775853,1.0,"-3.1858,56.1352",REDHOUSE,SPEN
pitteuchar,24.0,8.885391021163425,1.0,"-3.1591,56.183",REDHOUSE,SPEN
redhouse,23.4300003051757,11.343584276471063,1.0,"-3.144,56.1454",REDHOUSE,SPEN
byrehill,24.0,7.736775615422698,0.9971656786624552,"-4.7163,55.6465",SALTCOATS A,SPEN
saltcoats main,34.0400009155273,12.306929720447378,1.0,"-4.7973,55.6457",SALTCOATS A,SPEN
stevenston,21.0,13.345997628480978,0.999685485217846,"-4.7501,55.6412",SALTCOATS A,SPEN
fairlie,14.0,1.2986477798453546,1.0,"-4.8531,55.7625",SALTCOATS B,SPEN
kilbirnie,23.0,13.705677837267597,0.9999759498125844,"-4.6881,55.7407",SALTCOATS B,SPEN
largs,24.0,7.830838268372629,0.9972520876889283,"-4.856,55.7988",SALTCOATS B,SPEN
ravenspark,21.0,8.104340605656377,0.9983169538464899,"-4.6796,55.6279",SALTCOATS B,SPEN
bonnington road,24.0,14.323518228935841,0.9992509216409262,"-3.1828,55.9695",SHRUBHILL,SPEN
calton road,24.0,8.575902463231778,0.9999443095954902,"-3.1846,55.9529",SHRUBHILL,SPEN
east trinity road,24.0,6.575911194966207,0.9954702523184324,"-3.2064,55.9751",SHRUBHILL,SPEN
easter road,21.0,6.134505325081938,1.0,"-3.1707,55.9615",SHRUBHILL,SPEN
henderson row,24.0,8.267365229788652,0.9998889594791572,"-3.2034,55.9596",SHRUBHILL,SPEN
ocean drive,24.0,5.191931871297274,1.0,"-3.1836,55.9798",SHRUBHILL,SPEN
st james centre,24.0,10.733894132179305,1.0,"-3.1886,55.956",SHRUBHILL,SPEN
balgreen,20.8600006103515,4.697272047283627,0.9981481699650244,"-3.2524,55.9403",SIGHTHILL,SPEN
barnton grove,21.0,4.479530563097195,0.9896406595211689,"-3.3036,55.9616",SIGHTHILL,SPEN
barnton quarry,24.0,6.683231202,1.0,"-3.2814,55.9609",SIGHTHILL,SPEN
colinton north,24.0,9.86557739428232,1.0,"-3.2722,55.9087",SIGHTHILL,SPEN
gylemuir,24.0,10.044530665766134,0.9999378101659616,"-3.2983,55.9412",SIGHTHILL,SPEN
kingsknowe road north,24.0,11.500742577612815,0.9997895580756203,"-3.2594,55.925",SIGHTHILL,SPEN
roseburn,20.0,3.910681573790651,0.9998158374086542,"-3.2365,55.9444",SIGHTHILL,SPEN
saughton road north,24.0,8.564434598771795,1.0,"-3.2783,55.9358",SIGHTHILL,SPEN
sighthill farm,21.0,14.620933687011918,1.0,"-3.2901,55.9233",SIGHTHILL,SPEN
south gyle,24.0,11.353498169682046,1.0,"-3.3113,55.9344",SIGHTHILL,SPEN
caddlehill,24.0,10.922491669237735,0.9994797391018381,"-4.7719,55.9475",SPANGO VALLEY,SPEN
finnock bog,10.0,4.176280706915806,0.9965513209453105,"-4.8748,55.8982",SPANGO VALLEY,SPEN
inverkip road,21.0,4.572658414166068,0.9971005275588074,"-4.8298,55.9286",SPANGO VALLEY,SPEN
larkfield,23.0,10.37031252523108,0.9796763019103105,"-4.8352,55.9438",SPANGO VALLEY,SPEN
admiral street,21.0,12.225632230596654,0.9974189622591878,"-4.2783,55.8513",ST ANDREWS CROSS,SPEN
leslie street,21.0,9.891480443438526,0.9981554913248589,"-4.2724,55.841",ST ANDREWS CROSS,SPEN
st andrews cross,21.0,5.208792877951092,1.0,"-4.2606,55.844",ST ANDREWS CROSS,SPEN
waddell street,21.0,12.415415863676238,0.9994097830634467,"-4.2438,55.8476",ST ANDREWS CROSS,SPEN
colquhoun street,21.0,15.213801361181881,0.9958355972251692,"-3.9298,56.1129",STIRLING,SPEN
forth street,24.0,7.763410017052767,0.9974504871333467,"-3.9357,56.1249",STIRLING,SPEN
st ninians,17.43,13.284609930885601,0.9968500150778014,"-3.9317,56.0998",STIRLING,SPEN
stirling,24.0,8.409278198040761,0.9678864265286251,"-3.9187,56.1173",STIRLING,SPEN
stirling university,21.0,10.312429593997878,1.0,"-3.9147,56.1419",STIRLING,SPEN
burnbank,23.0,14.225757501423901,0.9997910365022513,"-4.0717,55.7807",STRATHAVEN,SPEN
hamilton,21.0,14.999656287843077,0.9992153838600559,"-4.049,55.7773",STRATHAVEN,SPEN
leonards chapel,23.0,5.831614493017443,0.9994238487672961,"-4.1546,55.7585",STRATHAVEN,SPEN
neilsland,21.0,11.061663269165066,1.0,"-4.0491,55.7612",STRATHAVEN,SPEN
strathaven,21.6749992370605,8.860976279110313,0.9990744808477352,"-4.0642,55.6779",STRATHAVEN,SPEN
balloch,23.0,12.748109212340466,0.9989101765529937,"-4.58,55.9967",STRATHLEVEN,SPEN
dumbarton,24.0,8.6111914480564,0.999182058222263,"-4.56,55.9465",STRATHLEVEN,SPEN
high mains milton,10.0,6.3220243221090815,0.9956060378393964,"-4.5357,55.9379",STRATHLEVEN,SPEN
strathleven,23.0,10.005852690533679,0.9990264967402332,"-4.561,55.961",STRATHLEVEN,SPEN
muirhouse bank,21.0,11.19533851042782,1.0,"-3.2593,55.9675",TELFORD ROAD,SPEN
pennywell road,21.0,8.6,1.0,"-3.2512,55.9695",TELFORD ROAD,SPEN
telford road,24.0,10.300956485822082,1.0,"-3.2434,55.9616",TELFORD ROAD,SPEN
tongland distribution,15.0,7.064786275549177,0.9999170392238752,"-4.0345,54.8598",TONGLAND 11kV GSP,SPEN
castle douglas,10.0,6.828945076299891,1.0,"-3.9116,54.9374",TONGLAND 33kV,SPEN
dalbeattie,20.8600006103515,9.37442619437304,0.9788381703610354,"-3.8224,54.9311",TONGLAND 33kV,SPEN
gatehouse,7.5,1.724168192828581,0.9997284304688454,"-4.1865,54.8832",TONGLAND 33kV,SPEN
dundas street,24.0,11.940622923723467,0.9993528874599136,"-4.2523,55.8632",WEST GEORGE ST,SPEN
elliot street,23.0,14.412405816255696,0.9990807620239955,"-4.2778,55.8617",WEST GEORGE ST,SPEN
mitchell street,21.0,14.652007358856503,0.9966146995001249,"-4.256,55.8597",WEST GEORGE ST,SPEN
west george street,21.0,12.30303647183673,0.9998236034446242,"-4.2652,55.8631",WEST GEORGE ST,SPEN
baillieston,21.0,14.653636295028795,0.9998949417351032,"-4.1111,55.8447",WESTBURN ROAD,SPEN
frankfield,23.0,9.736262065042393,1.0,"-4.163,55.8607",WESTBURN ROAD,SPEN
uddingston,24.0,13.23885779222145,0.9999822690591268,"-4.0798,55.8193",WESTBURN ROAD,SPEN
westburn road,40.0,14.534956853356258,0.9960389519763189,"-4.1508,55.8219",WESTBURN ROAD,SPEN
whitlawburn,40.0,19.1880253581039,0.9981990504629156,"-4.1714,55.8082",WESTBURN ROAD,SPEN
bowhill,10.0,7.5747487335557135,0.9887680855584817,"-3.2679,56.1483",WESTFIELD,SPEN
cowdenbeath,24.0,8.648249644820437,0.999348103557054,"-3.364,56.109",WESTFIELD,SPEN
kelty,10.0,7.199474640959938,1.0,"-3.3621,56.1379",WESTFIELD,SPEN
southfield,21.0,6.242662902485127,0.9671974513197832,"-3.1915,56.1809",WESTFIELD,SPEN
george square lane,21.0,18.99804905832111,0.9998921590107579,"-3.191,55.9427",WHITEHOUSE,SPEN
martin miller,24.0,12.769246549627994,1.0,"-3.2053,55.9431",WHITEHOUSE,SPEN
maxwell street,24.0,12.83287932396192,0.9982441414744474,"-3.2102,55.9257",WHITEHOUSE,SPEN
mortonhall,21.0,4.580246798467947,0.9969099246009191,"-3.2085,55.9093",WHITEHOUSE,SPEN
oxgangs road,15.0,4.415680904173778,0.998632279533426,"-3.2273,55.9071",WHITEHOUSE,SPEN
park road,21.0,7.398233144701012,1.0,"-3.1727,55.9411",WHITEHOUSE,SPEN
belhaven west,21.0,10.518238316253534,0.9995377946614364,"-3.9284,55.7754",WISHAW,SPEN
craigneuk,21.0,6.580683445247633,1.0,"-3.9516,55.7772",WISHAW,SPEN
larkhall (primary),23.0,9.791505842651205,0.9997779164929776,"-3.9542,55.7207",WISHAW,SPEN
larkhall town,24.0,7.163587179172669,0.9959256379749978,"-3.9731,55.7369",WISHAW,SPEN
leven street,24.0,9.217841102266288,0.9999981994031902,"-3.9912,55.7805",WISHAW,SPEN
