PS Name,Firm Capacity (MVA),Demand (MVA),PF,"Geo(Long,Lat)",GSP,DNO
leigh park,31.703319868585297,20.74629418842419,,"-0.97620345,50.865889",LOVEDEAN,SSEN
little hungerford,41.64596676565172,25.937729904806567,,"-0.91692717,51.442159",FLEET BRAMLEY,SSEN
little marlow,35.98324906021375,17.858330011784222,,"-0.75966907,51.582448",COWLEY,SSEN
lordshill,26.518606553022263,14.857061032616866,,"-1.4498898,50.94264",NURSLING,SSEN
love lane,39.009257936431865,21.23868369509889,,"-1.320772,51.413506",BRAMLEY (ANDO-THAT),SSEN
lovelace road,16.227779022111285,5.888999821564436,,"-1.270757,51.789778",COWLEY,SSEN
lymington,35.62345105309602,18.182378356951503,,"-1.5515469,50.770427",MANNINGTON GSP,SSEN
lyneham,22.959057399114457,11.7970948266292,,"-2.0107905,51.523244",MELKSHAM,SSEN
mvee,10.254824847606999,9.0448968843783,,"-0.59139871,51.384081",FLEET BRAMLEY,SSEN
maiden newton,36.01347129509696,10.794676896963377,,"-2.5809203,50.777853",CHICKERELL GSP,SSEN
maidenhead,10.430644177653543,10.334826546179865,,"-0.75516733,51.510519",FLEET BRAMLEY,SSEN
malmesbury,44.035425775573984,28.616231612781018,,"-2.1127057,51.586238",MELKSHAM,SSEN
manchester road,10.191980993391827,10.5793734529734,,"-1.7813304,51.564843",MINETY,SSEN
mannington,63.94867631102879,29.089879838891623,,"-1.8935317,50.846777",MANNINGTON GSP,SSEN
market,15.38191477646438,7.957946793838541,,"-0.7732902,50.835668",LOVEDEAN,SSEN
marlborough south,21.88541949926676,15.281861318951124,,"-1.7239782,51.413071",MELKSHAM,SSEN
maybush,14.143250125249843,12.008542863847442,,"-1.4545625,50.932545",NURSLING,SSEN
melksham town,21.66074171344467,16.047957192583038,,"-2.1426167,51.375831",MELKSHAM,SSEN
meyrick road,25.775234550836796,24.254127931196333,,"-0.99487409,50.853407",LOVEDEAN,SSEN
middle wallop,23.173016055267198,18.624506119403804,,"-1.5583093,51.159812",MELKSHAM,SSEN
midhurst,9.525830568985933,4.657244571476484,,"-0.74631968,50.968682",FLEET BRAMLEY,SSEN
milborne port,23.75616832370379,13.09535306434574,,"-2.4581769,50.97618",AXMINSTER,SSEN
milford,4.6273596565170365,3.1608024890307957,,"-0.64632756,51.178561",FLEET BRAMLEY,SSEN
milford-on-sea,24.282528078542484,12.700264493304372,,"-1.6009933,50.739051",MANNINGTON GSP,SSEN
"mill lane, ringwood",10.813414912795478,9.691666994941622,,"-1.7926828,50.850032",MANNINGTON GSP,SSEN
milton,29.49122544083261,20.41533559898259,,"-1.2792202,51.625145",COWLEY,SSEN
minchington,66.63185944980381,39.720592725018214,,"-2.0559557,50.930117",MANNINGTON GSP,SSEN
minety village,5.194855348660164,3.0512007285817546,,"-1.9776039,51.626203",MINETY,SSEN
mortimer,13.688752570145855,4.3387714701746445,,"-1.107289,51.372583",FLEET BRAMLEY,SSEN
netherhampton,7.789906894677605,3.972764866130975,,"-1.8233211,51.061123",MANNINGTON GSP,SSEN
netley common 11kv,35.0428921305917,28.746371829648734,,"-1.3241885,50.905741",BOTLEY WOOD GSP,SSEN
new milton,18.50110791041168,20.49677110708674,,"-1.6746266,50.753623",MANNINGTON GSP,SSEN
newport,40.56882735967901,30.315704981232045,,"-1.2922503,50.703387",FAWLEY,SSEN
normandy,4.32484607485854,2.691519856582746,,"-0.66518648,51.267587",FLEET BRAMLEY,SSEN
north baddesley,18.928287467790405,15.964651880788928,,"-1.4588978,50.983265",NURSLING,SSEN
north fareham,17.122105155159076,15.452237074818733,,"-1.1995839,50.863632",LOVEDEAN,SSEN
north feltham,26.02752847387717,23.76176883310894,,"-0.40377787,51.461977",LALEHAM,SSEN
north hinksey,13.558328794547782,7.128516804319334,,"-1.2969614,51.736233",COWLEY,SSEN
northleach,7.533131382098414,6.66543192785728,,"-1.8482202,51.82678",MINETY,SSEN
northumberland avenue,21.776275685828043,17.613306700531997,,"-0.96264619,51.434236",FLEET BRAMLEY,SSEN
nuffield,4.375169169273652,5.094605448799622,,"-1.0153895,51.57579",COWLEY,SSEN
oakridge,20.003069959048254,10.231720004403503,,"-1.0910467,51.278591",BRAMLEY (BASI),SSEN
old road,35.98404789509801,17.041034794178465,,"-1.200654,51.753807",COWLEY,SSEN
osney,36.62140688911158,24.315227074541777,,"-1.2749825,51.749568",COWLEY,SSEN
overton,24.796997222695108,14.84621931195706,,"-1.2553727,51.255014",BRAMLEY (BASI),SSEN
padworth,18.157153775928492,3.415778252863795,,"-1.1068476,51.390105",FLEET BRAMLEY,SSEN
pangbourne,15.373684986920718,11.442033901015133,,"-1.0947532,51.480757",FLEET BRAMLEY,SSEN
park gate,40.152204138694294,22.097324547946002,,"-1.2713317,50.871557",BOTLEY WOOD GSP,SSEN
park house,18.147364136379686,3.3387456557521435,,"-1.6702724,51.192777",BRAMLEY (ANDO-THAT),SSEN
park north,20.12863445587242,19.669556106277636,,"-1.7409951,51.559474",MINETY,SSEN
park royal,22.218860087711292,10.31361881266856,,"-0.26963324,51.526078",WILLESDEN,SSEN
parkstone north,30.287988024713016,24.834619014352302,,"-1.9557135,50.729707",MANNINGTON GSP,SSEN
parkstone south,13.710915328111213,9.482420776079895,,"-1.9339239,50.708249",MANNINGTON GSP,SSEN
peacock farm,26.889966853239667,7.10206585476048,,"-0.78252935,51.411076",FLEET BRAMLEY,SSEN
petersfield,31.698647161871914,21.412759476848194,,"-0.94421714,51.005395",FLEET BRAMLEY,SSEN
petersfield avenue,42.20637448055557,38.322171862758665,,"-0.58759947,51.512992",IVER 132KV,SSEN
petersfinger,41.19359779656334,13.570600445499489,,"-1.7786479,51.063133",MANNINGTON GSP,SSEN
pewsey,19.771169595576048,9.647555707982743,,"-1.7902459,51.332175",BRAMLEY (ANDO-THAT),SSEN
piddletrenthide,10.565532305566725,3.403068150736516,,"-2.4246389,50.797069",CHICKERELL GSP,SSEN
plaistow,9.742968704704502,7.371985123707295,,"-0.54497086,51.056914",FLEET BRAMLEY,SSEN
portchester,31.98436576113155,15.564066496019676,,"-1.1201082,50.846379",LOVEDEAN,SSEN
portland,12.921231393126716,12.019800144800666,,"-2.4488323,50.564353",CHICKERELL GSP,SSEN
portsmouth,25.108131215126086,12.466320188591455,,"-1.1017811,50.793272",LOVEDEAN,SSEN
portway,45.19016692114457,17.58069409128989,,"-1.5088758,51.212183",MELKSHAM,SSEN
poyle,36.16305516634476,20.991247701078365,,"-0.51239019,51.46952",IVER 132KV,SSEN
pressed steel swindon se,21.414041301710057,9.195041864282135,,"-1.7566161,51.575925",MINETY,SSEN
preston candover,7.087280956899157,5.020275428576881,,"-1.1306863,51.166193",FLEET BRAMLEY,SSEN
puddletown,11.734866387965024,2.615612551132605,,"-2.3667397,50.754371",CHICKERELL GSP,SSEN
pulham,8.592633956158512,5.266012429056652,,"-2.405384,50.883844",AXMINSTER,SSEN
purbrook,7.822759518562985,7.242163810095372,,"-1.048631,50.865998",LOVEDEAN,SSEN
quarry road,16.766298349816495,14.991249914924119,,"-1.780252,51.549106",MINETY,SSEN
queensmead,15.174161863734364,8.560418820022303,,"-0.75276547,51.293632",FLEET BRAMLEY,SSEN
ramsbury,10.077022445597613,4.5563235512473526,,"-1.6074032,51.447303",MELKSHAM,SSEN
reading,32.07753908301645,31.08711082293019,,"-0.92778979,51.458165",FLEET BRAMLEY,SSEN
reading town,32.58067737441048,32.45532753636526,,"-0.97162812,51.461561",FLEET BRAMLEY,SSEN
redhill,36.93117035676355,22.077147810466563,,"-1.8806724,50.764869",MANNINGTON GSP,SSEN
redlands,73.57396952636472,11.435002660864587,,"-2.46618,50.639646",CHICKERELL GSP,SSEN
redlynch,29.1586574481761,7.626660912173517,,"-1.7296603,50.984276",MANNINGTON GSP,SSEN
regents park,21.24562172979161,16.204291874643175,,"-1.4427974,50.915584",NURSLING,SSEN
rissington,13.09520331008076,6.00762210994592,,"-1.7221537,51.87431",COWLEY,SSEN
riverside,23.475117257606485,12.793828055149863,,"-1.3135866,51.401703",BRAMLEY (ANDO-THAT),SSEN
rockbourne,19.12851219909834,2.002367519589916,,"-1.8359651,50.959601",MANNINGTON GSP,SSEN
romsey,23.13792702128071,16.677972403987546,,"-1.4871633,50.988266",NURSLING,SSEN
rose green,13.249663414512291,13.41472542344409,,"-0.72499246,50.786615",LOVEDEAN,SSEN
rose hill,20.080285139149115,16.088825959278427,,"-1.2248894,51.723407",COWLEY,SSEN
rowden,29.39916759342349,21.629042293622035,,"-2.1337171,51.452378",MELKSHAM,SSEN
rowner park,14.558907943577468,8.65504309294318,,"-1.1780298,50.803699",LOVEDEAN,SSEN
ryde,26.583796919511983,18.630243091822273,,"-1.1576577,50.724336",FAWLEY,SSEN
salisbury central,32.84217571306431,24.99339481655553,,"-1.7984814,51.073483",MANNINGTON GSP,SSEN
sandhurst,31.59759785085234,21.491293334169345,,"-0.80121898,51.34132",FLEET BRAMLEY,SSEN
sandown,29.156056376660402,12.377931779044824,,"-1.1542019,50.662071",FAWLEY,SSEN
selsey,17.683475448433164,10.002587078948283,,"-0.78724992,50.741901",LOVEDEAN,SSEN
shaftesbury,13.423650924324136,12.073266432812305,,"-2.2065547,51.009125",MANNINGTON GSP,SSEN
shalfleet,9.318587864993086,7.702654943727243,,"-1.4233004,50.696006",FAWLEY,SSEN
shanklin,23.600434848281985,12.18024050079782,,"-1.1839465,50.634046",FAWLEY,SSEN
sherborne,15.632676382166734,8.187235273199342,,"-2.5142939,50.961757",AXMINSTER,SSEN
shipton oliffe,21.29054206518522,4.217237114677615,,"-1.9449936,51.87048",MINETY,SSEN
shirley,18.3402794805058,16.318970646543434,,"-1.4324589,50.92235",NURSLING,SSEN
shrivenham,6.590439252326862,6.6720107699047615,,"-1.6581151,51.589473",MINETY,SSEN
shroton,25.271545618265336,10.63880942726336,,"-2.2097116,50.9222",MANNINGTON GSP,SSEN
sidney road,22.05161806367609,14.257061299865361,,"-0.50379132,51.435285",LALEHAM,SSEN
silkstead,16.778517649907585,7.761567674060436,,"-1.3658454,51.018739",NURSLING,SSEN
silver street,34.744274528618405,18.561197048651245,,"-0.96589104,51.449812",FLEET BRAMLEY,SSEN
somerford,21.9513864133667,19.202401039078385,,"-1.7425521,50.741635",MANNINGTON GSP,SSEN
south berstead,33.09192115408166,21.4345918794782,,"-0.66719087,50.79829",LOVEDEAN,SSEN
southbourne,14.023159018548503,11.972959408403076,,"-1.8092022,50.72813",MANNINGTON GSP,SSEN
southcote,11.36268674935747,9.38655810400739,,"-1.0202497,51.436827",FLEET BRAMLEY,SSEN
sparkford,8.294643302037136,4.3546432263902375,,"-2.560808,51.027483",AXMINSTER,SSEN
spring quarry west,20.530687261378098,9.853716605220791,,"-2.2261794,51.41725",MELKSHAM,SSEN
springfield road,20.609809969843194,19.619966647372895,,"-0.39589488,51.51353",NORTH HYDE,SSEN
st cross,32.148988998587285,16.396563021970792,,"-1.3267595,51.050812",NURSLING,SSEN
st ebbes,28.289090280440163,18.882772946894836,,"-1.2589141,51.748029",COWLEY,SSEN
st johns,25.762720330666557,21.140226169737073,,"-1.324232,51.394356",BRAMLEY (ANDO-THAT),SSEN
standlake,17.978157637854288,6.821746606379898,,"-1.4379686,51.718523",COWLEY,SSEN
stanton fitzwarren,19.62409767957998,12.632231604552995,,"-1.7474106,51.617437",MINETY,SSEN
stanwell,7.383557742621205,10.515846632524807,,"-0.47612389,51.443975",LALEHAM,SSEN
stapleford,5.732643468122201,7.107218220816169,,"-1.903181,51.132937",MANNINGTON GSP,SSEN
stokenchurch,29.624181432103562,9.036393492379908,,"-0.88683647,51.642717",COWLEY,SSEN
stratton,19.069297833469577,14.699567480287838,,"-1.7559923,51.598124",MINETY,SSEN
sunbury cross,40.65753721458687,41.355589160602364,,"-0.41873203,51.418306",LALEHAM,SSEN
sunninghill,28.52398554885945,13.125800413536773,,"-0.65363807,51.399749",FLEET BRAMLEY,SSEN
sutton benger,30.452324362545262,11.90333399671978,,"-2.0966001,51.519338",MELKSHAM,SSEN
sutton lane,24.33393839572897,11.830327461590405,,"-0.52935732,51.49707",IVER 132KV,SSEN
swanage,12.865792947595192,9.92850101724397,,"-1.9729521,50.613373",MANNINGTON GSP,SSEN
swindon,47.90670503705825,35.061508895508354,,"-1.8217324,51.581428",MINETY,SSEN
tadley,8.687140998534955,8.311213642160991,,"-1.1719102,51.360594",BRAMLEY (ANDO-THAT),SSEN
taplow,43.160399869687424,14.095279043980366,,"-0.67936622,51.522585",IVER 132KV,SSEN
tarrant rushton,7.060282449442671,3.8420558455202123,,"-2.0793804,50.865242",MANNINGTON GSP,SSEN
teffont,20.335467145802667,5.065656969175183,,"-2.0037037,51.078269",MANNINGTON GSP,SSEN
temple farm,5.459168467378216,2.756609650300981,,"-0.78743054,51.547472",FLEET BRAMLEY,SSEN
tetbury,5.971982715329416,6.375451120649435,,"-2.1501205,51.639703",MELKSHAM,SSEN
thatcham,33.02238725639267,31.806191916865384,,"-1.2430882,51.394786",BRAMLEY (ANDO-THAT),SSEN
the green,11.900300749104776,10.563078807271486,,"-0.38177388,51.503292",NORTH HYDE,SSEN
the mall,24.376828061875806,18.59955518525517,,"-0.97497561,51.454136",FLEET BRAMLEY,SSEN
theale,12.69894424562163,8.997090558790074,,"-1.0698459,51.434443",FLEET BRAMLEY,SSEN
thruxton,29.215591479961727,5.305752596606264,,"-1.5843176,51.209534",MELKSHAM,SSEN
tidworth,25.255455766291924,9.704955687327566,,"-1.6562893,51.245007",MELKSHAM,SSEN
tisbury,5.005728892842572,5.5094577083344625,,"-2.0950136,51.061442",MANNINGTON GSP,SSEN
titchfield,10.563474262496532,10.148304047031907,,"-1.2328447,50.848253",LOVEDEAN,SSEN
tongham,18.426205096978727,15.603490420471024,,"-0.73639986,51.23774",FLEET BRAMLEY,SSEN
toothill,24.497210091337287,24.197280931135456,,"-1.8107888,51.554608",MINETY,SSEN
totton,30.643693564310215,15.245976118718495,,"-1.4915785,50.919206",NURSLING,SSEN
townhill park,66.28081135087238,20.314421217488977,,"-1.3588175,50.930737",BOTLEY WOOD GSP,SSEN
trading estate,16.752876764590745,11.188124339373902,,"-1.8067507,51.571523",MINETY,SSEN
trash green,22.07226421350041,12.1016786752312,,"-1.0487087,51.413862",FLEET BRAMLEY,SSEN
trowbridge town,31.96439780941553,18.705587541121183,,"-2.2214012,51.321219",MELKSHAM,SSEN
twyford,18.705400653465723,13.396303370772,,"-0.87198034,51.48058",FLEET BRAMLEY,SSEN
union street,24.304098349864,15.25973707414433,,"-1.2356369,51.748851",COWLEY,SSEN
upper heyford,15.034199995838826,12.860683210504911,,"-1.2488285,51.927122",EAST CLAYDON,SSEN
upton,35.4562198255283,23.053971463612076,,"-0.54906267,51.50486",IVER 132KV,SSEN
velmore,35.59724339336399,24.687765689499706,,"-1.3898995,50.970668",NURSLING,SSEN
ventnor,15.150457732735116,10.254843886612313,,"-1.2080428,50.597745",FAWLEY,SSEN
verwood,11.429564231843836,10.886323755014066,,"-1.8916672,50.891468",MANNINGTON GSP,SSEN
wallingford,25.071126226945527,16.19710740911961,,"-1.1373111,51.601044",COWLEY,SSEN
wantage,33.313042922833134,14.538059784048922,,"-1.405361,51.59208",COWLEY,SSEN
wareham town,11.458013430412345,11.51558082764806,,"-2.114099,50.686764",MANNINGTON GSP,SSEN
warfield,22.755257338982034,22.40781444264446,,"-0.75039344,51.434774",FLEET BRAMLEY,SSEN
waterlooville,26.652205799295317,22.452323912774464,,"-1.0349898,50.879042",LOVEDEAN,SSEN
watlington,14.943741837838783,6.448656897801569,,"-1.0027024,51.643147",COWLEY,SSEN
well end,28.051477365424198,21.94171845440272,,"-0.7239315,51.583531",AMERSHAM,SSEN
west end,48.66121643757027,12.576753041050743,,"-1.1885742,50.852019",LOVEDEAN,SSEN
west grafton village,7.453803545923494,6.2423200126345995,,"-1.6476615,51.341068",MELKSHAM,SSEN
west hendford,27.133781612429907,19.45841507766834,,"-2.6417877,50.936657",AXMINSTER,SSEN
west stour,14.371733990969322,5.297903090034203,,"-2.3191625,50.997316",MANNINGTON GSP,SSEN
westbourne,17.693564110623065,15.966904827534561,,"-1.8931036,50.72294",MANNINGTON GSP,SSEN
westbury,50.63777646538654,15.127945106636556,,"-2.178325,51.262792",MELKSHAM,SSEN
western esplanade,36.020290995114976,33.56611293381423,,"-1.4094747,50.906059",NURSLING,SSEN
weston,25.666759029035312,11.670141524100833,,"-1.3586937,50.886934",BOTLEY WOOD GSP,SSEN
weymouth,38.11998841846781,23.993538246670767,,"-2.4614839,50.610662",CHICKERELL GSP,SSEN
wheatley,22.188801511706863,8.116099550785913,,"-1.121125,51.743825",COWLEY,SSEN
whitchurch,14.317990038048414,4.900311048005472,,"-1.3436196,51.233538",MELKSHAM,SSEN
whiteley wood,27.159524986566517,24.227194212006005,,"-1.2489868,50.876226",BOTLEY WOOD GSP,SSEN
whiteway,24.935678545001572,23.886049362670946,,"-1.9713441,51.726246",MINETY,SSEN
wilson road,26.058667756660004,15.929293831920305,,"-1.0049612,51.454493",FLEET BRAMLEY,SSEN
wimborne,28.96690774378448,18.894795476556343,,"-1.9727891,50.799459",MANNINGTON GSP,SSEN
wimborne st giles,21.415883558473922,1.0944378416933787,,"-1.9582998,50.91356",MANNINGTON GSP,SSEN
wincanton,21.937063556968376,8.195660890174784,,"-2.4110034,51.048843",MANNINGTON GSP,SSEN
windrush park,11.86114029690493,13.043170577954944,,"-1.5176973,51.785493",COWLEY,SSEN
winsmore lane,20.997601448228927,17.005374892131496,,"-1.2854441,51.669439",COWLEY,SSEN
winterborne kingston,13.393239767172851,6.593054016813089,,"-2.2193696,50.78261",MANNINGTON GSP,SSEN
winton,42.49527084068801,23.334151425622,,"-1.8688628,50.743931",MANNINGTON GSP,SSEN
witney town,25.323519433611715,20.606435221445697,,"-1.481789,51.784144",COWLEY,SSEN
wokingham,10.598595142947403,9.960156351202066,,"-0.85724149,51.402441",FLEET BRAMLEY,SSEN
woodcote,2.6467295750409563,3.689646982383595,,"-1.0726605,51.529859",FLEET BRAMLEY,SSEN
woodmill lane,5.6726790875262605,9.36061050901567,,"-1.3789827,50.937024",NURSLING,SSEN
woodstock,28.616338742760583,8.871200275080984,,"-1.3510276,51.853959",COWLEY,SSEN
woolston,17.413116717172173,14.001624850274787,,"-1.3736301,50.898975",BOTLEY WOOD GSP,SSEN
wootton bassett,15.94931696252703,12.207286522279992,,"-1.8920243,51.528968",MINETY,SSEN
wootton road,20.618663038813082,13.63556378998421,,"-1.2891524,51.681033",COWLEY,SSEN
wrecclesham,34.73106318504257,14.759341915146807,,"-0.8266165,51.192144",FLEET BRAMLEY,SSEN
wroughton,20.915144604923437,9.768070307377787,,"-1.7931348,51.532261",MINETY,SSEN
wycombe marsh,12.247856208980913,11.223644002021668,,"-0.72192637,51.618469",AMERSHAM,SSEN
wymering,54.01150088438986,38.88573000586184,,"-1.0785172,50.844259",LOVEDEAN,SSEN
yarnton,27.199177339149724,24.807889359970986,,"-1.3012215,51.805535",COWLEY,SSEN
yattendon,22.836790494437928,10.746968423158865,,"-1.2283782,51.465194",BRAMLEY (ANDO-THAT),SSEN
yatton keynall,34.85530953888713,7.31385140878514,,"-2.184273,51.480849",MELKSHAM,SSEN
yeovil,32.53006273761985,14.248232101318315,,"-2.6036695,50.949369",AXMINSTER,SSEN
yetminster,11.796876518881959,8.10854194726965,,"-2.5658791,50.889965",AXMINSTER,SSEN
zetland road,18.719314781035628,17.524552065169903,,"-1.141628,50.796791",LOVEDEAN,SSEN
aberchalder,0.24726702999822991,0.06774631965184251,,"-4.7440136551,57.093071981",Fort Augustus,SSEN
aberfeldy,9.478265846444913,5.015249932434908,,"-3.87737795915,56.6175567743",Tummel Bridge,SSEN
aberfoyle,6.126506776272295,2.9075360127864003,,"-4.36553822073,56.1673280233",Strathleven,SSEN
aberlour,6.717201953337775,4.827821087067306,,"-3.25463773705,57.4519506617",Keith ,SSEN
abernethy,2.8022233499853773,1.5258089008153781,,"-3.29417358126,56.3397807571",Abernethy,SSEN
aboyne,14.491998403394353,7.009577870453044,,"-2.79261018313,57.0769512028",Tarland,SSEN
achiltibuie,0.8371477285236242,0.5786643516881601,,"-5.36149162312,58.0306899107",Grudie Bridge,SSEN
achintee,1.1227724085719641,0.08089112794249852,,"-5.43229464741,57.416180132",Broadford,SSEN
aigas,0.7372283550618313,0.29828603428796324,,"-4.57719475522,57.4287022022",Beauly,SSEN
aird,8.051754383394332,2.8719128701886145,,"-7.35254900853,57.4610851181",Ardmore,SSEN
arigh-na-brodaig,0.3716903606652956,0.0707797369496862,,"-5.42869682026,55.9183982873",Port Ann,SSEN
alyth,6.631492312538522,3.186455807650681,,"-3.24695487162,56.6203983288",Coupar Angus,SSEN
annat,8.446957283306274,3.8253181447532496,,"-5.14207574473,56.8425948359",Fort William,SSEN
ardersier,6.407832879740405,2.2927234727613044,,"-4.00037933029,57.5773340346",Nairn,SSEN
arisaig,2.9014794073991608,0.7987069643332145,,"-5.83632382767,56.91190391",Fort William,SSEN
arnish,6.12576888074568,0.02022278198562463,,"-6.386095,58.187261",Stornoway,SSEN
ashgrove,10.523739394974047,8.701374215169164,,"-3.30059587045,57.6424022889",Elgin,SSEN
ashludie,11.580583236748149,9.67370425549206,,"-2.82626441492,56.4915956078",Milton of Craigie,SSEN
aultbea,7.00236973811743,1.7799682584188985,,"-5.58225094566,57.8388257793",Grudie Bridge,SSEN
aviemore,24.90180530666573,9.940508485033785,,"-3.82365693303,57.1800946768",Boat of Garten,SSEN
balaldie,3.995774360419657,2.477290793239017,,"-3.9022348966,57.7928086908",Alness,SSEN
balbeggie,5.724437821670563,3.93333109620399,,"-3.34005710358,56.4513719141",Abernethy,SSEN
baldovie,28.065245407183586,13.367684319346742,,"-2.8899876064,56.4782452602",Milton of Craigie,SSEN
ballater,15.538311998824698,6.471290235399881,,"-3.03146274834,57.0609707519",Tarland,SSEN
balliekine,1.2958748067687966,0.730042429681049,,"-5.379399776,55.59634018",Carradale,SSEN
ballindalloch,11.336721434139518,3.53898684748431,,"-3.34471185976,57.3950874787",Boat of Garten,SSEN
ballure,2.877971433040134,1.197188693548978,,"-5.638146308,55.6889590498",Carradale,SSEN
balmedie,3.233960688378384,3.5909597460118152,,"-2.07546643972,57.2582997238",Dyce,SSEN
balnagask,15.687981883520212,8.161914809398098,,"-2.06681531879,57.1379914473",Clayhills,SSEN
banchory,14.43242964739304,11.46430730901261,,"-2.50837717627,57.0566929101",Kintore,SSEN
barcaldine,7.097981781089393,3.6068127142589543,,"-5.31266558845,56.5274138327",Taynuilt,SSEN
barvas,3.1598599752194385,2.831464418543181,,"-6.52049214757,58.3485091436",Stornoway,SSEN
battery point,18.301722349338228,13.617021533367174,,"-6.37365065039,58.2033528209",Stornoway,SSEN
bettyhill,3.0127375437920345,0.9086796826363138,,"-4.22079064697,58.5236907769",Mybster,SSEN
bilbohall,12.881920791214792,4.60485108114002,,"-3.32847207611,57.6369561067",Elgin,SSEN
blackmount,0.05897012176916781,0.04044556397124926,,"-4.76467277375,56.5338378561",Rannoch,SSEN
blackstand,6.596579813765637,2.666282069972286,,"-4.15982542666,57.6038758283",Beauly,SSEN
blairgowrie,23.372931731352274,9.323375391478963,,"-3.3246031125,56.5858178064",Coupar Angus,SSEN
blairlinnans,2.700881157354983,0.33974273735849375,,"-4.55802472403,56.0324144952",Strathleven,SSEN
boat of garten 11 kv,10.575419189878668,3.4378729375561865,,"-3.73191575238,57.2535674983",Boat of Garten,SSEN
boddam,7.502354767576615,6.597610716229173,,"-1.79792975207,57.4727091633",Peterhead Shell,SSEN
bonskeid,6.607180271792567,3.9174309101995646,,"-3.78416699895,56.7247935865",Tummel Bridge,SSEN
bowmore,3.830990076025837,3.1440365714731286,,"-6.27331059399,55.7608071168",Port Ann,SSEN
brae,6.635622568002111,3.189685593584386,,"-1.3477523,60.40164",Shetland,SSEN
brechin,12.406339136303162,7.674545763544546,,"-2.63897721622,56.7271611907",Bridge of Dun,SSEN
bridge of don,23.87536180371376,16.492986153910454,,"-2.09874333899,57.1824402636",Persley,SSEN
bridge of dun 11kv,3.086459397382108,1.142556016870277,,"-2.55683527072,56.7203759058",Bridge of Dun,SSEN
bridge of earn,13.524125389957184,3.3165362456424385,,"-3.40353988013,56.3442683427",Abernethy,SSEN
bridge of gaur,0.7156610028933297,0.46512398566936647,,"-4.43954725878,56.6877044834",Rannoch,SSEN
broadford,5.024046898496635,1.704772333624925,,"-5.93605214117,57.2481595532",Broadford,SSEN
brodick,10.688637518926711,7.6270513065964884,,"-5.14255515019,55.5724376561",Carradale,SSEN
brora,6.7004275808801985,2.774147797658011,,"-3.85528601004,58.0137573078",Brora,SSEN
broughty ferry,14.50542873795241,8.65535068984734,,"-2.86731707458,56.4659267684",Milton of Craigie,SSEN
bruchag,13.93492604652289,4.030949713071942,,"-5.00868559125,55.7711626987",Dunoon,SSEN
buckie,19.375014464548347,10.783718944104512,,"-2.95231137447,57.6695071243",Keith ,SSEN
bunoich,2.3694241661197166,0.35424721499482,,"-4.68503412282,57.149139235",Fort Augustus,SSEN
burgarhill,2.6900759721466176,1.941387070619964,,"-3.14672543783,59.1164806972",Thurso,SSEN
burghead,14.92537314502095,7.289511783065191,,"-3.46696788569,57.700330783",Elgin,SSEN
burghmuir,13.72693426505684,11.66854520570541,,"-3.48788630669,56.3966399964",Burghmuir,SSEN
butterbridge,0.11529362859413066,0.02022278198562463,,"-4.91788151254,56.2474826088",Clachan,SSEN
callander,8.453845849703079,5.602805785636933,,"-4.21196915657,56.2364662118",Braco,SSEN
callanish,4.759387445012484,2.210435847286588,,"-6.73321140397,58.2028438268",Stornoway,SSEN
calvine,2.788991296822247,1.2415892115293214,,"-3.96162232193,56.7635685361",Tummel Bridge,SSEN
campbeltown,16.043407069155233,8.022884167287419,,"-5.61267770145,55.4271732991",Carradale,SSEN
caputh,16.016811553615355,6.744297792205813,,"-3.47712764415,56.5455862146",Coupar Angus,SSEN
carnoustie,12.48095995275939,8.092523887683303,,"-2.72249062465,56.50858171",Arbroath,SSEN
cashlie,0.983449184913217,0.22447288004043336,,"-4.42993945854,56.547493707",Killin,SSEN
charles avenue,13.45314400614311,10.629287924762219,,"-2.60433052387,56.5603689212",Arbroath,SSEN
charleston,9.424663389044376,6.0344781445103886,,"-3.04483165932,56.4740846654",Charleston,SSEN
clachan,8.323792397062963,2.10861842612021,,"-7.32143055089,57.5569496428",Ardmore,SSEN
claonaig,0.3928524608367594,0.18908301156559026,,"-5.39729006916,55.7545126221",Carradale,SSEN
clayhills,26.66829582506583,17.757624861576986,,"-2.10000269096,57.140522897",Clayhills,SSEN
coldbackie,2.8512602303287093,0.7716310262209657,,"-4.36674879542,58.5026183863",Mybster,SSEN
colintraive,0.6767135690351858,0.2345842710332457,,"-5.15138129524,55.9260105893",Dunoon,SSEN
coll,2.5887526166613974,2.0503333984262295,,"-6.30832298309,58.2775251051",Stornoway,SSEN
commerce street,26.399598143792424,15.735346663014521,,"-2.08730363907,57.1473901929",Clayhills,SSEN
comrie,0.06982147448609051,0.03033417297843694,,"-3.995171,56.377967",St Fillans,SSEN
connel,3.8321025891570333,1.5755976277017407,,"-5.38954548407,56.4515204614",Taynuilt,SSEN
conon bridge,4.691675639392345,3.2966146251607493,,"-4.42580259099,57.5662317331",Beauly,SSEN
conon falls,0.5297315584319133,0.32053109447215034,,"-4.69855117658,57.579509956",Grudie Bridge,SSEN
constable street,21.167603259167905,13.928533159164644,,"-2.96070826735,56.4658058888",Dudhope,SSEN
contullich,0.13898263797299687,0.05055695496406157,,"-4.28648619423,57.7040099299",Alness,SSEN
corran,3.1468047206049827,1.5571542128930964,,"-5.22823607999,56.7179244805",Fort William,SSEN
