X,Y,FID,MSOA21CD,GlobalID
357413.9748,170994.9,1182,E02003052,8dda4e5f-955c-4213-a21e-b511c4f5ed30
486958.7375,181211.657500001,1183,E02003426,816b442a-9f71-4ab3-af91-77167696cb6b
471420.8069,172962.945599999,1184,E02006940,300786a8-2cc6-4605-b814-4a0c0e109d56
536886.1082,177288.2728,1185,E02006798,5f9aabe9-e42d-4bed-b91a-c108f4e234f9
508257.0227,117246.826300001,1186,E02006599,1281ff84-f23a-46d3-a63c-e0f0055bffac
530885.331,174285.826400001,1187,E02000637,a51a12ea-8fec-4970-9c06-f3e0c04f4dff
529115.3986,163870.4509,1188,E02000856,45dac117-8ce0-4460-9f54-0a80688c15d5
534118.7972,183727.374299999,1189,E02000368,62540460-7ee9-461d-91ea-41f5b528621f
366153.0649,167661.614700001,1190,E02002987,bb004a7d-97fb-4340-9c95-2fe3e1f133c9
590685.1231,166190.198899999,1191,E02005121,ed9b82bb-df09-46ba-8f34-79afee5e50ab
169834.694,42752.4393000007,1192,E02003919,4b6ff305-8507-462c-a3e9-1ddfc7cf869d
408796.3149,280636.172599999,1193,E02001937,39fa0164-b3fa-4bb8-b2e8-4edf944b3992
407612.4448,90820.7721999995,1194,E02006885,08d1d97b-d9d7-4709-a711-5bf3fbc40597
544070.8845,184383.588400001,1195,E02000016,f1557119-e367-464a-9864-244972a7aff6
533641.0886,108490.7959,1196,E02003492,b118610b-3eb6-47c0-9c77-129a744f8daa
451512.6659,109335.5131,1197,E02004727,63c75ed2-5f9a-4441-b9e2-c00e8bd89493
541690.2273,176350.929300001,1198,E02000334,7d1a7a43-a92c-479a-af34-3c0c83d837b7
511693.7566,179096.910599999,1199,E02006971,0d634af7-d96b-454b-a074-6cb5e425c5f0
529622.8828,183162.155200001,1200,E02000187,f8321708-ee45-4a84-a362-cb8b0c40dbaf
536336.0841,185642.210200001,1201,E02000357,cb55addf-f466-4ee6-9aff-37b511cd0e8d
357203.7284,183705.249299999,1202,E02003094,c7e21f18-a3e6-4cc3-ac3a-4393df4adaaa
454783.0133,102660.8573,1203,E02004740,03e317ed-832c-4428-8446-bef2f92e6906
541892.2367,101049.0699,1204,E02004388,6a6db2e1-56b2-4ce7-9ed1-9f7717eda7ee
532788.8636,168855.3574,1205,E02000199,6720afcf-86b2-4935-807c-abdc301032c8
531983.3368,184401.1711,1206,E02000569,ae0274fa-3a6c-452f-a0e8-375a256b13a4
456876.8445,107088.5551,1207,E02004730,9212f2bb-a66e-42cd-816e-096e37f7b22c
532678.7747,188890.0767,1208,E02000422,d27a1ef0-f1a4-44b4-af9c-02daf575d0fc
529578.7368,170128.4583,1209,E02000652,25468cfc-36c4-4fce-851f-a2b46f3e8748
534803.5863,180240.3455,1210,E02000890,4f929568-455d-4621-9f9e-b908ce4fdbb3
514663.2478,176022.190300001,1211,E02000540,03f8445a-33b7-49a9-932d-1ce685b9a4d5
413542.6879,129198.4341,1212,E02006673,584f9f49-320e-4491-b389-06ed7abe4f65
485293.5277,167472.423900001,1213,E02003360,ef7cb393-dbfa-4e3e-90cf-520094521f41
465632.3989,153800.3102,1214,E02004682,f9982da5-9122-4c21-b791-b9be95385975
335439.9898,114640.1118,1215,E02006093,8d4138f7-a1b6-4fa5-b090-df5b43d0f158
533274.7094,178234.1697,1216,E02000821,f0100121-5cd8-4af2-9a31-1de04415ec63
566000.366,172428.112199999,1217,E02005061,0493d2a1-8b77-4793-8d0b-f2431f9f878a
372800.5238,182065.5351,1218,E02003097,8f0fdc54-8ec4-49db-b8ed-dc944cb3116b
594251.5348,172412.0769,1219,E02005118,ce09a881-1398-41a6-ad32-16460aa33c00
410097.8942,285547.4047,1220,E02001896,5273b567-9253-48a0-bd56-ec729d7b7dfa
408066.2501,279750.252900001,1221,E02001943,33685832-3739-404f-9bb5-aafa3b82aa5a
540810.6834,181291.2893,1222,E02000749,46204502-d6d3-4010-b23b-0e14914b5d4c
328716.8953,194741.992900001,1223,W02000332,668b6e0f-03f0-4302-9cdb-f6608fd8b370
535913.0243,199398.7929,1224,E02000277,eff32484-f1ba-4710-8cf6-d9f96e1f32b3
578164.6549,167943.828299999,1225,E02003326,39ab43bb-ede1-40c7-ae50-2401baaaec88
435567.4025,147364.442,1226,E02004814,0084283f-bde9-49d7-b264-c67156b69162
414452.7184,183610.524700001,1227,E02003232,fc279daf-9d95-42d7-b51f-ced9d154ce45
535718.8534,176609.7766,1228,E02000658,ec94062a-5949-427f-b017-9449d48d8621
513097.8828,155141.701099999,1229,E02006367,2551e36d-177b-4379-9910-3ce8731e13ed
380536.1559,161145.101199999,1230,E02006681,717ea0e5-a29f-4115-8d94-caddd0db2059
410326.7539,95242.6739000008,1231,E02003175,7100c1f8-e9d1-4539-b597-7198fb119850
295161.4796,119992.571,1232,E02004164,a3e68ecf-e8c9-4177-9ac5-9cf254bba922
511306.3201,102566.0757,1233,E02006633,9578ced6-4229-450b-ad9e-ffc8c51d515d
450617.2387,167585.4837,1234,E02003380,10f531e6-3f7d-4155-8456-f56c45330aca
368562.406,134562.1855,1235,E02006075,b99f9057-3cc3-4781-83ab-9a34579d1307
511522.2078,177719.742900001,1236,E02000530,2eca36df-6c2c-488a-a302-ff62b724d021
528939.1245,175684.561899999,1237,E02000630,146c3b68-785d-48fc-9896-2e36692f2891
523253.2869,165484.003900001,1238,E02000847,d9b35c72-727e-48b9-8de9-9a3774540f8c
541029.591,183325.998199999,1239,E02000735,1f59efec-b860-4216-b14f-dd4fc9438ef7
447654.114,119003.1395,1240,E02004716,e6a39e25-d509-4d47-aca6-8fb876bbaa1d
518054.4261,178032.384099999,1241,E02006973,31d0e488-b0ed-4b48-9bf3-b4d4f4409069
544394.9861,183490.997400001,1242,E02000022,f2658701-cdb2-45ca-9963-8de70d4c1113
368828.2859,90611.5922999997,1243,E02007006,2c548e08-fde3-4418-be4a-dca2c6d37173
472681.0698,154474.7435,1244,E02004756,0efa92c2-cb39-4d22-89e6-ed7ea68b1bb5
410022.9227,294551.360400001,1245,E02001836,d41f77d8-89fa-4393-8fb9-85f0ec322b8c
493620.4282,155458.0572,1246,E02006345,cd5b8898-5007-4b6a-8310-0161c430af6f
531049.0007,119405.888599999,1247,E02006617,0e6cda73-957c-4f16-a87f-7102a5e4d1fa
530278.7318,195058.3485,1248,E02000295,c94e5443-6830-43b4-aeda-45a66e5b3262
206748.6461,53747.1414000001,1249,E02003959,02183113-6307-422d-81be-1746b93a35b7
530122.3674,164827.113,1250,E02000850,560bd171-3d55-4cf3-bb85-2e7da22bf224
521959.7472,188207.798800001,1251,E02000059,3701ee36-f292-400d-b04b-8ecdb0d4439f
521846.2469,189967.3947,1252,E02006953,2d8166d2-1820-4ec8-85f2-8f8339a55b01
526772.0816,175662.8498,1253,E02000929,53c2ae34-1244-4676-98ce-0de5e00358d5
543362.9128,177681.3901,1254,E02000327,e90d76a0-ef4c-4de0-a1ff-f35ba94dcf3a
367049.3142,142069.1207,1255,E02006056,8273696a-4d67-44c2-81e3-15a30a1663ce
363333.8265,179177.1896,1256,E02007067,a5eb983a-47e4-42b8-a338-a097d117d512
515899.9051,173266.488399999,1257,E02000797,c9fce264-52cf-4d89-a614-8083eb324812
359374.6893,174024.5219,1258,E02006950,c19047a7-47fe-4336-bdf6-3d5e73d93744
563071.8697,141202.417400001,1259,E02005165,dcfcb34c-b481-4d9f-9630-fd9a81908205
529987.1286,104390.858100001,1260,E02003519,58714571-cfec-458b-8c5e-3829bf639b4b
542322.8936,183716.800000001,1261,E02000731,9d6f355e-34bb-45a7-bf00-e6c82c7ad26d
362335.6511,171249.5549,1262,E02003049,869e276c-1c10-47a2-a5f8-0c5e761b807c
297348.0252,95686.8570000008,1263,E02007027,62aa921d-c176-453f-ab16-08f099908fcb
554689.8853,134630.3484,1264,E02004404,a4c48ebf-4f7a-4701-9f2a-eb4383772bc9
502449.102,170899.282,1265,E02006395,2471f1ca-d575-4c72-bc1a-236b38ff93f1
359612.4092,173035.432800001,1266,E02006887,6e964d9c-86ce-47de-95cb-1ae06321da81
528371.9415,181591.1732,1267,E02000970,97bb78c8-f7be-4c7f-aa43-55824019624a
534068.8793,179395.8474,1268,E02000810,54380c29-0ce5-49d6-a84c-70a59335064b
457646.1913,150457.886700001,1269,E02004689,7ed11066-b22a-4122-9c58-52af6883e383
446857.6546,111593.8478,1270,E02003575,334cb9c5-ae68-4e2a-a071-dd1c6318fae5
508863.2728,173617.168500001,1271,E02000548,067cc41c-f3fb-4e89-ab13-b5d190d2ab42
534356.6653,168444.3303,1272,E02000201,13b432c0-b76b-4dc4-b019-a955ba9f1fba
285074.1788,71739.5560999997,1273,E02004212,1c4a8c85-92dd-4359-b7c4-fb520cdf2eca
350180.4721,139207.270199999,1274,E02006057,7d5c8c9f-c598-452b-a567-056fb683d115
549599.7672,191508.7081,1275,E02000468,a010ebd0-b9be-495c-b8aa-9b6abbe6a9b0
446405.384,114667.400800001,1276,E02004720,7a3a4f7b-1acb-4dc4-b154-cb9b3bd3f49b
536112.065,166900.0595,1277,E02000211,fc8d141a-587d-4aa0-887b-690be527fa0d
404130.7916,93017.5449000001,1278,E02003201,87f56e6a-9580-48cb-8d46-eadecf0d6b98
534712.7739,160292.5132,1279,E02000232,7e2350e7-f80f-4ecf-a22e-2da2fc4b2f6c
544013.1954,127823.410599999,1280,E02004409,7636ae9c-5810-46a6-8def-ca5eeec1b90f
467980.0961,108702.3062,1281,E02004766,54c55935-a3ba-40b2-a4ae-aafc08ba1203
357003.0136,137102.2545,1282,E02006059,94595be8-6541-4dd4-b346-a2a7779e07df
412083.5956,131720.6735,1283,E02006667,e0815431-4190-4bd9-8656-5066c6c19e2c
518560.2194,166011.185699999,1284,E02000613,c46bbad9-0f6d-43d9-b9f6-ade3af2dccd1
341064.7803,171954.7414,1285,E02003069,6d9d9a70-2f53-4800-a1ae-72660dcbafc5
461625.3825,105229.320900001,1286,E02004738,2d7a0aa1-d731-41d0-b604-ce00860e7c2c
520851.6981,170559.878699999,1287,E02000599,767224e1-4337-4bd3-9dff-32366055e374
546925.8671,180497.862600001,1288,E02000313,eea6fa97-f207-46bf-a192-6e512eb6b4ac
394088.549,95250.6276999991,1289,E02004263,cd350d0b-c2fc-4d0b-9b49-01194e4508f8
546378.4777,167809.461200001,1290,E02000149,d9f3c5aa-d9c7-46b4-9d32-6098d9d78069
547999.9316,171178.674000001,1291,E02000092,e2be0768-9d83-4147-aa11-41dd00d41027
440512.8138,112706.592499999,1292,E02003569,4a598c40-a062-4319-b8a4-ec52116c8e87
521654.3781,192224.0098,1293,E02000039,8bb1229c-4589-4ff4-a942-9697213f0277
554813.245,190788.375399999,1294,E02000470,9be55f1f-1eb1-4db5-b0e3-e7fbf730c69e
531762.294,192139.681,1295,E02000311,c2ff6294-7ee5-4fcf-b3be-29a72d409e07
450705.3949,89415.7030999996,1296,E02003588,fad3a250-95d1-4eb5-ae13-03b2bb0ed34e
353242.776,113431.911499999,1297,E02006094,8f99c865-ab05-4657-a811-c4572e29f2fb
364880.3981,175047.280400001,1298,E02003115,d1e801eb-c672-4370-9bc2-9b7b3a2686a6
528047.6689,196345.614700001,1299,E02000287,cd340985-b70d-4c45-a88e-f17172e614a1
247963.3906,56538.2670000009,1300,E02003138,5543df50-66f5-46bb-a915-ef6bfcaaa0bb
508004.2055,163279.2676,1301,E02006332,f1889f6c-a028-4d5d-9ed8-abcc4eefa98a
533492.6743,171897.1482,1302,E02000839,27ca550f-95c5-4130-8e8c-1c477c62312b
402478.7885,78902.8572000004,1303,E02004268,533be370-4fd0-4bec-a353-635071127759
471971.8715,170765.290999999,1304,E02003405,be61e4f5-bcc7-43d6-89b4-9fcd0830e227
450944.0807,172169.49,1305,E02003373,52acc72c-ad5c-453e-8de3-d6d19ac64443
538464.6326,138125.9976,1306,E02006607,d7905345-44c7-467c-8273-192fafce9221
267635.6774,89124.8594000004,1307,E02004231,a7c67aed-1ee5-4224-96f5-0ec6b412e079
533505.7534,186404.8869,1308,E02000353,e2f8bbf2-0cd3-4154-a0d2-ac4eb33649e2
526149.2172,148121.4838,1309,E02006389,1b6752e6-ad91-4ab6-ae2d-74fdd98a775d
470474.9731,115842.988399999,1310,E02004709,bbb8a504-9ecc-466a-bd6a-22b7924e0f76
576325.6303,166795.4706,1311,E02003335,55e5a613-ec15-4c73-8309-cd31a760d6ba
545499.7528,180081.665999999,1312,E02000314,b17d542a-34ed-4ff3-88f9-19e6402f88d4
551373.85,183214.703199999,1313,E02000491,7c4b3c6d-f79e-4fb9-af82-7b0e9228acf2
518327.4722,164813.213500001,1314,E02000615,84ed355f-ddae-497f-8c3a-875a43056804
630732.8511,142760.5318,1315,E02005051,a6afbf3c-7d58-4033-a123-837105eac7a3
463875.1094,154278.647700001,1316,E02004681,dc50f6a7-34a0-4568-bd7f-69a0a75cf661
247105.4351,57395.3018999994,1317,E02003132,ca1ad742-4806-4738-906b-d89a89b5fc2d
359878.651,171481.130999999,1318,E02003048,d9558caa-691a-4b81-bd14-d9aabf915f0e
502905.154,130240.134299999,1319,E02006562,55f00e53-c212-4be6-91c7-eecbed4d4223
468251.5736,174041.732799999,1320,E02003394,cda0680e-5676-45d7-a851-f483f451cafb
548362.0317,188088.2498,1321,E02000003,03dd6637-30f2-4d9b-ad3e-dc8d73724f9b
162556.0601,26975.5190999992,1322,E02003929,0c72075f-b109-4e9b-8df9-99b844adae6d
404747.1805,96279.1205000002,1323,E02003195,e0382d92-be6c-4d2e-b9f6-d407272eb3d0
306026.5426,261324.7752,1324,W02000109,2460ae97-cd77-4648-bb92-5551a2cc5703
530060.387,173700.8826,1325,E02000639,44dcf5b8-a81d-4213-a3ea-1980fa2ff7bb
509340.1752,186445.281500001,1326,E02000502,8679c9df-5625-43f2-a0e3-23bf0cba1ac4
518199.7107,174477.964400001,1327,E02000791,6746bc2d-4290-4dca-b4ea-7fa7b4e2a22e
543299.9065,167915.421499999,1328,E02000148,f2e554a8-9b5c-466c-88e4-8ebda84e31d1
472206.5735,174716.713199999,1329,E02003392,311baf29-c0e8-4a51-be5d-e693118464ab
371515.0296,189625.9473,1330,E02003092,c28f20d1-6014-41fd-9324-d33f5a881427
340835.3089,209702.923800001,1331,W02000340,b13f4f6e-8d9c-4bd5-8aae-7f6e669ecda8
604689.7333,120959.701099999,1332,E02005114,601f703f-fe56-471b-a6a3-5fdc59e8fbda
361921.8767,168626.720699999,1333,E02003060,8006a740-f37f-47a5-b2b6-db2d102fbf52
413058.5121,285902.537,1334,E02001893,875fcb38-5e82-4ed8-91ee-18b596dbe658
510389.8325,180820.6317,1335,E02000519,344bf2db-87e5-42aa-8c0d-36f1b2f90b53
410091.1774,282529.088199999,1336,E02001923,54deaaac-51e3-434f-b1cd-867056bf0f60
536634.5577,181084.2206,1337,E02000886,c52d7ddf-9143-4046-96b8-12c0caf9957f
487638.9609,149466.7151,1338,E02004813,d289cbef-c19b-4599-8630-f56ff6edfbed
487989.6596,182523.3105,1339,E02003423,25e241e9-fb87-49e0-9415-b4510d4dc765
525849.5055,181001.007300001,1340,E02000976,a68fdb5a-3c0e-422e-bf7d-43a34d3cbe6d
615521.4464,157201.370200001,1341,E02005025,2d46614a-e81a-441d-80fd-1debdfbae541
527088.6671,183309.8389,1342,E02000960,5faf3b10-557d-4c7a-b90b-c4a4412539f4
514722.4194,168045.114700001,1343,E02006318,06db3f4b-32d6-4c20-a044-f121718e86ff
406549.7906,287184.0956,1344,E02006899,5a96a3f2-b966-4009-b2dc-f1aed12c23ce
458167.0968,106091.2567,1345,E02004734,3a43bb48-794f-4073-b4e9-22f26a6d781a
546304.8628,163786.067199999,1346,E02000163,670d668f-8bf5-474b-9a4b-4667c2628518
202337.8456,52474.9857999999,1347,E02003963,8e20ac5a-d614-4158-8995-18227ef49c99
360731.7482,173997.075300001,1348,E02006888,b075578d-0ba3-4134-85e5-36f7dc45e11b
515475.5468,165745.174900001,1349,E02006325,d6894bf9-43f8-4cb0-a52c-bbc16e803d82
514243.4919,176636.772500001,1350,E02000537,364c8651-f416-4a8c-a786-1ddb9b7069c9
529821.2784,105174.013499999,1351,E02003510,d4bd8736-0845-4e3f-9c3f-b3255ef4b02a
290967.177,65185.5955999997,1352,E02003157,83646a88-b830-4930-8022-20a7f9832bf3
534379.3111,158181.6611,1353,E02006429,d4e693da-00b2-460b-9d6c-74cea49a2321
537396.231,188868.615800001,1354,E02000910,dcd4216a-ed12-4593-9e38-44cd68b5fb66
476071.5136,142308.444800001,1355,E02004697,a70c9f79-e22a-4f6d-adba-c449e0d54009
594848.6325,173399.123299999,1356,E02005117,84b45da3-17e7-4ba9-82be-8e130e42e724
542940.5333,175022.554500001,1357,E02000339,cef3dffd-31bb-47ca-9c8b-08e6d74ed5ca
478700.2208,176015.1774,1358,E02003440,47f0510e-da8f-48a0-8d25-0083767083c1
507691.547,147017.227399999,1359,E02006361,ba4019b5-4267-4c5c-b409-3f9960e2698b
534354.6314,177518.1723,1360,E02000824,80576b38-78ad-47b6-9497-55cfffe01268
512203.0355,180343.949999999,1361,E02000263,42d7509e-c1e9-4192-a97b-da062088e945
576307.9051,165532.8585,1362,E02003340,f2331795-65ea-4839-911d-c2581e9a70a2
517391.3342,182132.2433,1363,E02000250,89fcf37a-a283-41cb-8968-49b06d0f2ba7
523715.4964,181382.686899999,1364,E02000579,d25eb375-1e57-4ea4-8f6a-01e4c7dcc776
293719.2334,74044.8631999996,1365,E02004208,5b0c8051-482f-481a-ae36-c5d75e5c78f2
402205.1928,156364.962099999,1366,E02006641,99aa8c4c-63b2-420d-8f8c-147cf438db46
512466.1421,106343.6785,1367,E02006621,22525306-dee5-4cea-96f5-bdf9568677ae
526873.5308,176292.973999999,1368,E02000926,1c64c34f-5f6b-470f-9584-f615843cbe1e
414243.7983,190002.4038,1369,E02003219,259e235e-7c65-4343-8384-6a6262ec806d
189507.6372,44667.3469999991,1370,E02003912,35ef8e83-23d5-42f7-afb7-b912d117e9e3
449650.7478,95505.0225000009,1371,E02003581,aa7d945e-340e-4748-87d0-f46741cfb5cb
295153.7818,112519.236300001,1372,E02004168,28456e83-4931-41d8-9ffd-773a4468b69a
576511.6316,164255.903000001,1373,E02003347,3b35951a-2f0b-4ac0-b352-dec1b48112ad
527520.2169,196144.023499999,1374,E02000026,a23e8ae3-01c9-4329-93ae-7f5909fa5893
546455.1028,187862.4079,1375,E02000772,790313c6-d579-4d8a-be98-56d24275fadb
542274.1237,159016.681,1376,E02006789,84b8f63e-b595-4beb-8705-76929d7a0eed
524816.3786,186337.861400001,1377,E02000064,4d43a745-b509-42af-b327-edff8254cbaf
529752.4085,189177.030200001,1378,E02000418,2d07d722-cef1-4347-83e4-4e0fc8ac8921
515150.5708,190244.456800001,1379,E02000443,3771407e-2a51-4438-b6c5-d1ef8399c772
362402.6159,176429.119100001,1380,E02003023,3c8a0535-e425-432c-8082-aacbac3ac549
359675.4528,176668.4912,1381,E02003021,eefd9967-1935-43b3-b4e4-549ce894ccb0
290452.2302,91641.4443999995,1382,E02004160,b490b411-d173-4c10-b7b5-70ac3d1abf3b
303455.6706,111349.5891,1383,E02004169,e9708487-9e7b-4042-a1bb-78f362245feb
288837.8063,57566.4522999991,1384,E02003169,f6194329-489b-4639-8565-45d44997e5d8
581391.701,164362.9352,1385,E02003345,05f43abf-ab5b-4668-9675-cee1a6d3e7d7
480737.5497,151311.4571,1386,E02004760,cb1ff6b2-c110-48c1-b32f-aca839dc6b1a
292007.3123,55133.3840999994,1387,E02003171,02b99fc0-7205-446e-a6c1-fb5b83894259
535067.871,181591.2291,1388,E02000880,cfbe3848-a76f-4c34-b645-226da0033917
572573.833,121090.452500001,1389,E02004394,efafb238-5807-4031-bab9-195669989215
599200.6795,171140.0867,1390,E02005120,c11000bb-f5b0-4ea9-9ccf-3a7f536042dc
495248.8602,105055.9574,1391,E02006544,9d1e9f86-cae3-4956-89be-757e4a8793dd
331499.9841,150781.4693,1392,E02006062,73f6613a-3302-4184-8a16-f35f710df1b7
411052.6731,184239.9068,1393,E02003229,6e75c7ee-3af9-4a2b-bb6d-436b9c43ec83
522268.7036,178695.2105,1394,E02000382,5d2dc238-9992-45aa-bdbc-81730f4a55a8
413247.055,295549.572899999,1395,E02001832,a01ee082-2098-493a-bb90-efbd919eed99
535923.2506,185548.507300001,1396,E02000359,6447ae97-ae0e-45dd-804d-67c384c3ada8
575411.2514,166849.502,1397,E02003334,f068164f-4c61-40b2-80d6-ceecf9ff30b4
249995.5755,61023.3680000007,1398,E02003122,29059a7a-51e8-426b-9a7f-6ce691a309b9
545256.3849,154212.8248,1399,E02005099,82364fde-4174-49a6-9ed7-a926fb07ef11
546830.1664,171887.4142,1400,E02000091,c4956d3c-b252-4f63-92ce-f4cfe9dbf7ee
570060.1862,161754.4888,1401,E02005150,c7bce543-50a0-4147-9884-04b875fb17bb
373447.9457,164472.7424,1402,E02002997,d0566e71-956e-4d04-948f-dcd3637ea9c0
524910.6275,182503.3181,1403,E02000964,07febe56-26de-4426-a72a-555eb8da240a
514731.6271,183423.222200001,1404,E02000243,fc6efec1-3758-43b0-b8ca-fd4e3af35643
493196.9644,99124.1391000003,1405,E02006558,64358557-aa16-495d-9638-9c3f6b68c8c9
387752.9125,151552.5089,1406,E02006690,f30d3234-40a7-47b3-a470-71f7ce85e6ba
407025.5945,294096.901699999,1407,E02001839,1033314c-f5c9-4378-abab-d1079f256c55
408455.974,278760.2871,1408,E02001948,487b49a9-0396-40bc-9c61-a4911244a7a8
540180.2923,168627.143300001,1409,E02000144,57512ce5-473a-4c50-a55b-423c83a71e77
516207.1313,191834.0887,1410,E02000435,38fea14f-97e2-450e-a09a-f8c60cd190f1
412266.0525,92151.0087000001,1411,E02003187,452060b9-6a25-42d7-8cd1-9fac23640851
486830.7799,168279.650699999,1412,E02003358,1e1fa9c7-7ca2-41c9-a965-99ccc3c79a4d
545716.4819,164831.3729,1413,E02000161,3cc43ddb-2037-4ed4-adb1-0461a4b13ded
295607.6269,89217.7880000006,1414,E02004163,b8d7e195-1398-40ba-bccf-edb8f4240b2a
540461.5144,181961.5965,1415,E02000744,7e96aba6-6bc5-4519-a3dd-2f4e8bd51f74
452636.128,106161.117000001,1416,E02004733,41aa6dd2-ad3b-482d-b8c0-e4c079f1451a
536412.6068,168611.3923,1417,E02006787,afd0054a-b380-47a1-911a-545319d451cb
520716.708,189129.0594,1418,E02000094,479ece13-7c3b-4e6f-a253-d07788767703
203597.129,57876.2196999993,1419,E02003957,5392e480-eecf-4e84-928e-9f8ecb6a3fe8
469482.9603,111258.6753,1420,E02006831,33e866ce-e729-439d-b0b8-f5f02983f5b8
575619.3313,108411.809,1421,E02004399,a4f9ad49-7683-4db7-9d1b-991504de56c3
455490.7584,117293.9889,1422,E02004840,d100e85a-967e-48d1-ae59-d836b6d60882
170169.0156,41773.9306000005,1423,E02003920,78b932b0-9761-4aa5-9e96-b88dd3f09341
375751.2874,164467.7883,1424,E02002996,c4786d14-6a8c-4da6-8998-36383730127f
341468.6382,163828.287599999,1425,E02003078,4225e780-768a-429a-84e2-c313a83f8f71
483713.1404,145431.822899999,1426,E02006444,15853c0e-0494-4ae8-b7dc-835a1ffe5b2e
532827.571,185848.773700001,1427,E02000356,cbdf984f-a624-484b-b942-70b5add99f88
548469.442,99077.4306000005,1428,E02004391,8aca836c-7b9a-4454-b1ea-671b7e383b23
402202.1889,277140.4494,1429,E02001957,db5de65a-c52f-4a85-b1da-6dd3429c0094
420045.3975,192788.6176,1430,E02003212,08ada822-4aeb-472e-abf5-ec5741a2408c
354252.1586,178124.0414,1431,E02003014,37e0688d-5fe8-4b20-bc9f-f631e235b2ba
323928.8597,122549.296800001,1432,E02006112,4ef1728c-a045-4abf-b768-310c7e70e615
540300.4214,150992.905099999,1433,E02006434,90340b1b-4e40-4cee-9de8-bfb60b9fe467
537301.44,171605.3484,1434,E02000686,5c2f409e-a80f-4d1e-8467-89afa3076ead
531011.5891,190972.694499999,1435,E02000403,c851cccf-bdc9-4a51-8c2a-bf0738f52cdc
404723.7692,282709.749500001,1436,E02001922,f2f05b06-6b75-432a-bbec-4d727a478a58
479839.9403,165483.7301,1437,E02003457,3d57b893-f144-4686-8453-29744b1c0c8a
524535.1312,176166.8215,1438,E02000395,ff0c1ce1-8537-4f20-b444-d7b00839e029
405392.5684,293650.052999999,1439,E02001842,0e6b0103-ece7-4e92-ad34-9eebbc3aaefb
532362.0368,187567.788799999,1440,E02000346,47b831c5-a5bc-4f36-a44c-56a8e5952c29
528840.3743,105340.9584,1441,E02003509,ab93b5ab-a487-4cc0-8903-ac3f85203c5c
577034.198,166882.227499999,1442,E02003333,1ea27e56-aaa0-49a7-b86e-b29e04e0d88f
539136.8845,193167.6031,1443,E02000897,96a322de-6021-4742-bd06-27afdcfcd77f
480006.5291,168272.858899999,1444,E02003454,e53fa236-fec0-4e5f-a1e2-c8cd69eb6706
506152.1811,179445.595100001,1445,E02000522,71ef9d77-1c4d-4b97-a38a-7b655ca0a794
521679.1832,105092.929099999,1446,E02006538,42614b8b-c37a-4247-8713-75dd1dfa5ca9
537279.9384,165209.100299999,1447,E02000218,724e13b8-698f-4df6-869f-33dd7252e445
511201.3553,115293.692399999,1448,E02006602,ab5ea96e-5912-437a-ba93-8e4490d7122a
544153.8834,185150.361300001,1449,E02000783,a60dc609-6bd6-445c-ae01-47a9d892be88
515620.1109,172467.2819,1450,E02000799,6754a5b0-d8b2-40e8-8c50-caac92647fce
375988.4641,166732.8105,1451,E02002988,6ee8560b-ecd7-4099-baf8-609242598738
536115.663,175627.395300001,1452,E02000662,f0e0ad07-6ee9-45d0-805e-8f9c21b44d99
301483.3872,81002.7420000006,1453,E02004148,e660d9bb-42d5-4945-a335-e78cdc0969c4
367616.6651,154085.4794,1454,E02003010,5de92dc1-0c29-4221-bc1d-5c2315b62969
372920.4523,175080.9431,1455,E02003113,890478c9-0429-4ace-8eed-e70b6b4ead63
329850.9215,137397.795700001,1456,E02006069,0d165743-907a-4790-821f-ff751ec6f4a9
467340.203,173302.351,1457,E02003397,afefb936-d114-48b5-af31-2b830be265b5
527507.0683,175622.0833,1458,E02000930,d9d23371-aaf0-4bbb-8444-97a6095d00d1
372817.6347,166635.400699999,1459,E02002989,4564ff7e-9d83-4599-a112-af0dad508908
359890.8318,174470.979,1460,E02006949,26349baa-948a-438a-90ac-6d5e18c3ad0c
525945.485,196361.4102,1461,E02000025,5cd6dff0-52e2-4b3c-b4b2-f8beb1c32e63
523260.2113,157438.710000001,1462,E02006379,0d155f27-9b48-45ad-b38c-f2d0094a1d08
250227.5521,56002.1921999995,1463,E02003142,dbc6d69d-5de9-4915-9205-4a220f61e091
309706.8269,290767.2283,1464,W02000105,dee27976-511e-406c-bb0d-ac8cca19e1dc
362607.7358,187978.455800001,1465,E02003093,be9880ca-b97f-418b-83d0-a174bf907db6
451742.0192,149419.6198,1466,E02004696,139f3922-456f-403c-9b79-f5fc19c656d5
622003.062,135868.4113,1467,E02006880,58d9818c-9d2f-458f-adf5-d802123307f3
390736.1796,163451.2445,1468,E02006680,04d9ab74-ebb3-4370-b112-6893c6fe72da
524079.9698,173604.8489,1469,E02000944,4aab574f-7d30-4427-bb48-492822d49d37
484947.031,170222.705499999,1470,E02003353,5b8b63ea-2331-4fa9-9ed0-6f64548b8480
471510.7338,100280.362600001,1471,E02004776,b15151b4-a8ed-403d-a477-66f298804a4f
535704.5781,184225.971899999,1472,E02000366,b003bbd2-d708-4768-9ddf-c11da82f2fef
530137.681,160909.286900001,1473,E02000231,0502e51f-c144-457e-a951-c19b08cb97f7
527035.8873,182138.0463,1474,E02000968,655a5980-97f2-4fcc-bcec-c2433981e239
421376.3511,93987.8959999997,1475,E02004238,ff4d6008-5d19-4615-a3c6-91a52a39d040
