X,Y,FID,MSOA21CD,GlobalID
336144.2508,395537.0836,3498,E02001352,86379f2d-54fc-4f2d-9d0b-86f919bc8dbf
357096.7248,400515.010199999,3499,E02001318,658bc517-1ed8-4a74-9bb3-4d57205f3df8
423636.211,438773.108100001,3500,E02002350,654f1236-a778-4261-bba7-399386454d12
394068.4814,400159.440099999,3501,E02001234,a3aee95f-a6f4-4316-9b83-c99bf01fb406
358561.7181,399441.856799999,3502,E02001321,914b9c18-dc1f-4494-b5b7-5c1ffbf367c7
417835.1098,287054.8181,3503,E02002086,4e84b92c-7b3b-402d-b65c-5c42099c552c
422749.697,426561.3686,3504,E02002272,4b91b556-ce9e-4e7e-94c2-d8188c7a95ab
398992.512,427522.3167,3505,E02002247,105ec2df-5488-42fd-afac-7df5480b3cc0
354088.1047,394588.594599999,3506,E02001422,f7805d68-a78d-4ef2-b435-347a02c0af57
413060.4405,278290.044600001,3507,E02002102,e61f87af-405e-47a9-b5da-122b6c2c3d0d
410371.7158,339585.491599999,3508,E02006131,a4a00b0f-be96-43e4-b22b-0d47f1f41d4d
395988.5879,288190.989700001,3509,E02002067,b5eb02cb-6544-42bf-a426-d7aa1a4f0b6d
382841.8192,391831.5655,3510,E02001086,72034776-b230-461e-af78-07dcc9574a4c
414873.2653,432412.183599999,3511,E02002226,aadc115c-cdb5-4ada-a346-a8c798d6ee34
339699.6604,391262.9113,3512,E02001375,f8e2086f-9189-4c0c-a57c-69d578d1f48d
375416.0977,405005.1087,3513,E02001017,ff42c7ed-7103-4a72-8502-32adc50e1959
334632.6141,392356.185799999,3514,E02001368,cebc18a4-54e9-47ca-b902-db4943203d49
403359.3609,439076.972999999,3515,E02002196,e441d7f2-575f-46d6-a132-2d48ab6decd4
408335.2941,424158.827400001,3516,E02002259,ec7660b8-0721-42ad-8568-62a165739077
382166.9765,393660.6006,3517,E02001077,5f248538-bed9-4a64-b61a-4bc41045dee2
432230.2658,435132.091399999,3518,E02002382,cd7a036b-22cc-4744-abeb-c58bf7823cb2
341829.2181,393017.0309,3519,E02001363,7fa49cd6-afdc-46bc-895a-d7a022031d0e
404823.6991,243514.8511,3520,E02006763,2f9c3b19-8441-4f74-995c-e0cb4a088f63
377372.51,390151.283,3521,E02001278,e61cf17d-f765-44b5-a4e2-1acf3199db16
451934.3605,392573.999600001,3522,E02001595,e030cf90-66db-493b-b630-72baba7ebcd3
429951.4577,425587.352399999,3523,E02002436,03cb9282-0e2b-4751-afda-7f3cfd04e1d6
443674.5854,400319.5688,3524,E02001579,7e5980a9-d44a-4985-8c77-99d71a59715c
357721.2882,395962.625700001,3525,E02001415,da7fd2ae-e738-4bc1-b6d3-726967f8949d
439949.747,427311.3719,3526,E02002432,0496848d-6db0-49d1-ade3-c5c0f83682c2
391551.2603,287162.609200001,3527,E02002021,ec8dd490-5bd6-48be-8dfe-8aa38bdc21d8
336450.171,390298.3452,3528,E02001377,6acabc53-f023-4443-b391-c204d39d00a8
386297.0385,401095.3718,3529,E02001053,bd2569d8-d61c-4c5b-a8d0-5f3b8d470bc6
350465.3533,395389.140000001,3530,E02001417,48400a13-4e79-4cb3-bfe7-742ef106d741
355783.5762,403033.4461,3531,E02001307,dd5cc295-69b3-4292-b47b-9831b70c130a
395451.5671,269396.9717,3532,E02006708,0275e104-486a-44c4-b8da-ff65c38cd9f6
420187.5574,445249.179099999,3533,E02002333,77457ba0-dc74-42a2-887b-fddce1952172
439175.0648,410543.789899999,3534,E02001511,2686befd-7fd8-408b-ae59-5bb9a846b82d
416045.8308,431612.413899999,3535,E02002230,df5aec35-ea80-4b01-aede-9a1d4dd1d3bb
414170.1899,414706.188100001,3536,E02002318,44c35946-4f12-4d60-a39b-e5e7ffceb738
403140.6999,301104.3135,3537,E02002125,62e68a13-12ef-4421-a50f-a66d62288d7d
433710.3511,424411.988700001,3538,E02002443,f4f31103-5d43-4a0b-9ee1-6a0a3424294a
338597.1047,397236.781400001,3539,E02001347,a9cfac79-2352-447a-af9d-2095bce61165
350452.332,393365.842399999,3540,E02006935,7a94a02d-f438-411f-9e27-030c4b60bff3
385588.4025,398188.2258,3541,E02006984,d16de4b0-65bb-4a74-a235-d2cf56f0e470
372151.9928,407518.595899999,3542,E02001005,a7186549-eef3-40f1-aaf4-a8d247107774
332697.3478,386689.612,3543,E02001493,8377f277-2ca9-4bcd-be35-a69a9c8079cd
447958.3621,392448.8073,3544,E02001596,f0f9eb5c-18af-4aad-892e-b4b3c288d5b6
419666.116,420862.3409,3545,E02002291,138444fe-bac1-4719-8555-61ef860cd643
388815.9629,283604.4087,3546,E02002037,623caccf-cce1-4810-bc0f-1c43968f1c9a
334662.7506,381879.2234,3547,E02001505,03db3b5b-d89f-476a-aecd-aca6be651819
364345.0773,410950.771400001,3548,E02000990,25c20f79-df34-4928-9498-8d8126af5495
380770.8771,405716.4866,3549,E02001038,478888dc-9212-4417-8b9c-89e947cc2d46
377882.8015,407411.6613,3550,E02001034,f4f174c6-708b-4869-86a1-9f715bc350ef
392887.3817,408034.8489,3551,E02001102,7a0cc814-e5da-4f3b-b98a-58a8a995c4a9
335072.821,390417.607100001,3552,E02006932,8b10619d-e058-475e-9e31-29cca92c8350
385638.1313,394025.486400001,3553,E02001076,df40024f-3472-4ca9-a449-0f70797b2717
382955.7692,389953.6702,3554,E02001090,75af2ff3-5bc6-4d75-94a4-0cead573b2bc
340168.3015,395507.805400001,3555,E02001350,a0207ea5-113d-43c0-a5e1-53ec53dec221
455649.6045,400668.6527,3556,E02001567,6adbb782-5d72-4746-9060-5e2924a546ee
461857.312,408131.741800001,3557,E02001545,bcf81948-0141-4ee6-9557-ddb6a62a94f9
424170.7428,434802.925799999,3558,E02002387,818b08e3-d00c-4e99-99e0-4a4470a3532b
413202.185,431541.730699999,3559,E02002231,b38c3743-f3e1-49f3-8ba6-89126341f823
390963.3599,302920.333000001,3560,E02002150,9a1c3df3-1bb3-4b6b-a0b5-bc0c2d13dad8
389776.9588,412264.164899999,3561,E02001146,e78fbecd-7410-4c04-b487-142197d5ee2c
390774.0248,387893.187200001,3562,E02001213,0a52d016-625d-4667-a51a-391ef97c8d2f
420442.5768,305430.212099999,3563,E02006217,4227d13a-c01a-4b00-a53f-30d119f63db0
408289.1014,442304.533399999,3564,E02002188,70745959-50e3-4d31-a3f2-ece2c91b9d79
386008.0016,403386.082,3565,E02001046,289bbe73-c0d6-4803-a04e-18cff24ac2ba
443271.7645,392707.719699999,3566,E02001594,e9e90611-152e-460e-a68f-b64d84f08f95
437745.7288,278347.639599999,3567,E02001990,3beeb814-f498-4cbe-9877-9f3da37d0290
336080.9259,417318.910599999,3568,E02001433,e0ee1298-2057-4a46-b535-04e75587825f
427251.6813,439610.578400001,3569,E02002345,853a853d-7619-4c9f-bb6d-ee7891166863
377344.8511,399257.3784,3570,E02001176,b27e86e1-c70c-4f1d-b8a8-bafd69305887
386974.7325,353531.4649,3571,E02002951,922c403f-7de3-4c5d-9160-c7e98d39d7ca
332662.8669,399456.1239,3572,E02001453,36a5474f-ca49-464c-bd55-7ee0c5b953e7
465223.3883,401015.9539,3573,E02001564,41cce1e7-95ce-4ee5-a2a9-95d5f1d89a2f
406315.4864,309835.774599999,3574,E02006148,d255c7d7-5429-4a73-8c12-11f812ed1adb
390555.1198,414003.7355,3575,E02001139,0c8b2ccb-500c-4725-a8e3-ca2e9e5e342c
377203.4838,345155.780200001,3576,E02006170,fd10e28d-0b9c-4468-bee5-3a88f3cd64b1
347690.5099,392209.191500001,3577,E02001335,0a868d94-0780-4caa-9ac7-8bc0c2b03df3
332744.6412,415635.5965,3578,E02001437,b171beca-94cd-4de2-b20e-7dab07cd7d8a
341772.3549,390827.2721,3579,E02001340,dc51f0c8-ce9a-4264-b75e-1a2d295c0f6c
400303.1811,287054.876399999,3580,E02002074,8205200d-2dc0-4da8-a1bf-1dc80fd8d625
426381.7743,431724.446,3581,E02002412,a2e0aae3-2f28-4d85-857a-6d5af5a545c7
436777.042,277495.507999999,3582,E02001992,8f76ca76-f299-414c-b935-1d4c5f57e0f7
381466.6076,407092.554099999,3583,E02001035,34801cfc-231c-4e0a-a027-d1992a7b07d3
413448.0625,418722.694399999,3584,E02002297,142531e0-b943-488e-9c7d-b9788cd60979
391408.9939,325859.1587,3585,E02006193,b7a671a7-9054-40d9-8f55-9e1c2323bcbe
381448.8105,271477.5559,3586,E02006779,426c2909-0866-4dd6-a5b8-5d1d30c7cc4e
424455.0975,419998.0678,3587,E02002294,9832f49b-5cf0-4c56-8f97-fc71488072c6
397179.9426,272858.5064,3588,E02006703,10c50f37-88d6-47ca-a50e-fb814c7bbe74
394671.9921,403678.887599999,3589,E02001123,b11b414b-3331-4684-8202-67716219067a
444749.4361,410728.7994,3590,E02002482,1294069b-dbd3-4870-964d-faef8775c3a7
436572.5596,276587.0448,3591,E02001996,08f6c9b3-4f94-48a3-9b44-8f396c150886
393519.0547,343798.67,3592,E02002974,31d80fa0-d74a-499e-a732-243ee5fb1d22
395039.6533,396082.526699999,3593,E02001248,b959f35a-6736-4ac0-9d1a-0c52c89033ae
435644.9345,291874.6483,3594,E02006479,7132f29e-1581-422d-bcde-2d8de59f9925
386417.3263,310647.579700001,3595,E02006176,a0d7913e-350a-4d34-92ed-3c5882d6fcb4
387749.7557,403086.719599999,3596,E02001047,439f0d94-906f-4abc-a490-608f9a48dee8
402063.5873,303953.481000001,3597,E02002112,18731589-4769-468b-bbae-f2c822d590e4
456672.5856,406629.249,3598,E02001548,da7ea575-5d7e-4df6-841b-8eb443d3127c
392467.792,305617.9257,3599,E02006179,96bbb2cf-232d-4e17-8b40-899e0f8f2871
378574.8768,394952.275800001,3600,E02001264,3346027b-d507-4b2e-bcae-dafc4cfebda7
379843.3834,394587.4246,3601,E02001269,2d1c4384-822b-45a2-b85a-b5a2b2a075c0
429101.4644,431994.6854,3602,E02002411,6cf508dd-9018-42fa-8178-83781f1b8f7b
459500.39,404976.863399999,3603,E02001553,b4f9362d-1e17-48df-b58a-2f5f6c3b68f5
344151.2091,392202.534,3604,E02001336,8b29609c-12b5-40d0-90dd-4e9494d2e632
445957.4715,385483.8784,3605,E02001607,4e5d6b2a-a852-4d3d-995f-bbe7d45ae31e
428834.3688,419272.1995,3606,E02002466,754c0307-b8be-48a9-a030-4fff2fbad0c7
411056.9878,416830.343,3607,E02002308,879e398a-cecf-482a-b2a5-619bb7607d6d
390569.7373,347126.3466,3608,E02002964,348c21ce-3466-4638-afa6-6b073ad5aea1
425071.7044,440307.742000001,3609,E02002342,cf264cb6-46b2-4271-8702-227a53226be6
418107.9442,436311.763699999,3610,E02002208,7652f5e5-0af1-4b6a-b378-ec8adc3d85ff
428919.6173,266253.5119,3611,E02006526,69922fea-f78e-41b3-8dab-e59bf3322a2e
413616.0236,281338.777899999,3612,E02002094,e1b2aa10-0620-4fcf-bc79-ec42287bf326
410028.314,245712.059900001,3613,E02006758,d12a731a-83ab-4f65-bbde-b90dcd0f86f9
408299.9018,425288.8314,3614,E02002255,7c9a21b6-ff52-47cd-845d-7fc37d74b38a
393128.9969,390836.382099999,3615,E02001198,a3f6bd76-14ff-461e-afc0-fcb9a7bad2b9
436225.8053,428753.8627,3616,E02002426,7980f9ca-42dc-4ae8-8751-cb3248de4c64
403579.2004,296981.8192,3617,E02002144,2d84626e-00c7-42d8-ab14-f70ce3f778ca
394336.0938,404894.987299999,3618,E02001116,e25952b8-9761-47c8-89f2-5ff4c15e54db
393754.9533,339977.1687,3619,E02006188,111aaafb-4507-4ae7-b073-944a882874e6
433886.2356,286221.552100001,3620,E02006490,7f5f9ec8-a9d5-4213-a111-2f824b185156
385697.0328,398999.511399999,3621,E02006983,79964091-0bd6-46ef-8c6e-38ddd58a80cd
390428.0639,263018.7783,3622,E02006750,a8fa9e5f-5242-4db4-9f14-658070d04262
391391.9218,321315.514599999,3623,E02006200,eea24402-858a-4336-aaae-1cc6dabbea3e
388726.0605,288013.1029,3624,E02002018,a9562bb4-df78-4e22-8fde-3df925bf7b38
423304.7903,433772.1151,3625,E02002397,7bec27dd-48f1-4c01-8d85-3dea7aee4b06
378207.8229,410435.4002,3626,E02001028,dcf14404-0373-496d-87e1-b26a066cf2ee
390229.3316,288948.4934,3627,E02002015,3a89dfc4-5b12-4dd9-b065-449e4b761904
414984.8732,415718.0382,3628,E02002312,50039629-9180-4739-97de-4a428f509f51
419368.9216,413175.452099999,3629,E02002321,be1c0d52-5ece-439b-a2ae-53bd7df71074
403459.5023,264916.183,3630,E02006732,8fe2db36-979c-4f8b-bb74-e41ebae0b72e
383331.664,398881.972200001,3631,E02006959,83563ee0-facd-46c5-bb26-821add851005
436672.1729,293358.575099999,3632,E02006475,bb82fdb2-f4e3-46b3-a87a-f3eae68d756a
339918.199,388575.309,3633,E02001387,56fb4b40-9def-4f31-b77a-6d633434d993
383489.9339,386784.1516,3634,E02001096,57601358-b407-48b8-ba11-d26823227297
391682.2955,402428.497400001,3635,E02001127,f943fd7e-cb99-4961-8d42-b7f9c70784df
448637.4238,423479.749199999,3636,E02002448,d2f3d2e0-1d69-4782-9edb-0d42b4affbc8
388683.73,350152.4495,3637,E02002958,77cfc410-6ac1-45dc-a059-0facab796878
416907.6805,286835.740599999,3638,E02002087,86a91e97-b6c5-48ee-a869-ecf9aceec98c
444936.9223,425178.162799999,3639,E02002440,b16eba57-e457-4006-8fab-e8198470ef86
424742.063,324636.0941,3640,E02006138,a5a16ded-8746-4ca3-adf5-97ae4ad9a856
441805.1018,424823.3409,3641,E02002441,50cd383c-833c-4a0d-8407-1f603ad6d25c
405029.9185,303906.714299999,3642,E02002113,13e24f82-da48-427c-9c0b-b157e36f01ff
435849.5236,437650.960000001,3643,E02002358,9cf40504-e32d-4dc7-8866-ea8e2259cc9d
398063.6704,246604.2491,3644,E02006757,17f0154d-ae17-4f2b-9fd3-bb2d3776c865
434102.3338,281731.759299999,3645,E02001966,d09d67d2-cf8a-4872-8db6-8918e01f32d3
365075.2408,401683.899499999,3646,E02001313,f7c7ea8c-c393-4efb-bd75-04bc4dbc7e57
428940.49,271087.1152,3647,E02006521,9410bcb8-e316-4ab7-bb6e-fdde98a31474
338029.0733,387569.293199999,3648,E02001394,f7e56941-44af-4739-bfd8-9b4baab95d74
404408.7301,293617.762399999,3649,E02002053,789e48ef-45b8-4592-9b0a-e4cf2639dc40
397025.3899,300174.346000001,3650,E02002129,18e5f321-e244-495c-80e6-f2c170c2f097
421519.2777,300996.7743,3651,E02006225,73c2ca4b-3dd8-4470-966b-dee614a99c4e
379113.4356,246437.292099999,3652,E02006716,c0025d5b-ed71-4898-895e-9360662df5ca
394865.7694,287992.523700001,3653,E02002017,ef5758ee-3f7a-4f3c-8a09-ade575268fe9
394120.9017,401090.9725,3654,E02001230,09523ea9-8c9f-4996-8e83-cdd159862f48
423031.9906,425110.676100001,3655,E02002276,9d850511-8636-4e39-b5dc-965299270579
339450.2457,386184.2783,3656,E02001399,9314ad3c-97f5-4903-873c-205c2f8d9bca
324140.9346,389919.282299999,3657,E02001479,6091a8a7-4ea2-4916-98fd-6d7ced675043
391022.2544,283244.821,3658,E02002039,22f0386d-e5f4-4d3c-91a7-ad932fe0638d
366889.9122,400460.214199999,3659,E02001317,7f1365d3-176c-4b0c-a557-8ad360333960
389375.0038,341566.9934,3660,E02002982,714f56cb-5c5a-4794-b46b-7d09964178b9
331118.5614,392800.617900001,3661,E02001468,5ccb144d-d257-45fb-9758-721d292578eb
400596.8692,285889.451099999,3662,E02002078,2c6e47fa-fd7f-4960-859e-45ca6dcb5c46
410469.6889,270095.964299999,3663,E02006504,d4dfde83-d653-4111-a32e-37d746ef01fa
442015.3326,389977.320800001,3664,E02001602,246c9dc6-2d7b-4a4a-b8f5-6c0974676006
390335.5837,395198.070900001,3665,E02001252,c117fbbd-b6cc-44fb-9490-573bc3994a43
429917.5151,438133.239600001,3666,E02002354,f80eb18c-f0d4-4fbb-a400-0ac8d63331bf
330220.9901,386308.367900001,3667,E02001496,dc20e0bc-2a10-4ce1-bf65-f75a490fc7dd
348388.5931,393550.8544,3668,E02001423,40b79195-53fb-4d80-b692-7ff2d2335123
430198.9508,279814.386499999,3669,E02001979,43544e07-f532-43e3-ae6f-d404522cc7e1
339363.9792,390174.742000001,3670,E02001378,3cbbfeb3-d51d-464a-ae55-5842a4fbe9a7
377345.7675,247927.1395,3671,E02006715,94676ab1-2cb0-4e2b-81e1-d0e132bbd0f4
439174.0096,258904.030099999,3672,E02006508,c748d7ca-8306-478f-89b9-9c5c1eda0b95
416111.1639,289740.486199999,3673,E02002083,92e0ead5-791f-4e57-aea2-5edd91fc622b
343710.5635,390354.3281,3674,E02001342,0db27c84-2d5b-4db7-8a25-8d5f3f15bdf6
388800.6165,286380.506999999,3675,E02002023,d58a3b30-0f1c-42f1-9aee-cf037e077e68
428472.7105,405597.4748,3676,E02001524,a50effa3-af40-45ce-98cb-38978f66b58f
414649.1946,424804.413699999,3677,E02002258,39f92d43-d0b5-4e19-9a62-250e9986a44f
373100.9866,412751.123299999,3678,E02000985,5d0d0b29-a142-41a9-b5ce-b52358a1d992
466379.1353,408866.219900001,3679,E02001546,e049e529-f321-481a-9d8b-a76d9ebeab99
396118.0132,303528.5241,3680,E02006180,4758987d-827c-4ae3-ba66-706e04f3f5ac
428307.0025,425406.8924,3681,E02002437,4b3d20eb-ace5-44aa-ac2e-579fa02335f2
389711.0942,284213.088400001,3682,E02002034,71005f7b-6dcc-4240-9aaf-d802c8019f0d
420351.617,304524.096899999,3683,E02006218,67748e76-f7c8-4978-94b4-6ca793917de2
399438.6859,302609.7347,3684,E02002117,b36d544f-3ba2-42b8-8399-6967ebb3be29
414731.3929,430497.343800001,3685,E02002236,8782001c-6100-4306-bbb4-c7ef0014167c
422900.2706,422496.2436,3686,E02002286,990471c9-35b7-4ad3-9521-d9f1b2b80b66
404089.2235,266782.645099999,3687,E02006726,13d6322c-adb2-4c82-836a-b5862ecd6ed5
396292.108,299063.8199,3688,E02002134,3b35ef46-b97b-4222-8e79-11407badd6e6
384338.6061,393430.703299999,3689,E02001079,645a6432-14dc-48a8-a7d4-a2aa4d60c71a
386477.618,405799.386,3690,E02001155,5134cd1c-cb47-4c11-a2f7-9e0752f230f1
435201.9443,436692.0901,3691,E02002364,8aea1142-680f-4b41-a869-bb5d95ce0b45
353099.7873,404032.361400001,3692,E02001304,2a53635c-8c07-4a7d-81fd-030642113ed7
382840.1306,320900.9234,3693,E02006202,5139d018-8d63-4361-ba5d-35556b727709
349473.392,390766.078,3694,E02001428,3eb12bb1-0862-4f16-99a6-c9be01e771c6
432474.6949,263306.0473,3695,E02006533,fb165f77-3fe2-4836-a247-6236646f22af
389779.2073,261644.086300001,3696,E02006752,5ed3e9a6-4b1f-4052-ba93-218ffc107c67
442941.0745,412865.3024,3697,E02002479,1d044af4-3bac-4746-8c93-e9ef357742e7
386368.0979,392247.784499999,3698,E02001085,e601cabe-f95e-44b0-b6e0-803342a3203d
421394.3748,254281.751,3699,E02006513,c99b89df-ca36-45a0-b9f6-c8f79947ee08
369592.0776,409117.260199999,3700,E02001001,a3eeba19-9348-41b3-9d5a-25f1f188b885
433110.0536,281512.6109,3701,E02001968,e292f2ba-44e8-4223-b5e7-21c9f8e3afe1
349778.9846,392875.533500001,3702,E02006936,c90bd73e-97ca-4793-be80-ca3d8052a0ea
384694.892,391245.359200001,3703,E02001087,5e6b5bfe-9f61-417b-b50c-78b17a111770
400109.7193,310500.737,3704,E02006127,3f21ea20-7e68-462a-a54d-185873aa9bae
392940.2402,299799.1075,3705,E02002163,027e1345-31e7-46ac-905a-0afad82cd35f
360102.0822,402975.558700001,3706,E02001310,23dd1981-3618-45f3-be2d-bf8b06beb9e7
334127.1657,390852.4604,3707,E02006934,6509072f-a6e2-4dbc-b2bb-6323a9272112
387034.6607,292788.6127,3708,E02006185,5183f77d-2cf5-4b2c-8345-a04b12069809
408720.0209,420829.7042,3709,E02002269,b03a0bb5-abb6-45fb-9f27-9a2b7a534ef9
398791.8025,302686.666999999,3710,E02002118,571a251e-271b-4d2e-bac0-69b307804997
418473.7628,286564.3278,3711,E02002088,01b06d0a-ed0a-4637-bed1-85c313ddd36b
365262.786,405779.604499999,3712,E02001014,3ff972fe-698c-42d9-ad3e-37a8372a134c
399633.9644,313011.178200001,3713,E02006122,a4bbda97-cadd-4f31-9c02-dc5cabac6e68
380159.3242,350366.820599999,3714,E02006162,0ea4f83e-27a3-4fba-8c68-684333cf6250
410603.016,436995.4562,3715,E02002204,29dd7931-3ea0-43de-83bc-8cdcabc52a84
427650.1911,434946.596999999,3716,E02002385,49d660f8-49cd-43cb-a54a-65bff4a1c20a
397290.7554,286703.5359,3717,E02002075,97699d7d-c1d8-4efd-bf89-acd5d21980a6
396985.6554,397993.183499999,3718,E02001243,956663ab-9f6e-43b3-a024-71d43de5585a
398103.4952,356443.7831,3719,E02006208,bcf99fa9-e529-448f-b63f-764a2b0e3de3
409878.4054,410753.9409,3720,E02002325,7affcf68-edaa-416a-9dfb-2946c6f0e960
417945.5759,437458.2459,3721,E02002201,9d5e3ee2-5c1b-49ed-844f-2f1bae37f6a3
325947.2121,384668.6701,3722,E02001499,8f6ab824-19e8-4e56-8395-fb0c1a9ce8aa
403854.7808,243958.020099999,3723,E02006761,77aeefca-a88f-41d0-bf05-3efc578f4129
385839.4807,406833.6174,3724,E02001153,0484cbdd-e1d8-43a9-b4cb-e62fb7ddf0b1
387762.655,389350.748,3725,E02001204,173e1181-a59c-48a6-b24b-af0086ce7e19
386839.2158,390741.319499999,3726,E02001199,08f1b1f4-271b-4ce9-a7a1-b926084959ce
392990.4291,409699.189099999,3727,E02001098,3417c143-d3fe-4bcf-86f8-f4360df64519
392487.1386,386056.9013,3728,E02001221,59654402-12f3-48f4-8d5a-03fbc99bdde7
425029.1978,435705.445599999,3729,E02002375,6c854411-c643-41f5-9cf1-f858b1b1ee02
429194.5579,279787.7743,3730,E02001980,56f13435-d58a-4b16-ba21-6c02794f9069
399544.459,407871.9202,3731,E02001103,d79b0bfc-9c52-4677-a46c-bf6f446b7294
442891.3857,425427.130000001,3732,E02002439,b82ce580-5e1a-4c33-ac63-25871e468292
460934.3126,401201.113700001,3733,E02001563,1591001a-c18c-4d5d-8a72-560c43520372
397187.4317,301982.258400001,3734,E02002120,62f74d7d-6460-4437-88b9-b80db038cabd
410314.676,416009.2849,3735,E02002311,1cb7a7a4-f46d-4766-aa33-c3ece29e4338
394536.8326,246073.5922,3736,E02006759,fc0afb38-6cae-44ac-842b-5a11849f5f07
420392.7806,422869.607000001,3737,E02002285,d788db8a-d329-4674-8285-e5ad4e0195e1
403658.9658,293470.9033,3738,E02002054,866f2f91-259d-4626-ab3b-bd9f63d71569
419057.593,435807.3561,3739,E02002209,86bb8b53-be0b-4774-ac58-38a68ca3c7a3
436425.2207,280948.7565,3740,E02001970,5a7bbdad-a9ca-4c3b-8c9b-2cf29ab6f627
417375.1892,285607.4848,3741,E02002089,720aa259-2f6d-4ffa-805c-2cd90555f4b8
387824.556,348784.9133,3742,E02002961,7c8ed4ce-3f71-4c6e-8c3c-046f68073b9e
384355.7009,401586.0667,3743,E02001052,415fad85-09a2-495c-97f0-d3b639fdbac1
419430.6125,255948.3738,3744,E02006512,7347b0ed-94bc-4492-bfb7-8e1fa90d6db3
433980.2984,406071.0458,3745,E02001521,ce4cfeca-bb34-4d69-911f-9d3030e048cd
392926.575,403046.0032,3746,E02001126,b5594bc1-d7f1-4bba-b2e6-dfbf14b96444
367014.3107,399517.0865,3747,E02001320,a7c95497-49ba-4271-813c-2d44c4a000bf
335975.8272,396556.705,3748,E02001349,1a1a9a63-64d4-4999-88a0-2a888c094a02
407614.1763,429159.3813,3749,E02002244,7de829b5-7333-4a94-b9bb-7d11bb64b9fd
408580.5686,276011.884199999,3750,E02006700,0152cfe4-374c-4894-a67b-f31f7dd626ae
387360.5108,398083.5211,3751,E02001059,65936349-c697-48fc-bef0-f262f63620a3
386728.0546,254836.6294,3752,E02006743,ac049f15-6579-40b2-8a9b-9dcbe47fe0b4
393580.7214,342636.469000001,3753,E02002978,6913fa26-6e3d-4eb6-b839-5acdc83de0d3
372297.0696,406329.682,3754,E02001012,19d76abe-0158-410d-8a7d-f99166373995
346747.1436,392290.0549,3755,E02001333,9e56e818-4388-40bc-9d0d-40ff5c54eb85
412410.2315,415145.5427,3756,E02002317,1bed8f05-c62c-4d01-95ba-54fe855cb4d7
429658.3615,436561.1269,3757,E02002367,dfbaddaa-c3f3-4fc6-b21a-7ced64dee8e8
405112.5608,305679.1667,3758,E02002111,b5dc9cf2-2f2d-45e9-a688-dadc139f44e1
414431.0805,437482.0931,3759,E02002202,975c1780-8c19-42ac-b9a3-a454cac92152
384525.4076,276419.902000001,3760,E02006773,c9bd8dd0-216c-445f-8021-688cedbf867b
393165.067,294793.5593,3761,E02002182,d2f4f229-d166-4c23-8176-285f4f12b1ff
376031.8071,400920.3072,3762,E02001170,ebe4bdd1-e85c-42fc-8b37-cc934da5731d
392712.4811,320832.764,3763,E02006203,f89de02d-fa15-4795-9940-a77fab56179f
387850.9832,352167.698899999,3764,E02002953,d2fef1c6-1e97-4348-8209-08ae81a5a7b1
437447.5193,290232.849099999,3765,E02006484,3a6d133c-735d-4928-9a48-7d827a499c62
336215.1605,394633.181500001,3766,E02001355,797d066d-3f80-4d83-9de8-4547ea9764a9
434212.1269,407534.502699999,3767,E02001518,249d8758-4524-4a4e-8663-c06643c1b7a2
436679.0422,282171.9,3768,E02001964,593d082e-7ce2-46e7-bf02-1f08b237a25f
391061.8902,389863.947000001,3769,E02001201,7f8c45fb-96f4-43a6-9ad7-8f808c34894d
409017.5145,333280.657,3770,E02006133,cb9f1bc5-a4f1-4fdb-afe4-94982e8ea97d
389358.7396,301133.679,3771,E02002157,f1af07f0-6c25-4243-ae18-82682bdaf077
427560.9807,255104.694,3772,E02006511,cc4ce57b-76be-42b2-b240-853d5c9d790b
343710.9746,386325.3409,3773,E02001344,1e5f234b-1e62-427a-9f3e-d3157445a341
388406.5765,395507.189300001,3774,E02001067,afc3652e-87b8-4940-9b75-ad3ac98ece77
395159.0831,385481.7787,3775,E02001224,cb8da6ce-0b36-4002-b0db-499ac1058613
338160.3058,389000.469599999,3776,E02001384,9682a1de-ae53-43e2-afae-65eb78489ad7
433197.2848,278760.130100001,3777,E02001988,822ef9ca-6411-45b8-9c23-1e95b69c34ec
465109.383,409465.433900001,3778,E02001544,c64a93b0-282c-4a3b-9d9e-da619e804417
376816.5021,395672.896600001,3779,E02001260,72c02340-a76c-4c51-a276-883c0ed4dae0
395159.395,400200.968800001,3780,E02001232,2161cc74-eb44-4297-a25e-3aa513a82274
402516.7921,295505.8573,3781,E02002044,0709ff1a-5988-4226-8a4a-bc1d3fc9c218
441448.1549,432778.828299999,3782,E02002406,081248ff-4639-49fb-b9f9-f69be379331e
397940.0883,309361.817299999,3783,E02006129,cdf911b6-73a0-4e80-9e1b-6e6a04176e7a
358254.7382,406986.142899999,3784,E02001292,b5f4e3cb-5202-45d4-b767-81c888e6a38a
394492.6969,297701.093699999,3785,E02002171,854f0c36-0d64-4091-95a1-ecc55ba46b49
390290.8605,300096.333699999,3786,E02002161,01ad65af-7577-4048-99e3-d9eae65e978d
391341.608,288385.4845,3787,E02002016,099c8b5f-04fe-4fa6-9f82-1c7644c73539
381370.4261,403523.4078,3788,E02001042,384f7489-da90-43c0-99b3-2e84304421ca
392322.4921,412702.8244,3789,E02001144,c24ce799-02ac-4f2c-8630-a40584188175
381251.5531,387389.517000001,3790,E02001095,484e1333-b3ce-4f6f-9b69-85fa0ba82248
416902.7932,288141.305600001,3791,E02002085,8638266b-56d0-445d-8d7c-beb07da0867c
