Scenario (Short Name),Licence Area,Substation Name,Supply Voltage (kV),Voltage (kV),BSP Group,GSP,Substation Location,2022 Thermal Demand Headroom (MW),2023 Thermal Demand Headroom (MW),2024 Thermal Demand Headroom (MW),2025 Thermal Demand Headroom (MW),2026 Thermal Demand Headroom (MW),2027 Thermal Demand Headroom (MW),2028 Thermal Demand Headroom (MW),2029 Thermal Demand Headroom (MW),2030 Thermal Demand Headroom (MW),2031 Thermal Demand Headroom (MW),2035 Thermal Demand Headroom (MW),2040 Thermal Demand Headroom (MW),2045 Thermal Demand Headroom (MW),2050 Thermal Demand Headroom (MW),Bulk Supply Point or Primary,Scenario Full name,Output parameter,X,Y,location
Best View Plan (PS),NPgY,ATTERCLIFFE,132.0,33.0,Attercliffe,WEST MELTON / THORPE MARSH,S9 3FA,26.852408476074388,27.182359245058315,27.422998422338047,27.522597318228698,27.338033752480953,27.101372024281105,26.513682874195794,25.65259926187199,23.957846521670838,22.74063954593167,16.90679865360317,9.615342217586232,4.601712493874146,2.0015541972745297,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),438185.0,388383.0,"53.39091023752598, -1.427291193953192"
Best View Plan (PS),NPgY,BEESTON ROYDS 132/33KV,132.0,33.0,Beeston Royds 132/33kV,KIRKSTALL B,LS12 6NJ,137.28328169983956,137.99731881723335,138.47146612180148,138.6413965255743,138.0154922237902,137.25508296554983,135.79916883713787,133.78041011792033,130.13360849874414,127.3347694704369,114.75165618529736,99.11220206622664,89.16184526936712,84.45868592926232,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),427516.0,431141.0,"53.77588236540597, -1.5839569249577814"
Best View Plan (PS),NPgY,BRAMHAM,132.0,33.0,Bramham,FERRYBRIDGE B,LS24 9NT,53.56225192960713,47.77250408844752,47.15083944409284,46.154928650942495,44.767514395303394,42.13228816316895,39.09035145547992,35.785806350384505,26.18253628453357,22.53617471943278,-12.7359128188331,-29.554902474706097,-38.65718777185839,-42.741196437997274,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),444341.0,441925.0,"53.87164437394825, -1.327122197539041"
Best View Plan (PS),NPgY,GIRLINGTON,132.0,33.0,Girlington,BRADFORD WEST,BD7 2NB,69.66043992180101,69.80580857606128,69.71753407908862,69.38563258247896,68.6541313484999,67.86516343298295,66.77626510690367,65.4208492415404,62.065009671409854,60.03756748806717,50.852304740967114,39.637761002958385,32.84756212876272,29.597791879997843,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),413929.0,433281.0,"53.79565415577396, -1.7900257058695612"
Best View Plan (PS),NPgY,HOLMFIELD,132.0,33.0,Holmfield,BRADFORD WEST,HX2 9AY,62.12096068248134,62.010834920473755,61.5303888501456,60.60147199366339,58.90252385214779,57.08928614450724,54.63924203862203,51.7619257164051,45.3533768721657,41.33387263158258,22.51651073369142,0.8512827848201283,-12.247279084871366,-18.032958106640763,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),408320.0,428262.0,"53.75066219346606, -1.8753088029762424"
Best View Plan (PS),NPgY,HULL EAST 132/33KV,132.0,33.0,Hull East 132/33kV,SALTEND NORTH,HU9 5NL,60.38132906937299,60.23803009810898,59.81765387003698,59.094255724845176,58.059848770491925,56.37886208927698,54.179062806292144,51.64915274817689,48.47433828842547,45.41051530209289,31.5730278696133,15.73313786375995,6.1095661421579734,1.3932076820575219,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),515174.0,429445.0,"53.74865941848388, -0.2549011471194001"
Best View Plan (PS),NPgY,HULL WEST,132.0,33.0,Hull West,CREYKE BECK,HU13 0FA,64.39103352573886,64.14989242009744,63.62658008134439,62.842042589879455,61.642680020704574,60.02823496050184,57.854899894886664,55.28602754018823,52.077114461356516,49.068658186579924,35.31016538696305,19.923041399904548,10.594310282577865,5.952498969064962,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),501511.0,426270.0,"53.72296916908219, -0.4630497576493414"
Best View Plan (PS),NPgY,HUNSHELF,132.0,66.0,Hunshelf,WEST MELTON SECTION 3,S36 8WR,96.84697322411166,96.61511194159365,96.22960116752274,95.68374031452919,95.10404652230726,93.87046600389297,92.43781004641218,90.95133636155938,89.71049679117688,88.00224109566778,80.50191745692595,72.31611323775134,67.74554857666963,65.67006748052906,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),426274.0,400012.0,"53.4961592437481, -1.6054200085994186"
Best View Plan (PS),NPgY,KIRKHAW LANE,132.0,33.0,Kirkhaw Lane,FERRYBRIDGE B,WF11 8SB,65.17696187943837,65.43234236445056,65.58612688734249,65.54438722985726,65.26422456765687,64.6524584170776,63.73191119819212,62.54543794124151,61.04532912329141,59.55455629748548,52.90908645745034,44.37774899453666,38.29489640903097,34.5911726530404,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),447808.0,425060.0,"53.719767530877064, -1.2770092278419813"
Best View Plan (PS),NPgY,KIRKSTALL C/RING ROAD HORSFORTH,132.0,33.0,Kirkstall C/Ring Road Horsforth,KIRKSTALL B,LS18 4EL,80.66518279108462,79.47956219073603,77.703401761164,75.32261855121078,72.14012209349244,69.00607991151023,65.20371326614165,60.86522026990101,52.370298031967494,46.76780972433578,20.618783033564412,-7.29739003113113,-22.319402667950214,-28.135119034601274,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),425410.0,437843.0,"53.836224753967265, -1.615361633489684"
Best View Plan (PS),NPgY,LOW ROAD,132.0,33.0,Low Road,SKELTON GRANGE,LS10 1RH,149.28877259733997,149.97934224259822,150.50374673389757,150.86188418281523,150.7004656370528,150.27392854094708,149.37351904772032,148.03570435710594,138.6785815480423,136.73068377224507,116.74911095670534,106.40066137144693,100.43431140626443,97.90311828650462,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),431507.0,431659.0,"53.78031269922058, -1.5233475734121702"
Best View Plan (PS),NPgY,MENSTON,132.0,33.0,Menston,BRADFORD WEST,LS29 6BP,70.22473245100832,69.98912303637792,69.4640773988072,68.65846035940638,67.52345867991926,65.97897621590036,64.1336658757883,62.095624002248925,58.51697432707654,55.84508607064517,43.05597405155024,29.006189915967525,20.873184606874375,17.244063428915254,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),418050.0,443293.0,"53.88551419036407, -1.726881334694569"
Best View Plan (PS),NPgY,SCUNTHORPE NORTH,132.0,33.0,Scunthorpe North,KEADBY,DN15 8GN,51.369642759242055,51.71477710319431,51.98837778975708,52.16638410234792,52.002789504634535,51.48991183649689,50.60112914803889,49.34247186239533,47.594572588432285,45.78314362115536,38.03416505346273,28.414361690485407,22.415901109660112,19.125504470087463,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),489335.0,412605.0,"53.6024041308571, -0.6514456259511485"
Best View Plan (PS),NPgY,SCUNTHORPE SOUTH,132.0,33.0,Scunthorpe South,KEADBY,DN16 1BD,83.26413815158287,83.3543947066913,83.34222452223403,83.18544875540451,82.78439582757298,82.312350318993,81.5970347667304,80.72072853934147,79.13199138807863,78.03875885907627,72.70981290231494,66.41848991331833,61.94667632790128,59.40778871251355,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),491294.0,409631.0,"53.57534359672361, -0.6227197435161989"
Best View Plan (PS),NPgY,SOWERBY BRIDGE 132/33KV,132.0,33.0,Sowerby Bridge 132/33kV,ELLAND,HX6 1EL,55.224479567147064,55.19180857837879,54.82917588210445,54.173676459702186,53.10355836607656,51.11919451154773,48.81308874061142,46.4856903454493,42.6945439526766,39.508436926590605,25.46716959129617,9.144797984457782,-0.40288185573814417,-4.528962553787565,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),405085.0,423608.0,"53.708872692192365, -1.9244413628576018"
Best View Plan (PS),NPgY,WAKEFIELD MONCKTON ROAD,132.0,33.0,Wakefield Monckton Road,WEST MELTON SECTION 3,WF2 7AL,71.49410137797746,71.63650621306871,71.65553143802843,71.51212152311659,71.06240948600129,70.5257660359627,69.70580410178499,68.63867565337439,66.57377265294278,65.09279053958181,58.33105748723387,49.77005307356498,43.654782765940524,39.918256262331255,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),432450.0,418956.0,"53.6660837454221, -1.51036503050698"
Best View Plan (PS),NPgY,WAKEFIELD NORTH,132.0,33.0,Wakefield North,SKELTON GRANGE,WF1 3HN,39.40766863875626,38.99623353743338,38.196219577549854,37.02474881275768,35.181862588676424,33.28232709543508,30.716128144152066,27.60172839863222,22.19032256981768,18.2135995106906,0.06252441910496032,-20.302858816646918,-32.38301898216474,-38.300190582114254,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),433144.0,423386.0,"53.70585623796304, -1.499390439293871"
Best View Plan (PS),NPgY,WHINMOOR,132.0,33.0,Whinmoor,FERRYBRIDGE B,LS14 2DG,60.505033686593066,60.190064228076736,59.47612594840296,58.31858189511887,56.52058137638585,54.62894595565906,52.19291011273948,49.343977449304234,43.21380263432363,39.35050954752492,20.849497589251172,0.53830657984021,-11.632854703069398,-17.39243018727737,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),435688.0,437650.0,"53.833888208357465, -1.4592097674104831"
Best View Plan (PS),NPgY,WOLD NEWTON,132.0,33.0,Wold Newton,KEADBY,DN37 0SW,53.10847924254536,51.99490936786634,50.61793769076123,49.20511984192243,48.067973060074465,44.532244655212146,41.07226004885356,37.88983753448984,37.93668318894717,34.837413153635325,23.089427360184388,9.927599378842501,2.2047494502449325,-1.6285075934687399,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),521580.0,399575.0,"53.478865734656566, -0.16945561057497527"
Best View Plan (PS),NPgY,YARBOROUGH ROAD 132/33KV,132.0,33.0,Yarborough Road 132/33kV,GRIMSBY WEST,DN34 4JJ,64.0168276064159,64.08204779760638,63.85503253819667,63.34253480389811,62.33603046699233,61.03029362648914,59.19580051357178,56.959286134248266,53.71011023489176,51.01098875444529,38.211648448566336,23.812429916091574,15.070295171505478,11.056308520220654,BSP,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),525335.0,409323.0,"53.565557057129524, -0.10901052471568193"
Best View Plan (PS),NPgY,ALLERTON HILL T1,33.0,11.0,Leeds East,SKELTON GRANGE,LS7 3QB,17.289451521393467,17.230536699366283,17.118699605190855,16.936514633248226,16.6756740295934,16.42003764946667,16.087344976251778,15.69922223355971,14.948363477294675,14.455598575739742,12.134943914401397,9.673746163495988,8.321473155159387,7.7828381382980485,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),430431.0,437255.0,"53.83067136628643, -1.5391248216660285"
Best View Plan (PS),NPgY,ARMOURIES DRIVE,33.0,11.0,Low Road,SKELTON GRANGE,LS10 1LT,20.045347899296246,20.10168130974686,20.138936401873913,20.161172631955132,20.13598926893966,20.117647144169613,20.05535515175948,19.95866081312652,19.982744148466665,19.909298028663795,19.64738240752697,19.223046971152257,18.871487530096402,18.641222479752287,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),431064.0,432808.0,"53.79066605340524, -1.5299547014623773"
Best View Plan (PS),NPgY,ASKERN,66.0,11.0,Doncaster B/Thorpe Marsh,WEST MELTON / THORPE MARSH,DN6  0BY,13.505424489316674,13.451870229136151,13.35361112826793,13.170338927711489,13.037780371578126,12.71054758153712,12.284655850354707,11.80963788083401,11.528961481175426,11.045937331329771,8.843205040281818,6.366951436722715,4.823777340505011,3.9868040710930295,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),455685.0,413925.0,"53.61891593835856, -1.1596496050358693"
Best View Plan (PS),NPgY,BAILIFF BRIDGE,33.0,11.0,Brighouse 132/33kV,ELLAND,HD6  4DT,16.612045278334946,11.739475667588948,11.65597703748272,11.527582916319625,11.317988570267495,11.117846671097247,10.854141737894349,10.539671593792411,14.592249652965402,14.13957632389987,11.994435691603668,9.530058976023767,8.073165959222882,7.438988696462811,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),414739.0,425009.0,"53.721283724071434, -1.7781209881237274"
Best View Plan (PS),NPgY,BALME STREET,33.0,11.0,Bradford,BRADFORD WEST,BD1  4BA,13.891167562032164,13.968149568889736,14.01864919932871,14.043623192205828,14.00885118175234,13.956071463266412,13.857273021194315,13.713687240249335,13.399085230872892,13.180644361388527,12.283607488500566,10.967922625205949,10.064603105311907,9.59530457439248,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),416635.0,433485.0,"53.79740881482084, -1.7489355307965837"
Best View Plan (PS),NPgY,BARNBURGH,66.0,11.0,Doncaster B/Thorpe Marsh,WEST MELTON / THORPE MARSH,S63  9NT,16.170609592518787,15.984427684792072,15.738554702388182,15.3892032290064,15.102259620738883,14.603552244339241,13.980135770314183,13.270891011771024,12.671379599838867,11.925986676435347,8.506486340949131,4.794041821309047,2.67055927492898,1.6781128093359072,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),447257.0,403886.0,"53.529515835107844, -1.2885647308392303"
Best View Plan (PS),NPgY,BARNOLDSWICK,33.0,11.0,Silsden,BRADFORD WEST,BB18 5RU,8.76885647717658,8.79814742675105,8.803766401844554,8.788096389188592,8.754938570477474,8.649620115500689,8.50923583541848,8.340209574994415,8.088664332397524,7.861326231254757,6.777820881638176,5.539482496420346,4.81143129140367,4.500248566865503,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),388050.0,447572.0,"53.92414252254902, -2.1834553024699437"
Best View Plan (PS),NPgY,BARNSLEY,66.0,11.0,Barugh 132/66kV,WEST MELTON SECTION 3,S71  1AJ,7.114406010383005,7.154548209359646,7.1602229608547,7.120280897625067,7.018204624835089,6.906877835134795,6.743104004678925,6.527149259269976,5.914926208891531,5.572066482328216,4.010624944640508,1.7725491458986902,-0.006160521871017011,-1.1952941073529715,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),434802.0,406539.0,"53.554330718138615, -1.476152938613563"
Best View Plan (PS),NPgY,BARROW,33.0,11.0,Immingham,GRIMSBY WEST,DN19 7EG,4.4090847895920176,4.353843887372053,4.25899896634103,4.123789207246113,3.9720195801460676,3.6072741948255027,3.1859110171677916,2.754632252448191,2.644687245871488,2.230853368759151,0.5570117507835413,-1.2761220058144715,-2.3428323679366994,-2.8402096134932986,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),508283.0,421594.0,"53.6795982201151, -0.3620950231338089"
Best View Plan (PS),NPgY,BARUGH 66/11KV,66.0,11.0,Barugh 132/66kV,WEST MELTON SECTION 3,S75  1HT,12.77548778762943,12.597622074989598,12.314831126549095,11.92651524997985,11.38360843346116,10.785412116918703,10.011491356407088,9.096632487781928,7.67859354501363,6.554572868095402,1.4975479717579248,-4.254637110696258,-7.7285675113283645,-9.503848441047893,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),431977.0,408589.0,"53.572935155001176, -1.518584074359586"
Best View Plan (PS),NPgY,BELMONT AVENUE,33.0,11.0,Mallard Way,WEST MELTON / THORPE MARSH,DN4  8DF,6.437561413362808,6.328317464923536,6.132183632526569,5.872804738733073,5.4792576661496675,5.065768440999577,4.494435885257783,3.7922747541568,2.4096844669181294,1.456958679728622,-2.8898506215764854,-7.902444266165553,-10.901398316492234,-12.355658509996836,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),457173.0,401961.0,"53.51123201436431, -1.139342374108157"
Best View Plan (PS),NPgY,BELMONT COVERT,33.0,11.0,Wold Newton,KEADBY,LN11 9RA,6.9474556027768255,6.937827573704304,6.923055686454472,6.903537911711133,6.880826801674578,6.827092483281852,6.77595362163911,6.730173803942946,6.712616555350708,6.659237583754479,6.462053130770198,6.236441235857249,6.107682625973091,6.044860857110838,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),522574.0,383940.0,"53.33817228863362, -0.16055671635539198"
Best View Plan (PS),NPgY,BELTHORPE LANE,66.0,11.0,Driffield/Beverley Group,CREYKE BECK,YO42 1SB,4.828643461094724,4.84209194582926,4.848765865709687,4.848731875875917,4.834820170991562,4.7524648845732775,4.662242437358336,4.575894318231857,4.580637599850096,4.485107967136683,4.139611209361553,3.6654562772312564,3.301739438865777,3.0532583225472907,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),479337.0,454613.0,"53.981493932656484, -0.791697266004715"
Best View Plan (PS),NPgY,BENTLEY,33.0,11.0,Doncaster Central,WEST MELTON / THORPE MARSH,DN5  0NG,13.463820196160741,13.356930473123295,13.18334267666688,12.909263964887947,12.666811704169326,12.31195289080976,11.820954461603476,11.23547920301073,10.388119260198696,9.698388767396967,6.342219344617185,2.585708125890939,0.24296707446034915,-0.9753231108717628,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),456952.0,407233.0,"53.558637231189486, -1.1417171061323343"
Best View Plan (PS),NPgY,BILLET LANE,33.0,11.0,Scunthorpe North,KEADBY,DN15 8QW,13.824241705637407,13.909866979993199,13.991201244951938,14.071676655567437,14.14047836598267,14.199907977875998,14.250609425074876,14.283617446436825,14.30109668407128,14.3099890463209,14.303777221894268,14.117544770373451,13.841866849980425,13.56718152864123,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),488380.0,414141.0,"53.616368025548496, -0.6654381379590398"
Best View Plan (PS),NPgY,BINGLEY 33/11KV,33.0,11.0,Bingley 132/33kV,BRADFORD WEST,BD16 2RD,11.990488200564016,11.933616789702784,11.79946234006113,11.591843948364845,11.258573607554036,10.894055121765563,10.42949178083601,9.88133268183391,8.90402473755868,8.205540115541151,4.9056538256385345,1.2195222372419323,-0.9567322281134665,-2.0012462764787564,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),410571.0,439667.0,"53.85312906586355, -1.8407859676828937"
Best View Plan (PS),NPgY,BOC BRINSWORTH,33.0,11.0,Blackburn Meadows B,WEST MELTON / THORPE MARSH,S9   1WT,18.44758564749306,18.403413488562666,18.32763721752925,18.220062282894382,18.03697581400222,17.852358602502285,17.59552035617143,17.282394912598406,16.773210978321828,16.38064980809125,14.5958459242241,12.604877898032838,11.420510980835472,10.848967637272152,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),440892.0,390661.0,"53.41118291536489, -1.3862951209135523"
Best View Plan (PS),NPgY,BOLTON ROAD,33.0,11.0,Silsden,BRADFORD WEST,BD20 0JT,8.333215270691612,8.386780142127995,8.424702527689842,8.446752513696413,8.447281694830169,8.389969520076878,8.311801083601242,8.23118922947512,8.150820054387788,8.043693401466404,7.485307542554538,6.788407056595306,6.314931861888862,6.144860913026685,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),404447.0,446729.0,"53.916688231813644, -1.933781416942129"
Best View Plan (PS),NPgY,BRETT STREET,66.0,11.0,Driffield/Beverley Group,CREYKE BECK,YO16 4HW,6.41502961933643,6.241793348464533,5.960443119387794,5.588130584803363,5.191753945155114,4.5680179042655915,3.811279852908932,2.9510873857107427,1.911803410977015,0.8707502030014709,-3.820071338901016,-9.157383399740702,-12.437856195913604,-14.283154880703115,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),517545.0,467398.0,"54.08907748437528, -0.20439272815809414"
Best View Plan (PS),NPgY,BRIGHOUSE 33/11KV,33.0,11.0,Brighouse 132/33kV,ELLAND,HD6  1QE,4.727929603531842,4.81051648062838,4.886681992563495,4.959019736142393,5.014179437357221,5.0575342303717346,5.086396749927886,5.095117497389904,5.069890146487687,5.04602466917304,4.917358215663119,4.676039252230148,4.520958209888354,4.463034241569965,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),415435.0,422605.0,"53.699656569940764, -1.7676927163266603"
Best View Plan (PS),NPgY,BTP,33.0,11.0,Yarborough Road 132/33kV,GRIMSBY WEST,DN31 2RL,9.67093625421684,9.825496234044202,9.973283816361425,10.11837294044991,10.248844590197912,10.367558219039262,10.475282180799045,10.562120270244371,10.629966732091637,10.688676842928748,10.87963110859468,10.942738967400414,10.940719773616705,10.966616810961693,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),525370.0,411141.0,"53.58188051070105, -0.10775319411965088"
Best View Plan (PS),NPgY,BURLEY STREET,33.0,11.0,Kirkstall C 2/5,KIRKSTALL B,LS3  1JY,11.115012842923,11.325259004109121,11.50637650171651,11.663385032549701,11.763509378425034,11.841536841974431,11.871822947265514,11.844502569733312,11.71995862978763,11.621077158284237,11.129388945008294,10.239021896066703,9.554083064720206,9.186939213696864,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),428905.0,433933.0,"53.80090111015616, -1.5626203470679083"
Best View Plan (PS),NPgY,BURMANTOFTS,33.0,11.0,Leeds East,SKELTON GRANGE,LS9 7SS,10.79244182802128,10.905597168169916,11.001637112824415,11.084712988773441,11.139361841485751,11.18426233384049,11.206211668079186,11.201653968191644,11.10012117775556,11.050819129458837,10.768279014680001,10.31161665905884,9.974259479738889,9.806325097857112,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),431149.0,434122.0,"53.80247076835602, -1.5285321588969158"
Best View Plan (PS),NPgY,BURTON ROAD,33.0,11.0,Hunningley,WEST MELTON SECTION 3,S71 2QG,6.118936108840877,6.1489680174616055,6.142593819076012,6.089472318418345,6.019484743337841,5.907236400787614,5.727210984472887,5.494213087164212,5.126872786986333,4.833743636048695,3.3391752286730174,1.6439570624347937,0.5517336585244941,-0.092671564198195,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),437245.0,408388.0,"53.57078221109434, -1.4390592743424069"
Best View Plan (PS),NPgY,BUSLINGTHORPE GREEN,33.0,11.0,Leeds North,SKELTON GRANGE,LS7 2HG,14.76936709559875,14.686876184156084,14.52475119518327,14.257867441501151,13.858181249191544,13.45593238061964,12.93684190872205,12.32832926884495,11.226626834781989,10.455465362891742,7.01788511801624,3.2233353271058647,1.1735882622398606,0.36606003064591874,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),430149.0,435381.0,"53.813844914128566, -1.5435922483271975"
Best View Plan (PS),NPgY,CLARENCE ROAD,33.0,11.0,Low Road,SKELTON GRANGE,LS10 1JE,9.490156945363642,9.62332584488771,9.73955500441626,9.840839941483944,9.892145466319555,9.942949242447977,9.94604888292906,9.905543934553394,9.953279168747171,9.908232864357371,9.701400759445887,9.321358577789601,9.043730762393627,8.900565243915317,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),430745.0,433067.0,"53.79301272963657, -1.5347709424028366"
Best View Plan (PS),NPgY,CLOUGH LANE,33.0,11.0,Immingham,GRIMSBY WEST,DN40 3EH,0.016883463152602474,0.019251241155697763,0.015562605037712451,0.006118389134277535,-0.008021063357789515,-0.04954700379204979,-0.0994851915350008,-0.1595156348128164,-0.19639664515012534,-0.2667827348428844,-0.5586848166884941,-0.9358118242717719,-1.2029281555422315,-1.3797522587768736,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),515908.0,419013.0,"53.65477701954023, -0.247674008455437"
Best View Plan (PS),NPgY,CORNWALL STREET,132.0,11.0,Cornwall Street,CREYKE BECK,HU8  8AQ,22.832564443068023,22.957242140315795,23.04048852565338,23.086871358818286,22.934121241943664,22.68535463033442,22.26166568233977,21.67364152337803,20.88469201646847,20.064213174205726,16.690671184383827,12.619038921396285,10.393408197096907,9.503091963763094,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),510410.0,430177.0,"53.75626549950015, -0.3268497748144986"
Best View Plan (PS),NPgY,COUNTY ROAD NORTH,33.0,11.0,Hull South,CREYKE BECK,HU5  5DR,8.87415276990473,8.811070870257153,8.644403620233476,8.357000590855096,7.8479280760300085,7.3784150272939595,6.714394335050017,5.918620412103188,3.87086893426779,2.736606725990761,-3.0666107694309765,-9.407780028837557,-13.409433717392254,-15.265793599745713,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),506043.0,430185.0,"53.75724323796811, -0.3930536935912414"
Best View Plan (PS),NPgY,CROWN STREET,33.0,11.0,Girlington,BRADFORD WEST,BD1  2LA,2.984946160303376,3.038277197454672,3.082289684232215,3.1170045182019654,3.128073609481855,3.130473065926699,3.1133175796596895,3.076398547536729,2.976386109119413,2.9062117343153355,2.614000956367997,2.157885516551037,1.8581955564248727,1.7213219482154951,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),415356.0,433494.0,"53.79752873850524, -1.7683521472044375"
Best View Plan (PS),NPgY,DARNALL,33.0,11.0,Attercliffe,WEST MELTON / THORPE MARSH,S9   4JT,9.061789398639172,8.984162123059175,8.829949246799321,8.63182761580735,8.370016936572164,8.060888076675765,7.639949220760727,7.133952925900864,6.282599828992431,5.623210456627863,2.5259728566009834,-0.9769819552514107,-3.002912405313186,-3.8606246684577386,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),439298.0,387777.0,"53.38538204351104, -1.4106315958689553"
Best View Plan (PS),NPgY,DEARNE ROAD,66.0,11.0,West Melton,WEST MELTON SECTION 3,S63 7DG,13.543553928550278,13.564071405225336,13.559430205537966,13.512942130326124,13.483434880330995,13.391222452187058,13.233610158569446,13.021999876523322,12.782351093354738,12.527216887869992,11.279568878473073,9.798247012212203,8.840045080481431,8.291480959656946,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),444520.0,401830.0,"53.511275423731, -1.330142571066419"
Best View Plan (PS),NPgY,DINNINGTON,66.0,11.0,Thurcroft,THURCROFT,S25 3QT,11.883074336406871,11.9131246385158,11.91552675102282,11.853111920460556,11.7392704214767,11.385613727216011,10.920293383167074,10.430754678039403,10.148524001353564,9.577130284552887,7.159344375952784,4.242135217442193,2.354574298790425,1.3579349053306267,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),451870.0,386781.0,"53.375348060955545, -1.2217956262508431"
Best View Plan (PS),NPgY,DOUGHTY ROAD,33.0,11.0,Moss Road,GRIMSBY WEST,DN32 0LR,4.828531926271658,4.823021743709525,4.728145726141602,4.563701125929722,4.286439518342377,3.9876125183390414,3.567469389235825,3.042002285841523,1.7552575571105535,0.9676312955971156,-2.721702174682566,-7.0357871035949735,-9.610571199323761,-10.816339991613816,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),527109.0,409046.0,"53.56264244082516, -0.0823534445681801"
Best View Plan (PS),NPgY,DRIFFIELD,66.0,11.0,Driffield/Beverley Group,CREYKE BECK,YO25 5XR,8.750505461647741,8.635608906994594,8.418815185057769,8.100516313024862,7.697922648543184,6.805807724257086,5.785052650780404,4.7314831654807925,4.354435495507591,3.305822781780492,-0.911380124997482,-5.6200387360919315,-8.459307119692347,-9.949808332695824,Primary,NPg Best View Plan - Planning Scenario,Network Capacity Demand Headroom (MW),503897.0,457092.0,"53.99941875837937, -0.4164817068783371"
